episode_id,bar_idx,ts,datetime,price,atr,macro_leg_direction,macro_leg_phase,trend_30_atr,trend_90_atr,slope20_atr,dist_sma20_atr,dist_sma50_atr,price_vs_sma50,rsi_1d,rsi_1d_ma,rsi_1d_sub_ma,drop20_atr,rise20_atr,rsi,rsi_min8,rsi_max8,rsi_vs_ma,rsi_drop_6b,consec_down,consec_up,range_exp,atr_level,atr_pctile_proxy,sweet_spot_falling_knife,legpos30,legpos60,legpos90,rsi_bear_div_20b,rsi_bull_div_20b,nas_long_new_8b,nas_short_new_8b,nas_dist_ema_atr,nas_rsi,nas_1d_long_recent,bub_buy_s,bub_buy_m,bub_buy_L,bub_sell_s,bub_sell_m,bub_sell_L,bub_poc_recent,bub_buy_total,bub_sell_total,bub_buy_sell_ratio,bub_large_sell_10b,bub_large_buy_10b,has_4h_demand,dist_4h_demand_low_atr,demand_width_atr,demand_age_bars,demand_touched_on_retest,demand_origin_of_leg,has_d1_demand,dist_d1_demand_atr,has_4h_supply_overhead,dist_4h_supply_low_atr,supply_blocks_2ATR,supply_blocks_3ATR,supply_rejected_before,supply_broken_before,has_d1_supply,dist_d1_supply_atr,rel_volume,below_VAL,dist_POC_atr,dist_VAL_atr,va_width_atr,smc_bos,smc_choch_bars_ago,smc_choch_text,reclaim_body_atr,reclaim_dist_from_demand_atr,reclaim_dist_from_supply_atr,sl_atr,sl_source,sl_type,F_STRICT_top_late,hour_utc,dead_hour
,3278,1426701600,2015-03-18 18:00,1167.55,7.12,REFERENCE_ONLY,REFERENCE_ONLY,1.76,-5.22,1.61,1.8,1.23,above,29.5,32.9,True,0.0,2.79,50.76,37.11,50.76,above,0.0,0,2,3.85,7.12,1.12,False,75.7,37.1,30.7,0,1,0,0,,50.76,0,0,0,0,4,2,0,0,0,6,0.0,2,0,1,3.47,0.98,,1,0,1,0.14,1,7.4,0,0,0,1,1,2.13,,,,,,,6,CHOCH,1.63,2.5,7.4,3.57,demand,NORMAL_DEMAND_BASE,False,18,True
,3329,1427781600,2015-03-31 06:00,1180.81,5.59,REFERENCE_ONLY,REFERENCE_ONLY,-1.85,3.94,-2.77,-2.55,-1.31,below,47.8,46.5,False,5.55,0.0,38.89,38.89,50.71,below,11.3,3,0,0.84,5.59,0.89,False,5.6,49.4,49.4,0,0,0,0,,38.89,0,0,0,0,1,0,0,0,0,1,0.0,0,0,1,2.15,0.69,,0,1,1,1.24,1,5.74,0,0,0,0,1,1.42,,,,,,,5,CHOCH,-0.4,1.46,5.74,2.25,demand,NORMAL_DEMAND_BASE,False,6,False
,3339,1427925600,2015-04-01 22:00,1203.43,6.11,REFERENCE_ONLY,REFERENCE_ONLY,1.16,8.66,0.5,2.2,1.84,above,49.0,47.6,False,0.34,3.7,62.5,41.24,64.18,above,1.7,2,0,0.46,6.11,0.99,False,60.5,72.9,78.8,0,0,0,0,2.46,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.08,0.77,,1,0,1,2.53,1,1.55,1,1,0,0,1,4.92,,,,,,,15,CHOCH,-0.09,3.31,1.55,4.18,demand,NORMAL_DEMAND_BASE,False,22,False
,3351,1428357600,2015-04-06 22:00,1212.65,5.5,REFERENCE_ONLY,REFERENCE_ONLY,3.22,9.69,5.49,1.57,2.66,above,63.7,53.1,False,1.15,5.51,64.68,57.97,72.17,below,7.5,3,0,0.79,5.5,0.89,False,74.7,74.7,85.8,0,0,0,1,2.93,64.68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.21,1.23,,1,1,1,3.0,1,0.04,1,1,1,0,1,4.28,,,,,,,6,CHOCH,-0.36,1.97,0.04,3.31,demand,NORMAL_DEMAND_BASE,False,22,False
,3427,1429797600,2015-04-23 14:00,1195.16,5.98,REFERENCE_ONLY,REFERENCE_ONLY,-0.76,-1.73,-1.54,0.0,-0.46,below,43.9,51.9,True,1.54,1.43,36.35,33.93,54.11,below,8.7,0,1,1.72,5.98,1.05,True,43.5,41.6,27.7,0,0,0,0,,36.35,0,0,0,0,2,4,0,0,0,6,0.0,4,0,1,1.8,0.79,,1,1,1,2.41,1,0.55,1,1,1,0,1,1.28,,,,,,,,,1.32,1.02,0.55,1.9,demand,V_REVERSAL_DEMAND,False,14,False
,3439,1430143200,2015-04-27 14:00,1202.54,6.0,REFERENCE_ONLY,REFERENCE_ONLY,1.4,-2.69,-0.02,2.36,1.1,above,42.7,49.8,True,0.02,4.09,46.6,30.31,46.6,above,0.0,0,2,4.06,6.0,1.07,False,85.2,80.5,55.7,0,0,1,0,,46.6,1,0,0,0,2,3,1,0,0,6,0.0,4,0,1,4.54,1.06,,1,0,1,2.66,1,2.55,0,1,0,1,1,0.71,,,,,,,,,2.5,3.48,2.55,4.64,demand,NORMAL_DEMAND_BASE,False,14,False
,3476,1430848800,2015-05-05 18:00,1193.1,5.37,REFERENCE_ONLY,REFERENCE_ONLY,-3.6,0.09,2.21,1.39,0.07,above,47.4,47.9,True,1.17,3.38,54.14,47.08,61.67,above,7.5,2,0,0.28,5.37,0.94,False,51.0,50.7,50.7,0,0,0,0,0.26,54.14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.37,0.53,,1,1,1,1.96,1,1.47,1,1,0,0,1,0.36,,,,,,,,,-0.09,0.83,1.47,1.47,demand,V_REVERSAL_DEMAND,False,18,True
,3506,1431453600,2015-05-12 18:00,1193.93,4.73,REFERENCE_ONLY,REFERENCE_ONLY,0.18,-1.74,1.7,1.47,1.43,above,45.8,47.8,True,0.0,2.47,57.81,41.39,57.81,above,0.0,0,4,0.4,4.73,0.85,False,80.0,52.9,52.6,0,0,0,0,0.71,57.81,0,3,0,0,0,0,0,0,3,0,3,0,0,1,3.17,1.3,,1,0,1,0.53,1,1.49,1,1,0,0,1,0.32,,,,,,,,,0.25,1.87,1.49,3.27,demand,NORMAL_DEMAND_BASE,False,18,True
,3527,1431928800,2015-05-18 06:00,1229.39,5.44,REFERENCE_ONLY,REFERENCE_ONLY,8.01,8.54,6.88,2.22,5.44,above,62.6,51.5,False,0.0,6.88,72.11,63.95,72.2,above,0.1,0,0,0.82,5.44,0.97,False,94.4,94.4,95.2,0,0,0,1,4.61,72.11,0,7,1,0,0,0,0,0,8,0,8,0,2,1,3.36,1.4,,1,0,1,2.81,1,0.67,1,1,0,0,1,3.74,,,,,,,10,CHOCH,0.01,1.96,0.67,3.46,demand,TOP_EXHAUSTION,True,6,False
,3546,1432202400,2015-05-21 10:00,1204.75,5.27,REFERENCE_ONLY,REFERENCE_ONLY,-3.87,4.46,-4.68,-1.85,-0.9,below,55.4,54.0,False,4.68,0.0,44.18,39.69,47.55,below,3.4,2,0,1.77,5.27,0.95,False,10.2,48.4,55.4,0,0,0,0,,44.18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.9,1.17,,0,0,1,1.34,1,0.52,1,1,1,0,1,5.75,,,,,,,10,CHOCH,-0.82,3.73,0.52,5.0,demand,NORMAL_DEMAND_BASE,False,10,False
,3622,1433829600,2015-06-09 06:00,1180.41,5.09,REFERENCE_ONLY,REFERENCE_ONLY,-1.48,-8.33,-0.68,0.95,-0.71,below,38.2,42.3,True,0.88,2.98,49.0,38.83,49.0,above,0.0,0,5,1.51,5.09,1.0,False,52.5,41.9,28.8,0,0,0,0,,49.0,0,0,0,0,3,4,0,0,0,7,0.0,6,0,1,2.13,1.02,,1,1,1,1.71,1,2.0,0,1,0,0,1,0.45,,,,,,,0,CHOCH,0.49,1.11,2.0,2.23,demand,NORMAL_DEMAND_BASE,False,6,False
,3676,1434952800,2015-06-22 06:00,1195.43,4.53,REFERENCE_ONLY,REFERENCE_ONLY,4.71,1.93,3.19,0.33,1.81,above,58.0,46.3,False,1.76,3.73,58.92,58.92,72.88,below,14.0,5,0,1.07,4.53,0.9,False,68.7,71.5,76.0,0,0,0,1,1.88,58.92,0,5,2,0,0,0,0,0,7,0,7,0,4,1,4.58,1.17,,0,0,1,0.38,1,0.9,1,1,1,0,1,1.97,,,,,,,,,-0.47,3.41,0.9,4.68,demand,NORMAL_DEMAND_BASE,False,6,False
,3704,1435528800,2015-06-28 22:00,1181.27,3.9,REFERENCE_ONLY,REFERENCE_ONLY,-4.63,1.7,1.16,1.49,-0.81,below,40.9,47.3,True,0.0,2.69,62.03,32.14,62.03,above,0.0,0,3,3.89,3.9,0.83,False,38.9,34.0,34.0,0,0,1,0,1.15,62.03,1,0,0,0,3,4,0,0,0,7,0.0,5,0,1,4.74,1.46,,0,0,1,1.68,1,1.05,1,1,1,1,1,0.5,,,,,,,0,CHOCH,-1.29,3.29,1.05,4.84,demand,NORMAL_DEMAND_BASE,False,22,False
,3851,1438351200,2015-07-31 14:00,1097.06,7.13,REFERENCE_ONLY,REFERENCE_ONLY,0.67,-8.77,0.25,0.64,0.45,above,25.5,23.4,False,0.26,2.11,55.78,33.81,55.78,above,0.0,1,0,0.86,7.13,1.14,False,68.3,40.1,27.1,0,0,0,0,,55.78,0,0,0,0,2,4,1,0,0,7,0.0,5,0,1,3.57,0.72,,0,0,1,0.12,1,9.18,0,0,0,0,1,4.27,,,,,,,,,-0.08,2.85,9.18,3.67,demand,NORMAL_DEMAND_BASE,False,14,False
,3881,1438956000,2015-08-07 14:00,1094.44,5.13,REFERENCE_ONLY,REFERENCE_ONLY,-0.51,-7.56,0.17,1.15,0.75,above,34.7,27.9,False,0.0,1.87,57.93,44.22,57.93,above,0.0,0,3,1.22,5.13,0.81,False,72.8,57.7,36.0,0,0,0,0,0.3,57.93,0,0,0,0,0,1,0,0,0,1,0.0,3,0,1,2.23,0.95,,1,1,0,,1,0.66,1,1,1,1,1,5.3,,,,,,,,,0.15,1.28,0.66,2.33,demand,NORMAL_DEMAND_BASE,False,14,False
,3916,1439805600,2015-08-17 10:00,1119.68,4.41,REFERENCE_ONLY,REFERENCE_ONLY,5.14,5.17,1.67,0.44,3.42,above,53.8,41.2,False,1.07,1.67,55.61,51.67,61.22,below,5.6,0,1,1.62,4.41,0.73,False,78.8,84.7,85.0,0,0,0,0,1.68,55.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.78,1.31,,1,1,1,1.45,1,0.36,1,1,1,0,1,3.55,,,,,,,,,0.77,0.47,0.36,1.88,demand,V_REVERSAL_DEMAND,False,10,False
,3936,1440093600,2015-08-20 18:00,1151.87,6.02,REFERENCE_ONLY,REFERENCE_ONLY,6.13,10.56,5.35,4.01,5.36,above,63.6,46.7,False,0.16,6.69,80.06,65.67,80.06,above,0.0,1,0,0.64,6.02,1.08,False,95.2,97.0,97.1,0,0,0,1,5.87,80.06,0,2,3,3,0,0,0,0,8,0,8,0,6,1,7.01,0.94,,0,0,1,3.53,1,1.77,1,1,0,0,1,1.43,,,,,,,8,CHOCH,-0.16,6.06,1.77,7.11,swing,TOP_EXHAUSTION,True,18,True
,3993,1441260000,2015-09-03 06:00,1130.47,4.29,REFERENCE_ONLY,REFERENCE_ONLY,0.62,2.93,-0.73,-1.42,-1.54,below,52.7,59.6,True,2.8,0.53,43.71,43.71,54.51,below,10.8,5,0,1.15,4.29,0.65,True,41.5,24.4,34.5,0,0,0,0,,43.71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.85,1.33,,0,0,1,1.98,1,1.88,1,1,1,0,1,1.33,,,,,,,12,CHOCH,-0.51,3.52,1.88,1.2,demand,NORMAL_DEMAND_BASE,False,6,False
,4049,1442426400,2015-09-16 18:00,1119.36,4.06,REFERENCE_ONLY,REFERENCE_ONLY,2.9,-1.85,4.73,2.67,1.59,above,38.2,45.3,True,0.18,4.73,66.94,38.52,66.94,above,0.0,1,0,0.46,4.06,0.73,False,81.1,50.4,42.0,0,0,0,0,1.45,66.94,0,2,1,0,1,0,0,0,3,1,3.0,0,1,1,4.14,1.4,,1,0,1,1.7,1,0.36,1,1,1,0,1,1.17,,,,,,,1,CHOCH,-0.15,2.74,0.36,4.24,demand,NORMAL_DEMAND_BASE,False,18,True
,4140,1444255200,2015-10-07 22:00,1143.82,5.04,REFERENCE_ONLY,REFERENCE_ONLY,5.67,4.6,1.63,0.36,2.36,above,59.1,53.5,False,1.32,2.11,57.65,57.65,67.86,below,10.2,2,0,0.86,5.04,0.95,False,80.0,75.3,75.3,0,0,0,0,1.81,57.65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.72,1.11,,1,1,1,1.92,1,1.56,1,1,1,0,1,1.86,,,,,,,8,CHOCH,-0.28,1.61,1.56,2.82,demand,NORMAL_DEMAND_BASE,False,22,False
,4207,1445565600,2015-10-23 02:00,1170.05,4.36,REFERENCE_ONLY,REFERENCE_ONLY,-1.66,13.34,-0.19,-0.07,-0.69,below,57.8,62.8,True,1.81,1.06,46.07,39.65,46.07,above,0.0,0,2,0.48,4.36,0.72,False,33.8,56.5,75.3,0,0,0,0,,46.07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.67,1.31,,1,1,1,3.13,1,1.13,1,1,1,0,1,0.29,,,,,,,9,CHOCH,0.44,0.37,1.13,1.77,demand,V_REVERSAL_DEMAND,False,2,True
,4225,1445997600,2015-10-28 02:00,1170.89,3.42,REFERENCE_ONLY,REFERENCE_ONLY,-1.56,5.97,1.55,1.43,0.24,above,56.4,61.8,True,0.36,2.91,48.63,42.22,50.29,above,1.7,0,1,1.42,3.42,0.58,False,58.4,36.7,62.4,0,0,0,0,,48.63,0,1,0,0,0,0,0,0,1,0,1,0,0,1,2.93,1.67,,1,1,1,3.14,1,0.84,1,1,0,0,1,0.24,,,,,,,,,1.35,1.26,0.84,3.03,demand,NORMAL_DEMAND_BASE,False,2,True
,4304,1447657200,2015-11-16 07:00,1093.02,5.84,REFERENCE_ONLY,REFERENCE_ONLY,-0.16,-12.46,0.15,1.03,-0.29,below,31.1,28.9,False,0.81,2.01,61.97,31.69,62.05,above,0.1,1,0,1.43,5.84,1.13,False,78.7,27.6,17.4,0,0,1,0,,61.97,1,0,0,0,5,2,0,0,0,7,0.0,3,0,1,2.28,0.95,,1,1,0,,1,2.45,0,1,0,0,1,4.76,,,,,,,1,CHOCH,-0.8,1.34,2.45,2.38,demand,NORMAL_DEMAND_BASE,False,7,False
,4388,1449241200,2015-12-04 15:00,1082.78,8.04,REFERENCE_ONLY,REFERENCE_ONLY,3.09,-0.16,1.68,2.49,2.03,above,38.5,34.0,False,0.0,3.95,68.77,31.63,68.77,above,0.0,0,2,1.27,8.04,1.48,False,85.7,85.7,70.3,0,0,0,0,1.98,68.77,1,2,0,0,0,1,0,0,2,1,2.0,2,0,1,4.53,0.7,,1,0,0,,1,0.01,1,1,1,1,1,5.83,,,,,,,0,CHOCH,0.44,3.83,0.01,4.63,demand,NORMAL_DEMAND_BASE,False,15,False
,4417,1449831600,2015-12-11 11:00,1074.69,6.79,REFERENCE_ONLY,REFERENCE_ONLY,-0.67,-1.55,0.12,0.15,0.67,above,43.4,40.3,False,1.09,1.49,39.83,39.83,49.27,below,9.0,0,1,2.88,6.79,1.19,True,49.7,66.7,66.7,0,0,0,0,,39.83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.43,0.75,,1,0,1,0.75,1,0.75,1,1,1,0,1,6.43,,,,,,,0,CHOCH,1.49,1.68,0.75,2.53,demand,NORMAL_DEMAND_BASE,False,11,False
,4435,1450263600,2015-12-16 11:00,1075.9,6.49,REFERENCE_ONLY,REFERENCE_ONLY,-0.95,-0.46,0.65,1.27,0.54,above,43.0,44.1,True,0.26,2.45,45.67,41.22,45.81,above,0.1,0,1,2.43,6.49,1.13,False,64.7,69.5,69.5,0,1,0,0,,45.67,0,0,0,0,3,0,0,0,0,3,0.0,1,0,1,4.55,0.87,,0,0,1,0.79,1,0.6,1,1,0,1,1,6.05,,,,,,,,,1.76,3.68,0.6,4.65,demand,NORMAL_DEMAND_BASE,False,11,False
,4448,1450450800,2015-12-18 15:00,1065.59,8.28,REFERENCE_ONLY,REFERENCE_ONLY,-1.45,0.93,-0.02,0.36,-0.32,below,39.5,44.4,True,1.25,1.8,49.89,33.39,49.89,above,0.0,0,2,1.15,8.28,1.39,False,56.0,43.5,45.3,0,0,1,0,,49.89,1,1,0,0,2,1,0,0,1,3,0.33,1,0,1,2.16,0.69,,1,1,1,0.15,1,0.87,1,1,1,0,1,0.39,,,,,,,6,CHOCH,0.3,1.47,0.87,2.26,demand,NORMAL_DEMAND_BASE,False,15,False
,4497,1451876400,2016-01-04 03:00,1069.84,3.63,REFERENCE_ONLY,REFERENCE_ONLY,-0.06,-0.77,0.71,0.91,-0.18,below,44.4,46.6,True,1.09,2.47,44.68,33.88,46.16,above,1.5,0,2,1.94,3.63,0.67,False,61.6,65.1,65.1,0,0,1,0,,44.68,0,0,0,0,5,4,0,0,0,9,0.0,5,0,1,2.86,0.75,,1,0,1,0.41,1,6.28,0,0,0,0,1,7.79,,,,,,,,,1.51,2.11,6.28,2.96,demand,NORMAL_DEMAND_BASE,False,3,False
,4536,1452610800,2016-01-12 15:00,1086.96,6.55,REFERENCE_ONLY,REFERENCE_ONLY,1.29,4.66,-1.34,-1.94,0.24,above,59.1,53.9,False,3.31,0.23,38.84,38.84,61.94,below,19.3,0,1,0.73,6.55,1.22,False,31.5,52.6,56.0,0,0,0,0,,38.84,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.82,0.5,,0,1,1,1.42,1,2.51,0,1,1,0,1,6.7,,,,,,,1,CHOCH,0.25,1.32,2.51,1.92,demand,V_REVERSAL_DEMAND,False,15,False
,4549,1452798000,2016-01-14 19:00,1078.1,6.61,REFERENCE_ONLY,REFERENCE_ONLY,-4.62,0.24,-3.54,-1.58,-1.94,below,56.2,54.3,False,3.54,0.76,30.57,30.57,52.68,below,22.1,0,1,1.15,6.61,1.27,True,16.1,36.4,36.4,0,0,0,0,,30.57,0,0,0,0,1,0,0,0,0,1,0.0,0,0,1,3.01,0.81,,0,0,1,0.7,1,1.99,1,1,1,0,1,6.89,,,,,,,14,CHOCH,0.75,2.2,1.99,3.11,demand,NORMAL_DEMAND_BASE,False,19,False
,4571,1453302000,2016-01-20 15:00,1104.49,5.36,REFERENCE_ONLY,REFERENCE_ONLY,3.04,6.53,3.98,2.55,2.45,above,53.9,57.0,True,0.0,4.41,64.64,46.67,64.64,above,0.0,0,5,2.04,5.36,0.99,False,86.7,79.8,84.7,0,0,0,0,2.17,64.64,0,0,2,0,2,0,0,0,2,2,1.0,0,2,1,4.08,1.05,,1,0,1,2.25,1,5.69,0,0,0,0,1,4.37,,,,,,,0,CHOCH,0.63,3.02,5.69,4.18,demand,NORMAL_DEMAND_BASE,False,15,False
,4585,1453676400,2016-01-24 23:00,1100.81,5.33,REFERENCE_ONLY,REFERENCE_ONLY,2.26,7.47,2.03,0.58,1.74,above,57.0,57.3,True,0.69,2.56,53.76,50.62,58.9,below,5.1,0,2,0.65,5.33,0.93,False,67.4,77.0,77.1,0,0,0,0,0.85,53.76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.56,1.06,,1,1,1,0.84,1,0.59,1,1,1,0,1,4.78,,,,,,,14,CHOCH,0.56,0.5,0.59,1.66,demand,V_REVERSAL_DEMAND,False,23,False
,4611,1454050800,2016-01-29 07:00,1112.62,5.5,REFERENCE_ONLY,REFERENCE_ONLY,2.73,1.89,0.29,-0.81,1.26,above,62.9,58.1,False,2.19,0.29,54.46,52.64,64.14,below,6.1,1,0,0.87,5.5,0.94,False,54.6,68.2,72.7,1,0,0,0,1.5,54.46,0,4,0,0,0,0,0,0,4,0,4,0,1,1,5.45,1.03,,0,0,1,1.72,1,1.8,1,1,1,0,1,4.3,,,,,,,,,-0.48,4.42,1.8,0.44,demand,LATE_WIDE,False,7,False
,4641,1454655600,2016-02-05 07:00,1158.95,6.14,REFERENCE_ONLY,REFERENCE_ONLY,7.54,12.34,5.19,3.05,5.15,above,78.5,65.4,False,0.0,5.58,79.19,73.61,83.39,above,4.2,0,1,0.99,6.14,1.12,False,99.9,99.9,99.9,0,0,0,1,5.01,79.19,0,0,4,5,0,0,0,0,9,0,9,0,11,1,5.62,0.89,,1,0,1,4.71,1,3.0,0,0,0,0,1,1.04,,,,,,,,,0.75,4.73,3.0,6.07,swing,TOP_EXHAUSTION,True,7,False
,4723,1456369200,2016-02-25 03:00,1236.55,10.54,REFERENCE_ONLY,REFERENCE_ONLY,2.75,9.09,0.86,1.24,1.76,above,69.1,72.9,True,1.19,3.02,58.19,52.78,70.92,above,12.7,0,2,0.7,10.54,1.14,False,68.1,63.1,78.4,0,0,0,0,1.84,58.19,0,3,1,1,0,0,0,0,5,0,5,0,2,1,3.28,0.66,,0,0,1,1.06,1,1.97,1,1,0,0,1,0.38,,,,,,,,,0.37,2.63,1.97,3.38,demand,NORMAL_DEMAND_BASE,False,3,False
,4774,1457449200,2016-03-08 15:00,1263.13,10.59,REFERENCE_ONLY,REFERENCE_ONLY,3.04,5.61,1.97,-0.15,1.56,above,69.5,66.7,False,1.25,1.97,57.95,57.95,65.86,below,7.9,2,0,0.83,10.59,1.08,False,69.6,75.5,80.1,0,0,0,0,1.96,57.95,0,3,1,0,0,0,0,0,4,0,4,0,1,1,1.2,0.7,,1,0,1,2.26,0,,0,0,0,0,1,1.04,,,,,,,,,-0.37,0.5,,1.3,demand,V_REVERSAL_DEMAND,False,15,False
,4811,1458151200,2016-03-16 18:00,1262.18,9.08,REFERENCE_ONLY,REFERENCE_ONLY,1.01,3.67,-0.2,2.43,0.97,above,50.8,62.6,True,0.2,3.75,36.34,34.69,38.05,above,1.7,0,1,4.32,9.08,0.97,False,63.8,63.8,71.0,0,0,0,0,,36.34,0,0,0,0,5,2,0,0,0,7,0.0,4,0,1,5.59,0.8,,0,0,1,2.11,1,1.44,1,1,0,1,1,0.02,,,,,,,,,3.48,4.79,1.44,4.12,swing,LATE_WIDE,False,18,True
,4858,1459260000,2016-03-29 14:00,1238.67,6.85,REFERENCE_ONLY,REFERENCE_ONLY,-0.88,-4.0,0.64,2.75,0.05,above,45.6,51.7,True,0.0,4.16,47.37,37.63,47.37,above,0.0,0,3,2.67,6.85,0.78,False,59.4,49.5,41.7,0,0,0,0,,47.37,0,0,0,1,0,0,0,0,1,0,1,0,1,1,4.61,1.07,,1,0,1,1.34,1,1.99,1,1,0,0,1,0.67,,,,,,,0,CHOCH,2.17,3.55,1.99,4.71,demand,NORMAL_DEMAND_BASE,False,14,False
,4884,1459807200,2016-04-04 22:00,1225.21,6.86,REFERENCE_ONLY,REFERENCE_ONLY,0.7,-4.3,-0.15,0.04,-0.04,below,44.9,49.5,True,1.58,1.52,39.64,34.29,42.77,below,3.1,0,1,1.64,6.86,0.85,False,46.1,34.1,28.4,0,0,0,0,,39.64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.53,0.66,,1,1,1,0.1,1,0.83,1,1,1,0,1,1.41,,,,,,,8,CHOCH,1.42,0.87,0.83,1.63,demand,V_REVERSAL_DEMAND,False,22,False
,4909,1460340000,2016-04-11 02:00,1249.17,6.81,REFERENCE_ONLY,REFERENCE_ONLY,4.4,-1.99,2.64,2.2,2.79,above,57.6,48.7,False,0.12,4.04,68.15,53.44,68.15,above,0.0,1,0,0.63,6.81,0.93,False,91.0,92.2,72.0,0,0,0,0,2.73,68.15,0,2,0,0,0,0,0,0,2,0,2,0,1,1,2.87,1.13,,1,1,1,1.16,1,0.46,1,1,1,0,1,0.27,,,,,,,,,-0.13,1.75,0.46,2.97,demand,NORMAL_DEMAND_BASE,False,2,True
,4923,1460541600,2016-04-13 10:00,1245.31,6.63,REFERENCE_ONLY,REFERENCE_ONLY,3.57,-1.47,1.38,-0.68,1.41,above,58.8,51.0,False,1.99,1.81,48.6,48.6,70.29,below,21.7,0,1,1.73,6.63,0.94,True,62.1,67.7,68.8,0,0,0,0,0.64,48.6,0,5,0,0,0,0,0,0,5,0,5,0,0,1,2.37,1.16,,0,1,1,1.06,1,1.47,1,1,1,0,1,0.52,,,,,,,,,0.04,1.21,1.47,2.47,demand,NORMAL_DEMAND_BASE,False,10,False
,4931,1460656800,2016-04-14 18:00,1227.33,7.68,REFERENCE_ONLY,REFERENCE_ONLY,-1.71,0.93,-3.64,-2.46,-1.45,below,48.9,51.3,True,4.07,0.23,34.25,34.25,50.76,below,16.5,0,1,0.57,7.68,1.1,False,8.9,34.2,36.4,0,0,0,0,,34.25,0,0,0,0,1,1,0,0,0,2,0.0,1,0,1,1.36,1.01,,1,0,1,0.03,1,3.61,0,0,1,0,1,1.49,,,,,,,0,CHOCH,0.23,0.35,3.61,1.46,demand,V_REVERSAL_DEMAND,False,18,True
,4949,1461088800,2016-04-19 18:00,1250.29,6.83,REFERENCE_ONLY,REFERENCE_ONLY,-0.77,1.22,2.34,2.19,1.26,above,48.3,51.3,True,0.67,3.62,63.26,42.88,66.98,above,3.7,2,0,0.58,6.83,1.0,False,75.1,72.9,76.9,0,0,0,0,1.96,63.26,0,1,0,0,0,0,0,0,1,0,1,0,0,1,3.3,0.67,,1,0,1,1.37,1,0.69,1,1,1,0,1,0.05,,,,,,,,,-0.22,2.63,0.69,3.4,demand,NORMAL_DEMAND_BASE,False,18,True
,4975,1461636000,2016-04-26 02:00,1237.28,6.45,REFERENCE_ONLY,REFERENCE_ONLY,0.63,1.68,-1.07,-0.77,-0.41,below,51.1,52.6,True,3.44,1.31,48.06,40.19,48.06,above,0.0,1,0,0.79,6.45,0.91,False,23.0,28.9,38.2,0,0,0,0,,48.06,0,0,0,0,1,0,0,0,0,1,0.0,0,0,1,1.53,1.16,,1,1,1,8.47,1,3.95,0,0,0,0,1,0.79,,,,,,,8,CHOCH,-0.31,0.37,3.95,1.63,demand,V_REVERSAL_DEMAND,False,2,True
,5076,1463608800,2016-05-18 22:00,1257.53,7.08,REFERENCE_ONLY,REFERENCE_ONLY,-2.49,2.22,-2.21,-2.37,-2.14,below,55.9,58.0,True,3.94,0.0,35.06,35.06,53.79,below,18.7,2,0,0.8,7.08,0.95,False,7.4,6.1,30.0,0,0,0,0,,35.06,0,1,0,0,2,0,0,0,1,2,0.5,0,0,1,2.8,1.05,,0,1,1,0.63,1,2.43,0,1,1,0,1,1.55,,,,,,,0,CHOCH,-0.06,1.74,2.43,2.9,demand,NORMAL_DEMAND_BASE,False,22,False
