block,t,dir,rsi,nas_near,in_zone,R,mfe_R,runner,win
2024-08-25_to_2024-11-25,1726195500,LONG,74.31,0,0,0.0,1.0364837940532603,False,False
2024-08-25_to_2024-11-25,1726213500,LONG,60.39,0,0,2.500000000000036,2.557756148235105,False,True
2024-08-25_to_2024-11-25,1726218900,LONG,,0,0,-1.0,0.05394675385332746,False,False
2024-08-25_to_2024-11-25,1726225200,LONG,50.03,0,0,-1.0000000000000984,0.8080808080806958,False,False
2024-08-25_to_2024-11-25,1726231500,LONG,59.91,0,0,0.7482341014027809,0.9657619535631937,False,True
2024-08-25_to_2024-11-25,1726242300,LONG,60.05,0,0,-0.042639392565758355,0.6346328195829145,False,False
2024-08-25_to_2024-11-25,1726256700,LONG,55.01,0,0,-1.0,0.1996601529311117,False,False
2024-08-25_to_2024-11-25,1726452000,LONG,54.91,0,0,0.0,1.0527550167835402,False,False
2024-08-25_to_2024-11-25,1726463700,LONG,62.86,0,0,-1.0,0.21159929701222308,False,False
2024-08-25_to_2024-11-25,1727058600,LONG,53.77,0,0,-1.0,0.694150810429853,False,False
2024-08-25_to_2024-11-25,1727095500,LONG,55.94,0,0,0.9550663998544472,1.0187374931780673,False,True
2024-08-25_to_2024-11-25,1727100900,LONG,68.03,0,0,-1.0,0.09307494616935137,False,False
2024-08-25_to_2024-11-25,1727146800,LONG,56.48,0,0,0.0,1.3939600966588186,False,False
2024-08-25_to_2024-11-25,1727152200,LONG,71.3,0,0,-1.0,0.2200721244778153,False,False
2024-08-25_to_2024-11-25,1727172900,LONG,57.0,0,0,-1.0,0.026066833943634182,False,False
2024-08-25_to_2024-11-25,1727188200,LONG,67.75,0,0,0.8962385694080889,2.15482046025845,False,True
2024-08-25_to_2024-11-25,1727193600,LONG,67.21,0,0,2.5,2.7548283942574954,False,True
2024-08-25_to_2024-11-25,1727199900,LONG,68.62,0,0,0.0,1.9940754463076171,False,False
2024-08-25_to_2024-11-25,1727224200,LONG,58.34,0,0,-1.0,0.4842295972988332,False,False
2024-08-25_to_2024-11-25,1727229600,LONG,59.29,0,0,-1.0,0.5886308384627491,False,False
2024-08-25_to_2024-11-25,1727264700,LONG,52.42,0,0,0.0,1.6804172070305923,False,False
2024-08-25_to_2024-11-25,1727440200,LONG,48.31,0,0,-1.0,0.1288164984207553,False,False
2024-08-25_to_2024-11-25,1727719200,SHORT,48.33,0,0,-1.0,0.021491970748585637,False,False
2024-08-25_to_2024-11-25,1728343800,SHORT,47.93,0,0,0.0,1.50245480274938,False,False
2024-08-25_to_2024-11-25,1728442800,SHORT,41.92,0,0,-1.0,0.5994748535649886,False,False
2024-08-25_to_2024-11-25,1728453600,SHORT,50.93,0,0,0.0,1.2280600223223574,False,False
2024-08-25_to_2024-11-25,1728490500,SHORT,52.34,0,0,-0.6969793830909485,0.47770497043311855,False,False
2024-08-25_to_2024-11-25,1728518400,SHORT,46.36,0,0,-1.0,0.2912621359220943,False,False
2024-08-25_to_2024-11-25,1728935100,LONG,51.81,0,0,-1.0,0.01628456107290487,False,False
2024-08-25_to_2024-11-25,1728946800,LONG,49.19,0,0,-1.0,0.4858050945048269,False,False
2024-08-25_to_2024-11-25,1728979200,LONG,59.22,0,0,-1.0,0.26171168442282744,False,False
2024-08-25_to_2024-11-25,1728987300,LONG,62.68,0,1,-1.0,0.2771651964716753,False,False
2024-08-25_to_2024-11-25,1728994500,LONG,48.95,0,0,1.5995409631335973,1.9078719759680804,False,True
2024-08-25_to_2024-11-25,1729001700,LONG,55.91,0,0,1.0355891934258934,1.2043010752687908,False,True
2024-08-25_to_2024-11-25,1729082700,LONG,64.71,0,0,-1.0,0.5556229822559542,False,False
2024-08-25_to_2024-11-25,1729124100,LONG,55.69,0,0,2.5000000000000697,2.5526119239049847,False,True
2024-08-25_to_2024-11-25,1729129500,LONG,74.18,0,0,-1.0,0.23096171305826607,False,False
2024-08-25_to_2024-11-25,1729141200,LONG,54.66,0,0,-1.0,0.7816407763570418,False,False
2024-08-25_to_2024-11-25,1729159200,LONG,47.12,0,0,-1.0,0.2007097930355901,False,False
2024-08-25_to_2024-11-25,1729173600,LONG,62.22,0,0,1.0228689378921039,1.7524677607242676,False,True
2024-08-25_to_2024-11-25,1729184400,LONG,57.89,0,0,2.2098421541318998,2.429826440968558,False,True
2024-08-25_to_2024-11-25,1729192500,LONG,53.75,0,0,2.4999999999999267,2.81437815184087,False,True
2024-08-25_to_2024-11-25,1729197900,LONG,53.33,0,0,0.0,1.0320989070882465,False,False
2024-08-25_to_2024-11-25,1729208700,LONG,56.47,0,0,2.5,2.6903211318216402,False,True
2024-08-25_to_2024-11-25,1729214100,LONG,66.81,0,0,0.9424754539419145,1.2441328224181194,False,True
2024-08-25_to_2024-11-25,1729253700,LONG,58.2,0,0,-1.0,0.017451463118187318,False,False
2024-08-25_to_2024-11-25,1729259100,LONG,55.84,0,0,0.8260431019137882,1.6216287486732612,False,True
2024-08-25_to_2024-11-25,1729270800,LONG,59.13,0,0,2.4999999999999587,2.7405460060668516,False,True
2024-08-25_to_2024-11-25,1729276200,LONG,58.19,0,0,1.886016390207321,2.413868317458893,False,True
2024-08-25_to_2024-11-25,1729281600,LONG,59.54,0,0,0.0,1.1024240610503997,False,False
2024-08-25_to_2024-11-25,1729464300,LONG,60.69,0,0,0.0,2.1223631553957376,False,False
2024-08-25_to_2024-11-25,1729472400,LONG,53.51,0,0,0.0,2.0853069929284715,False,False
2024-08-25_to_2024-11-25,1729478700,LONG,58.52,0,0,-1.0,0.419659134009574,False,False
2024-08-25_to_2024-11-25,1729493100,LONG,58.65,0,0,0.0,1.2706717919173651,False,False
2024-08-25_to_2024-11-25,1729498500,LONG,59.14,0,0,0.0,1.1602986033070923,False,False
2024-08-25_to_2024-11-25,1729508400,LONG,56.53,0,0,-1.0,0.49514212564831134,False,False
2024-08-25_to_2024-11-25,1729556100,LONG,56.63,0,0,2.5,2.626964293277949,False,True
2024-08-25_to_2024-11-25,1729569600,LONG,65.57,0,0,0.0,1.470449353599418,False,False
2024-08-25_to_2024-11-25,1729577700,LONG,57.17,0,0,0.0,1.0226526592252247,False,False
2024-08-25_to_2024-11-25,1729584900,LONG,56.96,0,0,-1.0,0.05878401074911163,False,False
2024-08-25_to_2024-11-25,1729592100,LONG,54.34,0,0,0.0,1.1556747918436205,False,False
2024-08-25_to_2024-11-25,1729599300,LONG,53.72,0,0,1.4584811923350822,1.4892358646795076,False,True
2024-08-25_to_2024-11-25,1729608300,LONG,60.05,0,0,0.7574382859178045,0.8854030149672885,False,True
2024-08-25_to_2024-11-25,1729614600,LONG,55.39,0,0,1.3267502009859027,1.4984205354750533,False,True
2024-08-25_to_2024-11-25,1729624500,LONG,60.67,0,0,0.0,1.109898316768837,False,False
2024-08-25_to_2024-11-25,1729629900,LONG,62.77,0,0,-1.0,0.3743809838229742,False,False
2024-08-25_to_2024-11-25,1729657800,LONG,67.4,0,0,-1.0,0.7401661774835193,False,False
2024-08-25_to_2024-11-25,1729667700,LONG,64.43,0,0,-1.0,0.581884837956738,False,False
2024-08-25_to_2024-11-25,1730121300,LONG,58.61,0,0,0.8861043599822664,1.4095074419170797,False,True
2024-08-25_to_2024-11-25,1730132100,LONG,62.09,0,0,2.4999999999999547,2.6496092190085316,False,True
2024-08-25_to_2024-11-25,1730159100,LONG,51.83,0,0,2.5,3.5179695824853003,True,True
2024-08-25_to_2024-11-25,1730208600,LONG,56.94,0,0,1.711399458160996,1.8472979346502258,False,True
2024-08-25_to_2024-11-25,1730217600,LONG,59.65,0,0,1.785371952490145,2.4481767034799233,False,True
2024-08-25_to_2024-11-25,1730225700,LONG,61.17,0,0,2.499999999999964,2.58841047276334,False,True
2024-08-25_to_2024-11-25,1730234700,LONG,65.55,0,0,2.50000000000009,2.5422766995798667,False,True
2024-08-25_to_2024-11-25,1730246400,LONG,64.82,0,0,0.0,1.1562251632745646,False,False
2024-08-25_to_2024-11-25,1730257200,LONG,64.83,0,1,2.5000000000001257,3.437586493218682,True,True
2024-08-25_to_2024-11-25,1730262600,LONG,56.49,0,0,2.5,2.718784617819534,False,True
2024-08-25_to_2024-11-25,1730268000,LONG,65.84,0,0,-1.0,0.39398418384812617,False,False
2024-08-25_to_2024-11-25,1730281500,LONG,52.66,0,0,-1.0,0.08164909973917203,False,False
2024-08-25_to_2024-11-25,1730308500,LONG,58.69,0,0,-1.0,0.19364647515405226,False,False
2024-08-25_to_2024-11-25,1730341800,LONG,44.65,0,0,-1.0,0.33095684802994985,False,False
2024-08-25_to_2024-11-25,1730706300,SHORT,45.39,0,0,-1.0,0.45116051530144163,False,False
2024-08-25_to_2024-11-25,1730738700,SHORT,39.44,0,0,0.0,1.183424886553684,False,False
2024-08-25_to_2024-11-25,1730898000,SHORT,31.15,0,0,0.5723975332318706,1.0247116678836266,False,True
2024-08-25_to_2024-11-25,1730923200,SHORT,41.2,0,0,2.499999999999963,3.1686143958569803,True,True
2024-08-25_to_2024-11-25,1730941200,SHORT,40.89,0,0,-1.0,0.32632531321402014,False,False
2024-08-25_to_2024-11-25,1730953800,SHORT,45.95,0,0,-1.0,0.26796167903643153,False,False
2024-08-25_to_2024-11-25,1730959200,SHORT,50.85,0,0,-1.0,0.23282382033522128,False,False
2024-08-25_to_2024-11-25,1731035700,SHORT,49.13,0,0,0.0,2.025771773674321,False,False
2024-08-25_to_2024-11-25,1731045600,SHORT,43.73,0,0,-1.0,0.7258999840811718,False,False
2024-08-25_to_2024-11-25,1731060000,SHORT,46.78,0,0,-1.0,0.09138913821440074,False,False
2024-08-25_to_2024-11-25,1731384000,SHORT,40.62,0,0,2.5,2.5163259078424693,False,True
2024-08-25_to_2024-11-25,1731389400,SHORT,31.07,0,0,0.0,1.5207301884337228,False,False
2024-08-25_to_2024-11-25,1731396600,SHORT,21.14,0,0,-1.0,0.720421459957805,False,False
2024-08-25_to_2024-11-25,1731402000,SHORT,35.06,0,0,-1.0,0.4118183827655306,False,False
2024-08-25_to_2024-11-25,1731430800,SHORT,44.79,0,0,-1.0,0.06957512788571076,False,False
2024-08-25_to_2024-11-25,1731440700,SHORT,49.29,0,0,-1.0,0.2511304607794284,False,False
2024-08-25_to_2024-11-25,1731484800,SHORT,50.79,0,0,-1.0,0.05267234701783879,False,False
2024-08-25_to_2024-11-25,1731510000,SHORT,37.2,0,0,2.174308094760074,2.405639293329747,False,True
2024-08-25_to_2024-11-25,1731515400,SHORT,36.34,0,0,1.371968936552416,1.6386893126948463,False,True
2024-08-25_to_2024-11-25,1731648600,SHORT,45.3,0,0,-1.0,0.5796552101176905,False,False
2024-08-25_to_2024-11-25,1732060800,LONG,61.55,0,0,-1.0,0.6363780634337955,False,False
2024-08-25_to_2024-11-25,1732068000,LONG,66.91,0,0,-1.0,0.08831414603373774,False,False
2024-08-25_to_2024-11-25,1732080600,LONG,50.62,0,1,-1.0,0.09639760883844078,False,False
2024-08-25_to_2024-11-25,1732106700,LONG,61.43,0,0,1.7104176985305997,2.0642972223645204,False,True
2024-08-25_to_2024-11-25,1732113000,LONG,70.83,0,0,1.7881189089966716,1.878358590635567,False,True
2024-08-25_to_2024-11-25,1732121100,LONG,68.84,0,0,1.121365140170601,1.4433163011041408,False,True
2024-08-25_to_2024-11-25,1732129200,LONG,58.92,0,0,2.5,2.785844047937963,False,True
2024-08-25_to_2024-11-25,1732137300,LONG,55.33,0,0,2.5,2.6654988014016197,False,True
2024-08-25_to_2024-11-25,1732148100,LONG,61.17,0,0,1.2579748594529918,1.7587328658960717,False,True
2024-08-25_to_2024-11-25,1732160700,LONG,56.75,0,0,2.174178672079707,2.262470191758117,False,True
2024-08-25_to_2024-11-25,1732168800,LONG,57.67,0,0,0.0,2.1159872795606955,False,False
2024-08-25_to_2024-11-25,1732174200,LONG,70.36,0,0,0.0,2.299049265341518,False,False
2024-08-25_to_2024-11-25,1732186800,LONG,69.3,0,0,-1.0,0.042293942903184674,False,False
2024-08-25_to_2024-11-25,1732210200,LONG,48.96,0,0,2.500000000000021,2.6171047469595394,False,True
2024-08-25_to_2024-11-25,1732233600,LONG,49.47,0,0,2.5,2.5758629321615363,False,True
2024-08-25_to_2024-11-25,1732240800,LONG,67.43,0,0,2.5,2.5128277360806326,False,True
2024-08-25_to_2024-11-25,1732250700,LONG,61.93,0,0,2.4999999999999685,2.6203097698937254,False,True
2024-08-25_to_2024-11-25,1732257900,LONG,63.61,0,0,0.0,2.3661937420377988,False,False
2024-08-25_to_2024-11-25,1732267800,LONG,61.93,0,0,-1.0,0.6554641549504209,False,False
2024-08-25_to_2024-11-25,1732297500,LONG,59.15,0,0,1.3503250882126692,1.5622145403091863,False,True
2024-08-25_to_2024-11-25,1732310100,LONG,57.69,0,0,1.104458688455319,1.3425371557371448,False,True
2025-08-25_to_2025-11-25,1756128600,LONG,43.26,0,0,-1.0,0.606418366451553,False,False
2025-08-25_to_2025-11-25,1756311300,LONG,65.81,0,0,-1.0,0.4671914106423719,False,False
2025-08-25_to_2025-11-25,1756327500,LONG,64.26,0,0,-1.0,0.7167235494881459,False,False
2025-08-25_to_2025-11-25,1756364400,LONG,62.72,0,0,0.0,1.7892211978114072,False,False
2025-08-25_to_2025-11-25,1756369800,LONG,59.62,0,0,0.0,1.14127777611475,False,False
2025-08-25_to_2025-11-25,1756379700,LONG,56.2,0,0,0.7048820273064978,1.6588103831383718,False,True
2025-08-25_to_2025-11-25,1756387800,LONG,60.19,0,0,0.0,1.1703631309867673,False,False
2025-08-25_to_2025-11-25,1756396800,LONG,61.74,0,0,-0.2499768311142516,0.6668932068826898,False,False
2025-08-25_to_2025-11-25,1756471500,LONG,59.3,0,0,2.5,2.5519922367556607,False,True
2025-08-25_to_2025-11-25,1756478700,LONG,82.31,0,0,1.31225380542964,1.8637296430160988,False,True
2025-08-25_to_2025-11-25,1756495800,LONG,64.25,0,0,-1.0,0.005359740690636116,False,False
2025-08-25_to_2025-11-25,1756679400,LONG,59.48,0,0,-1.0,0.07254650529609122,False,False
2025-08-25_to_2025-11-25,1756693800,LONG,72.52,0,0,-0.11816154097923735,0.13534481713599125,False,False
2025-08-25_to_2025-11-25,1756708200,LONG,73.25,0,0,-1.0,0.2883111930337314,False,False
2025-08-25_to_2025-11-25,1756744200,LONG,49.87,0,0,0.0,2.164882921450359,False,False
2025-08-25_to_2025-11-25,1756772100,LONG,63.6,0,0,2.499999999999963,2.8146413291749504,False,True
2025-08-25_to_2025-11-25,1756787400,LONG,59.55,0,0,-1.0,0.1286876759780142,False,False
2025-08-25_to_2025-11-25,1756814400,LONG,59.14,0,0,-1.0,1.2954683532470188,False,False
2025-08-25_to_2025-11-25,1756819800,LONG,52.1,0,0,2.499999999999986,2.522833108336838,False,True
2025-08-25_to_2025-11-25,1756827900,LONG,75.31,0,0,0.33761854963758126,0.6484169341170537,False,True
2025-08-25_to_2025-11-25,1756841400,LONG,80.29,0,0,0.8578651227268743,1.017695506809071,False,True
2025-08-25_to_2025-11-25,1756858500,LONG,58.7,0,0,1.6355399042455918,1.8647370711826299,False,True
2025-08-25_to_2025-11-25,1756872900,LONG,49.55,0,0,-1.0,0.09177204686519681,False,False
2025-08-25_to_2025-11-25,1756881000,LONG,50.37,0,0,2.499999999999975,2.804447678740502,False,True
2025-08-25_to_2025-11-25,1756887300,LONG,56.06,0,0,2.500000000000023,2.741108676948018,False,True
2025-08-25_to_2025-11-25,1756896300,LONG,49.39,0,0,0.0,2.257165327678702,False,False
2025-08-25_to_2025-11-25,1756903500,LONG,60.18,0,0,0.0,1.2835231586940365,False,False
2025-08-25_to_2025-11-25,1756908900,LONG,61.26,0,0,0.0,1.2285989167238085,False,False
2025-08-25_to_2025-11-25,1756916100,LONG,67.47,0,0,-1.0,0.7814611560924573,False,False
2025-08-25_to_2025-11-25,1756972800,LONG,53.28,0,0,0.0,1.358247455430357,False,False
2025-08-25_to_2025-11-25,1756980000,LONG,47.9,0,1,0.0,2.405764966740395,False,False
2025-08-25_to_2025-11-25,1756985400,LONG,49.31,0,0,0.0,1.3874936084458451,False,False
2025-08-25_to_2025-11-25,1756991700,LONG,56.23,0,0,-1.0,0.0,False,False
2025-08-25_to_2025-11-25,1756998000,LONG,52.5,0,1,0.0,1.2481029919574094,False,False
2025-08-25_to_2025-11-25,1757292300,LONG,50.79,0,0,-1.0,0.27766356270393855,False,False
2025-08-25_to_2025-11-25,1757313000,LONG,62.68,0,0,2.5,2.5424080049734465,False,True
2025-08-25_to_2025-11-25,1757325600,LONG,70.48,0,0,2.5,2.671409163213339,False,True
2025-08-25_to_2025-11-25,1757331900,LONG,61.66,0,0,2.5,2.50343636111423,False,True
2025-08-25_to_2025-11-25,1757339100,LONG,69.64,0,0,0.47658103868390533,1.342787979169018,False,True
2025-08-25_to_2025-11-25,1757348100,LONG,64.41,0,0,-1.0,0.25895040441406114,False,False
2025-08-25_to_2025-11-25,1757357100,LONG,54.91,0,1,0.0,1.193095645056526,False,False
2025-08-25_to_2025-11-25,1757380500,LONG,63.21,0,0,0.0,1.366458010697416,False,False
2025-08-25_to_2025-11-25,1757391300,LONG,61.96,0,0,-1.0,0.30937427308674903,False,False
2025-08-25_to_2025-11-25,1757402100,LONG,50.17,0,0,0.0,1.2733519093155097,False,False
2025-08-25_to_2025-11-25,1757408400,LONG,51.66,0,0,0.0,1.6551832749320603,False,False
2025-08-25_to_2025-11-25,1757423700,LONG,53.51,0,0,-1.0,0.5351016329753427,False,False
2025-08-25_to_2025-11-25,1757476800,LONG,54.66,0,0,0.0,1.934846989141197,False,False
2025-08-25_to_2025-11-25,1757484000,LONG,60.69,0,0,2.5,2.6337153027131475,False,True
2025-08-25_to_2025-11-25,1757496600,LONG,59.67,0,0,-1.0,0.16763486345026632,False,False
2025-08-25_to_2025-11-25,1757940300,LONG,54.04,0,0,2.5,2.506706213333838,False,True
2025-08-25_to_2025-11-25,1757947500,LONG,65.23,0,0,2.242938080122166,2.3715192670872423,False,True
2025-08-25_to_2025-11-25,1757952900,LONG,77.95,0,0,0.9990340350357956,1.0989374385393973,False,True
2025-08-25_to_2025-11-25,1757964600,LONG,63.63,0,0,0.0,1.5740740740740113,False,False
2025-08-25_to_2025-11-25,1757981700,LONG,57.58,0,0,-1.0,0.6231189860539704,False,False
2025-08-25_to_2025-11-25,1757988000,LONG,51.97,0,0,-1.0,0.04203853532411777,False,False
2025-08-25_to_2025-11-25,1757997900,LONG,57.2,0,0,2.4999999999999467,2.8325461427660685,False,True
2025-08-25_to_2025-11-25,1758003300,LONG,55.53,0,0,0.0,1.2918656901249066,False,False
2025-08-25_to_2025-11-25,1758009600,LONG,54.36,0,0,-1.0,0.5167623485703828,False,False
2025-08-25_to_2025-11-25,1758015900,LONG,66.77,0,0,-1.0,0.262051432482676,False,False
2025-08-25_to_2025-11-25,1758022200,LONG,53.8,0,0,-1.0,0.04958333333328636,False,False
2025-08-25_to_2025-11-25,1758031200,LONG,56.73,0,0,-1.0,0.3457022391695203,False,False
2025-08-25_to_2025-11-25,1758049200,LONG,53.35,0,1,0.0,2.309677083062058,False,False
2025-08-25_to_2025-11-25,1758063600,LONG,54.15,0,0,-1.0,0.13201229928246824,False,False
2025-08-25_to_2025-11-25,1758690000,LONG,58.23,0,0,-1.0,0.7218807048917829,False,False
2025-08-25_to_2025-11-25,1758699000,LONG,63.91,0,0,-1.0,0.052711706255019086,False,False
2025-08-25_to_2025-11-25,1759104900,LONG,56.3,0,0,2.500000000000012,2.526026116981279,False,True
2025-08-25_to_2025-11-25,1759111200,LONG,56.24,0,0,1.2822161924925153,1.5589090176355789,False,True
2025-08-25_to_2025-11-25,1759124700,LONG,66.82,0,0,0.6685585572235128,0.898845600983983,False,True
2025-08-25_to_2025-11-25,1759135500,LONG,61.56,0,0,0.0,1.016959976159199,False,False
2025-08-25_to_2025-11-25,1759143600,LONG,59.8,0,0,1.9251413898199248,1.9973761889143875,False,True
2025-08-25_to_2025-11-25,1759151700,LONG,52.85,0,0,2.410666580315102,2.4820685523695554,False,True
2025-08-25_to_2025-11-25,1759174200,LONG,50.62,0,1,2.5000000000000346,2.8792127169774653,False,True
2025-08-25_to_2025-11-25,1759189500,LONG,52.43,0,0,2.5000000000000187,2.6118133707871043,False,True
2025-08-25_to_2025-11-25,1759195800,LONG,71.32,0,0,0.0,1.709150225580947,False,False
2025-08-25_to_2025-11-25,1759201200,LONG,70.64,0,0,-1.0,0.8580760494092591,False,False
2025-08-25_to_2025-11-25,1759240800,LONG,52.04,0,0,0.5196318929654209,0.9102237946933255,False,True
2025-08-25_to_2025-11-25,1759248000,LONG,56.78,0,0,2.500000000000017,2.6604116863061,False,True
2025-08-25_to_2025-11-25,1759257900,LONG,58.89,0,0,2.499999999999979,2.7227673899736202,False,True
2025-08-25_to_2025-11-25,1759273200,LONG,64.15,0,0,0.0,1.9248714436038576,False,False
2025-08-25_to_2025-11-25,1759281300,LONG,60.32,0,0,0.0,1.1846575641924841,False,False
2025-08-25_to_2025-11-25,1759293900,LONG,46.35,0,0,-1.0,0.4595245283603515,False,False
2025-08-25_to_2025-11-25,1759302000,LONG,46.22,0,0,0.0,1.3605701013848177,False,False
2025-08-25_to_2025-11-25,1759382100,LONG,55.55,0,0,2.5,2.5473753573745523,False,True
2025-08-25_to_2025-11-25,1759392900,LONG,49.98,0,0,0.0,1.5063406431724569,False,False
2025-08-25_to_2025-11-25,1759398300,LONG,61.78,0,0,2.500000000000031,2.860489862061413,False,True
2025-08-25_to_2025-11-25,1759405500,LONG,66.5,0,0,0.0,1.2473080930878506,False,False
2025-08-25_to_2025-11-25,1759410900,LONG,69.44,0,1,-1.0,1.390444522226225,False,False
2025-08-25_to_2025-11-25,1759447800,LONG,56.38,0,0,-1.0,0.021392079615741202,False,False
2025-08-25_to_2025-11-25,1759869000,LONG,56.2,0,0,0.0,2.449499761791284,False,False
2025-08-25_to_2025-11-25,1759880700,LONG,63.29,0,0,-1.0,0.2464146023467933,False,False
2025-08-25_to_2025-11-25,1759887900,LONG,59.25,0,0,2.499999999999989,2.626867312959435,False,True
2025-08-25_to_2025-11-25,1759895100,LONG,72.73,0,0,1.3064106713913253,2.3504659363873337,False,True
2025-08-25_to_2025-11-25,1759906800,LONG,72.69,0,0,0.0,1.4668486721664387,False,False
2025-08-25_to_2025-11-25,1759916700,LONG,70.98,0,0,-1.0,0.16994874561640133,False,False
2025-08-25_to_2025-11-25,1759923900,LONG,53.77,0,0,-1.0,0.0757272363199434,False,False
2025-08-25_to_2025-11-25,1759932900,LONG,55.49,0,0,-1.0,0.9930375265517825,False,False
2025-08-25_to_2025-11-25,1759939200,LONG,56.11,0,0,-1.0,0.19014479739589527,False,False
2025-08-25_to_2025-11-25,1759996800,LONG,51.21,0,0,0.0,1.442152083959208,False,False
2025-08-25_to_2025-11-25,1760006700,LONG,58.42,0,1,-1.0,0.19603109458740192,False,False
2025-08-25_to_2025-11-25,1760014800,LONG,68.23,0,0,-1.0,0.045923445842024097,False,False
2025-08-25_to_2025-11-25,1760459400,LONG,52.25,0,0,2.5,3.2870173225035364,True,True
2025-08-25_to_2025-11-25,1760479200,LONG,52.32,0,0,2.5000000000000258,2.744403692930242,False,True
2025-08-25_to_2025-11-25,1760484600,LONG,65.62,0,0,2.5,2.5181614696334527,False,True
2025-08-25_to_2025-11-25,1760490000,LONG,56.81,0,0,0.35461808773639975,0.9951792950614412,False,True
2025-08-25_to_2025-11-25,1760499900,LONG,63.17,0,0,0.0,1.7350505635829936,False,False
2025-08-25_to_2025-11-25,1760505300,LONG,63.1,0,0,0.0,1.8205629089761786,False,False
2025-08-25_to_2025-11-25,1760510700,LONG,62.63,0,0,0.0,1.1769081515138378,False,False
2025-08-25_to_2025-11-25,1760523300,LONG,54.57,0,1,1.5020949806475372,1.5179209928119421,False,True
2025-08-25_to_2025-11-25,1760554800,LONG,54.61,0,0,0.0,1.5960196244488194,False,False
2025-08-25_to_2025-11-25,1760567400,LONG,59.03,0,0,0.0,2.0246138630848147,False,False
2025-08-25_to_2025-11-25,1760572800,LONG,53.84,0,0,0.0,1.0131858138830347,False,False
2025-08-25_to_2025-11-25,1760578200,LONG,62.07,0,0,-1.0,0.5753172144722811,False,False
2025-08-25_to_2025-11-25,1760588100,LONG,62.81,0,0,-1.0,0.10466747946900727,False,False
2025-08-25_to_2025-11-25,1760620500,LONG,59.59,0,0,2.500000000000016,2.6133490938529182,False,True
2025-08-25_to_2025-11-25,1760626800,LONG,63.87,0,0,2.4999999999999845,2.9945690204139845,False,True
2025-08-25_to_2025-11-25,1760643900,LONG,66.14,0,0,0.0,1.8115772931246459,False,False
2025-08-25_to_2025-11-25,1760652900,LONG,83.82,0,0,-1.0,0.3418547038570582,False,False
2025-08-25_to_2025-11-25,1760668200,LONG,51.26,0,0,-1.0,0.5524023339042118,False,False
2025-08-25_to_2025-11-25,1760673600,LONG,61.75,0,0,-1.0,0.8480999259023816,False,False
2025-08-25_to_2025-11-25,1760922900,LONG,55.58,0,0,1.645456106542512,1.8412752460948314,False,True
2025-08-25_to_2025-11-25,1760931900,LONG,51.99,0,0,-1.0,0.45983418100738566,False,False
2025-08-25_to_2025-11-25,1761610500,SHORT,43.4,0,0,-1.0,0.4596801915531546,False,False
2025-08-25_to_2025-11-25,1761624900,SHORT,43.91,0,0,2.5,2.9638265885312634,False,True
