strategy,n,total_r_net,avg_r_net,win_rate,pf_net,max_losing_streak,r_no_top5_net,r_no_top10_net,trades_per_week,trades_per_month
BTC_SWING_4H_brk20_b50|BTCD_bull|HTF1D|tgt2.5R,63,6.53,0.1036,0.365,1.25,10,-5.72,-17.1,0.23,1.01
BTC_SWING_4H_brk_dec_b60_r12|BTCD_altseason|HTF_none|tgt2.5R,19,6.53,0.3436,0.421,1.95,3,-4.78,-6.8,0.08,0.35
BTC_SWING_4H_brk20_b50|BTCD_bull|HTF_none|tgt2.5R,63,6.53,0.1036,0.365,1.25,10,-5.72,-17.1,0.23,1.01
BTC_SWING_4H_brk_dec_b60_r12|BTCD_altseason|HTF1D+12H|tgt2.5R,19,6.53,0.3436,0.421,1.95,3,-4.78,-6.8,0.08,0.35
BTC_SWING_4H_brk10_b60|DXY_bear+BTCD_strong_bull|HTF1D|tgt3.0R,33,6.51,0.1973,0.394,1.54,9,-6.37,-11.24,0.14,0.6
BTC_SWING_4H_brk10_b60|DXY_bear+BTCD_strong_bull|HTF_none|tgt3.0R,33,6.51,0.1973,0.394,1.54,9,-6.37,-11.24,0.14,0.6
BTC_SWING_4H_brk10_b60|DXY_bear+BTCD_strong_bull|HTF1D+12H|tgt3.0R,33,6.51,0.1973,0.394,1.54,9,-6.37,-11.24,0.14,0.6
BTC_SWING_4H_brk10_b60|BTCD_bull|HTF_none|tgt4.0R,67,6.49,0.0968,0.313,1.23,12,-10.74,-20.79,0.25,1.07
BTC_SWING_4H_brk10_b60|BTCD_bull|HTF1D|tgt4.0R,67,6.49,0.0968,0.313,1.23,12,-10.74,-20.79,0.25,1.07
BTC_SWING_4H_brk10_b60|DXY_bear+BTCD_bull|HTF_none|tgt4.0R,42,6.48,0.1542,0.333,1.39,10,-9.07,-15.38,0.18,0.76
BTC_SWING_4H_brk10_b60|DXY_bear+BTCD_bull|HTF1D+12H|tgt4.0R,42,6.48,0.1542,0.333,1.39,10,-9.07,-15.38,0.18,0.76
BTC_SWING_4H_brk10_b60|DXY_bear+BTCD_bull|HTF1D|tgt4.0R,42,6.48,0.1542,0.333,1.39,10,-9.07,-15.38,0.18,0.76
BTC_SWING_4H_brk20_b50|DXY_strong_bear+BTCD_strong_bull|HTF1D+12H|tgt2.5R,21,6.45,0.307,0.524,1.8,5,-4.93,-7.85,0.09,0.38
BTC_SWING_4H_brk_dec_b70_r15|DXY_bear+BTCD_altseason|HTF_none|tgt4.0R,7,6.4,0.9138,0.714,15.09,1,-0.45,0.0,0.03,0.13
BTC_SWING_4H_brk_dec_b70_r15|DXY_bear+BTCD_altseason|HTF1D|tgt4.0R,7,6.4,0.9138,0.714,15.09,1,-0.45,0.0,0.03,0.13
BTC_SWING_4H_brk_dec_b70_r15|DXY_bear+BTCD_altseason|HTF1D+12H|tgt4.0R,7,6.4,0.9138,0.714,15.09,1,-0.45,0.0,0.03,0.13
BTC_SWING_4H_brk10_b60|BTCD_altseason|HTF1D+12H|tgt3.0R,20,6.38,0.3191,0.4,1.92,3,-4.83,-6.85,0.09,0.36
BTC_SWING_4H_brk10_b60|BTCD_altseason|HTF1D|tgt3.0R,20,6.38,0.3191,0.4,1.92,3,-4.83,-6.85,0.09,0.36
BTC_SWING_4H_brk10_b60|BTCD_altseason|HTF_none|tgt3.0R,20,6.38,0.3191,0.4,1.92,3,-4.83,-6.85,0.09,0.36
BTC_SWING_4H_failed_breakdown|BTCD_strong_bull|HTF_none|tgt3.0R,30,6.37,0.2124,0.3,1.65,7,-7.16,-9.71,0.12,0.52
BTC_SWING_4H_brk10_b50|BTCD_bull|HTF1D+12H|tgt4.0R,70,6.31,0.0902,0.314,1.2,12,-11.97,-23.39,0.26,1.12
BTC_SWING_4H_brk10_b60|DXY_strong_bear+BTCD_bull|HTF1D+12H|tgt3.0R,31,6.29,0.203,0.419,1.46,7,-7.6,-12.89,0.13,0.56
BTC_SWING_4H_brk10_b50|DXY_strong_bear+BTCD_bull|HTF1D+12H|tgt3.0R,31,6.29,0.203,0.419,1.46,7,-7.6,-12.89,0.13,0.56
BTC_SWING_4H_brk_dec_b60_r12|DXY_strong_bear+BTCD_bull|HTF_none|tgt3.0R,30,6.27,0.2089,0.433,1.46,6,-7.62,-12.84,0.13,0.55
BTC_SWING_4H_brk_dec_b60_r12|DXY_strong_bear+BTCD_bull|HTF1D|tgt3.0R,30,6.27,0.2089,0.433,1.46,6,-7.62,-12.84,0.13,0.55
BTC_SWING_4H_brk_dec_b70_r15|DXY_bear+BTCD_strong_bull|HTF_none|tgt2.5R,21,6.26,0.298,0.429,1.75,5,-5.12,-8.34,0.09,0.38
BTC_SWING_4H_brk_dec_b70_r15|DXY_bear+BTCD_strong_bull|HTF1D|tgt2.5R,21,6.26,0.298,0.429,1.75,5,-5.12,-8.34,0.09,0.38
BTC_SWING_4H_brk10_b50|BTCD_strong_bull|HTF1D|tgt3.0R,56,6.24,0.1115,0.357,1.28,10,-8.51,-17.16,0.21,0.9
BTC_SWING_4H_brk10_b50|BTCD_strong_bull|HTF1D+12H|tgt3.0R,56,6.24,0.1115,0.357,1.28,10,-8.51,-17.16,0.21,0.9
BTC_SWING_4H_brk10_b50|BTCD_strong_bull|HTF_none|tgt3.0R,56,6.24,0.1115,0.357,1.28,10,-8.51,-17.16,0.21,0.9
BTC_SWING_4H_brk10_b60|DXY_strong_bear+BTCD_strong_bull|HTF_none|tgt4.0R,26,6.2,0.2383,0.462,1.54,7,-7.33,-10.98,0.11,0.47
BTC_SWING_4H_brk10_b50|DXY_strong_bear+BTCD_strong_bull|HTF1D|tgt4.0R,26,6.2,0.2383,0.462,1.54,7,-7.33,-10.98,0.11,0.47
BTC_SWING_4H_brk10_b60|DXY_strong_bear+BTCD_strong_bull|HTF1D|tgt4.0R,26,6.2,0.2383,0.462,1.54,7,-7.33,-10.98,0.11,0.47
BTC_SWING_4H_brk10_b50|DXY_strong_bear+BTCD_strong_bull|HTF_none|tgt4.0R,26,6.2,0.2383,0.462,1.54,7,-7.33,-10.98,0.11,0.47
BTC_SWING_4H_brk_dec_b70_r15|DXY_bear+BTCD_bull|HTF_none|tgt2.5R,28,6.17,0.2204,0.357,1.56,6,-5.72,-10.93,0.12,0.51
BTC_SWING_4H_brk_dec_b70_r15|DXY_bear+BTCD_bull|HTF1D|tgt2.5R,28,6.17,0.2204,0.357,1.56,6,-5.72,-10.93,0.12,0.51
BTC_SWING_4H_brk10_b70|DXY_bear+BTCD_strong_bull|HTF1D+12H|tgt2.5R,27,6.16,0.2281,0.407,1.68,5,-5.22,-8.86,0.11,0.49
BTC_SWING_4H_brk10_b70|DXY_bear+BTCD_strong_bull|HTF1D|tgt2.5R,27,6.16,0.2281,0.407,1.68,5,-5.22,-8.86,0.11,0.49
BTC_SWING_4H_brk10_b70|DXY_bear+BTCD_strong_bull|HTF_none|tgt2.5R,27,6.16,0.2281,0.407,1.68,5,-5.22,-8.86,0.11,0.49
BTC_SWING_4H_brk10_b70|DXY_strong_bear+BTCD_strong_bull|HTF1D+12H|tgt2.0R,20,6.14,0.3068,0.55,1.82,3,-3.61,-7.26,0.09,0.36
BTC_SWING_4H_brk_dec_b70_r15|DXY_strong_bear+BTCD_strong_bull|HTF_none|tgt2.0R,16,6.13,0.3834,0.562,1.89,3,-3.62,-6.3,0.07,0.29
BTC_SWING_4H_brk10_b60|BTCD_bull|HTF1D+12H|tgt2.5R,67,6.13,0.0915,0.343,1.23,12,-6.12,-17.5,0.25,1.07
BTC_SWING_4H_brk_dec_b70_r15|DXY_strong_bear+BTCD_strong_bull|HTF1D|tgt2.0R,16,6.13,0.3834,0.562,1.89,3,-3.62,-6.3,0.07,0.29
BTC_SWING_4H_brk_dec_b60_r12|DXY_strong_bear+BTCD_strong_bull|HTF1D+12H|tgt2.5R,23,6.12,0.2659,0.522,1.66,6,-5.26,-8.83,0.1,0.42
BTC_SWING_4H_brk20_b50|BTCD_bull|HTF1D+12H|tgt2.0R,65,6.11,0.094,0.4,1.24,10,-3.64,-13.39,0.24,1.04
BTC_SWING_4H_brk20_b50|BTCD_bull|HTF_none|tgt2.0R,65,6.11,0.094,0.4,1.24,10,-3.64,-13.39,0.24,1.04
BTC_SWING_4H_brk20_b50|BTCD_bull|HTF1D|tgt2.0R,65,6.11,0.094,0.4,1.24,10,-3.64,-13.39,0.24,1.04
BTC_SWING_4H_brk20_b50|DXY_bear+BTCD_strong_bull|HTF1D|tgt3.0R,30,6.08,0.2026,0.4,1.57,7,-6.8,-10.25,0.12,0.52
BTC_SWING_4H_brk20_b50|DXY_bear+BTCD_strong_bull|HTF1D+12H|tgt3.0R,30,6.08,0.2026,0.4,1.57,7,-6.8,-10.25,0.12,0.52
BTC_SWING_4H_brk20_b50|DXY_bear+BTCD_strong_bull|HTF_none|tgt3.0R,30,6.08,0.2026,0.4,1.57,7,-6.8,-10.25,0.12,0.52
BTC_SWING_4H_brk_dec_b60_r12|DXY_below_ema200|HTF_none|tgt3.0R,50,6.07,0.1214,0.34,1.27,8,-8.68,-18.67,0.18,0.79
BTC_SWING_4H_brk_dec_b60_r12|DXY_below_ema200|HTF1D+12H|tgt3.0R,50,6.07,0.1214,0.34,1.27,8,-8.68,-18.67,0.18,0.79
BTC_SWING_4H_brk_dec_b60_r12|DXY_below_ema200|HTF1D|tgt3.0R,50,6.07,0.1214,0.34,1.27,8,-8.68,-18.67,0.18,0.79
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear+BTCD_strong_bull|HTF1D+12H|tgt2.5R,31,6.03,0.1946,0.419,1.56,9,-5.34,-10.14,0.13,0.56
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear+BTCD_strong_bull|HTF_none|tgt2.5R,31,6.03,0.1946,0.419,1.56,9,-5.34,-10.14,0.13,0.56
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear+BTCD_strong_bull|HTF1D|tgt2.5R,31,6.03,0.1946,0.419,1.56,9,-5.34,-10.14,0.13,0.56
BTC_SWING_4H_brk10_b50|BTCD_strong_bull|HTF_none|tgt2.0R,58,5.94,0.1025,0.414,1.28,10,-3.81,-13.56,0.22,0.93
BTC_SWING_4H_brk10_b50|BTCD_strong_bull|HTF1D|tgt2.0R,58,5.94,0.1025,0.414,1.28,10,-3.81,-13.56,0.22,0.93
BTC_SWING_4H_brk10_b50|BTCD_strong_bull|HTF1D+12H|tgt2.0R,58,5.94,0.1025,0.414,1.28,10,-3.81,-13.56,0.22,0.93
BTC_SWING_4H_brk10_b70|DXY_strong_bear+BTCD_bull|HTF1D+12H|tgt2.0R,25,5.89,0.2354,0.48,1.61,3,-3.86,-9.17,0.11,0.46
BTC_SWING_4H_failed_breakdown|DXY_strong_bear+BTCD_bull|HTF1D+12H|tgt4.0R,19,5.87,0.3088,0.263,1.85,6,-6.88,-6.63,0.12,0.51
BTC_SWING_4H_failed_breakdown|DXY_strong_bear+BTCD_bull|HTF1D|tgt4.0R,19,5.87,0.3088,0.263,1.85,6,-6.88,-6.63,0.12,0.51
BTC_SWING_4H_brk_dec_b70_r15|BTCD_bull|HTF1D+12H|tgt2.0R,49,5.87,0.1198,0.408,1.31,7,-3.88,-12.14,0.18,0.78
BTC_SWING_4H_failed_breakdown|DXY_strong_bear+BTCD_bull|HTF_none|tgt4.0R,19,5.87,0.3088,0.263,1.85,6,-6.88,-6.63,0.12,0.51
BTC_SWING_4H_brk10_b60|BTCD_altseason|HTF1D+12H|tgt2.0R,21,5.87,0.2793,0.429,1.74,3,-3.88,-7.9,0.09,0.38
BTC_SWING_4H_brk10_b60|BTCD_altseason|HTF1D|tgt2.0R,21,5.87,0.2793,0.429,1.74,3,-3.88,-7.9,0.09,0.38
BTC_SWING_4H_brk10_b60|BTCD_altseason|HTF_none|tgt2.0R,21,5.87,0.2793,0.429,1.74,3,-3.88,-7.9,0.09,0.38
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear+BTCD_bull|HTF1D|tgt3.0R,40,5.85,0.1462,0.35,1.38,10,-8.04,-14.28,0.17,0.72
BTC_SWING_4H_brk20_b50|no_macro|HTF1D+12H|tgt4.0R,90,5.85,0.065,0.311,1.14,6,-13.35,-25.98,0.33,1.41
BTC_SWING_4H_brk20_b50|no_macro|HTF1D|tgt4.0R,90,5.85,0.065,0.311,1.14,6,-13.35,-25.98,0.33,1.41
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear+BTCD_bull|HTF1D+12H|tgt3.0R,40,5.85,0.1462,0.35,1.38,10,-8.04,-14.28,0.17,0.72
BTC_SWING_4H_brk_dec_b70_r15|DXY_bear+BTCD_altseason|HTF_none|tgt2.5R,7,5.85,0.8362,0.714,13.89,1,-0.45,0.0,0.03,0.13
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear+BTCD_bull|HTF_none|tgt3.0R,40,5.85,0.1462,0.35,1.38,10,-8.04,-14.28,0.17,0.72
BTC_SWING_4H_brk20_b50|no_macro|HTF_none|tgt4.0R,90,5.85,0.065,0.311,1.14,6,-13.35,-25.98,0.33,1.41
BTC_SWING_4H_brk_dec_b70_r15|DXY_bear+BTCD_altseason|HTF1D|tgt2.5R,7,5.85,0.8362,0.714,13.89,1,-0.45,0.0,0.03,0.13
BTC_SWING_4H_brk_dec_b70_r15|DXY_bear+BTCD_altseason|HTF1D+12H|tgt2.5R,7,5.85,0.8362,0.714,13.89,1,-0.45,0.0,0.03,0.13
BTC_SWING_4H_brk20_b50|no_macro|HTF_none|tgt3.0R,93,5.82,0.0626,0.323,1.13,6,-8.93,-23.68,0.34,1.46
BTC_SWING_4H_brk20_b50|no_macro|HTF1D+12H|tgt3.0R,93,5.82,0.0626,0.323,1.13,6,-8.93,-23.68,0.34,1.46
BTC_SWING_4H_brk20_b50|no_macro|HTF1D|tgt3.0R,93,5.82,0.0626,0.323,1.13,6,-8.93,-23.68,0.34,1.46
BTC_SWING_4H_brk10_b70|BTCD_altseason|HTF1D|tgt4.0R,16,5.8,0.3623,0.438,1.85,2,-5.56,-6.3,0.07,0.29
BTC_SWING_4H_brk10_b70|BTCD_altseason|HTF_none|tgt4.0R,16,5.8,0.3623,0.438,1.85,2,-5.56,-6.3,0.07,0.29
BTC_SWING_4H_brk10_b70|BTCD_altseason|HTF1D+12H|tgt4.0R,16,5.8,0.3623,0.438,1.85,2,-5.56,-6.3,0.07,0.29
BTC_SWING_4H_brk10_b70|no_macro|HTF1D+12H|tgt2.5R,81,5.79,0.0715,0.358,1.16,9,-6.46,-18.71,0.3,1.27
BTC_INTRA_1H_brk_dec_b60_r12|DXY_bear+BTCD_bull|HTF1D+HTF4H|tgt3.0R,30,5.77,0.1922,0.333,1.46,5,-8.57,-12.51,0.44,1.9
BTC_SWING_4H_brk20_b50|DXY_strong_bear+BTCD_bull|HTF_none|tgt2.5R,26,5.7,0.2191,0.462,1.51,5,-6.19,-10.8,0.11,0.47
BTC_SWING_4H_brk20_b50|DXY_strong_bear+BTCD_bull|HTF1D|tgt2.5R,26,5.7,0.2191,0.462,1.51,5,-6.19,-10.8,0.11,0.47
BTC_INTRA_1H_brk_dec_b60_r12|DXY_bear|HTF1D+HTF4H|tgt3.0R,44,5.69,0.1292,0.341,1.33,6,-8.65,-16.13,0.63,2.69
BTC_SWING_4H_brk_dec_b70_r15|DXY_bear+BTCD_strong_bull|HTF1D+12H|tgt2.0R,20,5.68,0.2841,0.45,1.77,5,-4.07,-7.29,0.08,0.36
BTC_SWING_4H_brk_dec_b70_r15|DXY_below_ema200|HTF1D+12H|tgt2.5R,32,5.65,0.1766,0.344,1.4,5,-6.6,-13.59,0.12,0.51
BTC_SWING_4H_failed_breakdown|BTCD_strong_bull|HTF1D|tgt2.0R,29,5.64,0.1945,0.345,1.65,6,-4.11,-8.63,0.12,0.5
BTC_SWING_4H_failed_breakdown|BTCD_bull|HTF1D+12H|tgt3.0R,42,5.61,0.1335,0.238,1.32,12,-9.14,-17.28,0.17,0.73
BTC_SWING_4H_failed_breakdown|no_macro|HTF_none|tgt4.0R,71,5.57,0.0785,0.239,1.15,11,-14.18,-28.85,0.26,1.13
BTC_SWING_4H_brk_dec_b60_r12|DXY_below_ema200|HTF_none|tgt4.0R,50,5.56,0.1113,0.32,1.24,8,-11.68,-19.77,0.18,0.79
BTC_SWING_4H_brk_dec_b60_r12|DXY_below_ema200|HTF1D|tgt4.0R,50,5.56,0.1113,0.32,1.24,8,-11.68,-19.77,0.18,0.79
BTC_SWING_4H_brk_dec_b60_r12|DXY_below_ema200|HTF1D+12H|tgt4.0R,50,5.56,0.1113,0.32,1.24,8,-11.68,-19.77,0.18,0.79
BTC_SWING_4H_brk10_b50|BTCD_bull|HTF1D|tgt4.0R,71,5.55,0.0782,0.31,1.17,12,-12.73,-24.15,0.26,1.13
BTC_SWING_4H_brk10_b50|BTCD_bull|HTF_none|tgt4.0R,71,5.55,0.0782,0.31,1.17,12,-12.73,-24.15,0.26,1.13
BTC_SWING_4H_brk10_b60|DXY_strong_bear+BTCD_strong_bull|HTF_none|tgt3.0R,26,5.54,0.2132,0.462,1.49,7,-7.33,-10.98,0.11,0.47
BTC_SWING_4H_brk10_b50|DXY_strong_bear+BTCD_strong_bull|HTF_none|tgt3.0R,26,5.54,0.2132,0.462,1.49,7,-7.33,-10.98,0.11,0.47
BTC_SWING_4H_brk10_b60|DXY_strong_bear+BTCD_strong_bull|HTF1D|tgt3.0R,26,5.54,0.2132,0.462,1.49,7,-7.33,-10.98,0.11,0.47
BTC_SWING_4H_brk10_b50|DXY_strong_bear+BTCD_strong_bull|HTF1D|tgt3.0R,26,5.54,0.2132,0.462,1.49,7,-7.33,-10.98,0.11,0.47
BTC_SWING_4H_brk10_b60|BTCD_altseason|HTF1D+12H|tgt2.5R,21,5.43,0.2585,0.381,1.68,3,-5.88,-7.9,0.09,0.38
BTC_SWING_4H_brk10_b60|BTCD_altseason|HTF1D|tgt2.5R,21,5.43,0.2585,0.381,1.68,3,-5.88,-7.9,0.09,0.38
BTC_SWING_4H_brk10_b60|BTCD_altseason|HTF_none|tgt2.5R,21,5.43,0.2585,0.381,1.68,3,-5.88,-7.9,0.09,0.38
BTC_SWING_4H_failed_breakdown|BTCD_strong_bull|HTF1D|tgt2.5R,29,5.42,0.1869,0.31,1.62,6,-6.11,-8.66,0.12,0.5
BTC_SWING_4H_brk_dec_b70_r15|DXY_bear+BTCD_altseason|HTF1D+12H|tgt3.0R,7,5.4,0.771,0.714,12.88,1,-0.45,0.0,0.03,0.13
BTC_SWING_4H_brk20_b50|DXY_strong_bear+BTCD_strong_bull|HTF_none|tgt2.5R,22,5.4,0.2453,0.5,1.59,5,-5.98,-8.9,0.09,0.4
BTC_SWING_4H_brk20_b50|DXY_strong_bear+BTCD_strong_bull|HTF1D|tgt2.5R,22,5.4,0.2453,0.5,1.59,5,-5.98,-8.9,0.09,0.4
BTC_SWING_4H_brk_dec_b70_r15|DXY_bear+BTCD_altseason|HTF1D|tgt3.0R,7,5.4,0.771,0.714,12.88,1,-0.45,0.0,0.03,0.13
BTC_SWING_4H_brk_dec_b70_r15|DXY_bear+BTCD_altseason|HTF_none|tgt3.0R,7,5.4,0.771,0.714,12.88,1,-0.45,0.0,0.03,0.13
BTC_SWING_4H_brk_dec_b70_r15|no_macro|HTF1D+12H|tgt2.0R,67,5.37,0.0801,0.403,1.19,6,-4.38,-14.13,0.25,1.05
BTC_SWING_4H_brk10_b60|BTCD_bull|HTF_none|tgt2.5R,68,5.37,0.0789,0.338,1.19,12,-6.88,-18.26,0.25,1.09
BTC_SWING_4H_brk10_b60|BTCD_bull|HTF1D|tgt2.5R,68,5.37,0.0789,0.338,1.19,12,-6.88,-18.26,0.25,1.09
BTC_INTRA_1H_brk_dec_b60_r12|DXY_bear+BTCD_bull|HTF1D+HTF4H|tgt2.5R,30,5.35,0.1783,0.367,1.43,5,-6.9,-12.45,0.44,1.9
BTC_SWING_4H_brk10_b50|DXY_bear+BTCD_strong_bull|HTF_none|tgt4.0R,35,5.33,0.1522,0.371,1.41,9,-8.2,-12.34,0.14,0.6
BTC_SWING_4H_brk10_b50|DXY_bear+BTCD_strong_bull|HTF1D|tgt4.0R,35,5.33,0.1522,0.371,1.41,9,-8.2,-12.34,0.14,0.6
BTC_SWING_4H_brk10_b50|DXY_bear+BTCD_strong_bull|HTF1D+12H|tgt4.0R,35,5.33,0.1522,0.371,1.41,9,-8.2,-12.34,0.14,0.6
BTC_SWING_4H_brk_dec_b60_r12|DXY_strong_bear+BTCD_bull|HTF1D+12H|tgt2.5R,29,5.32,0.1833,0.448,1.42,6,-6.57,-11.79,0.12,0.53
BTC_SWING_4H_failed_breakdown|BTCD_strong_bull|HTF1D+12H|tgt2.0R,28,5.31,0.1896,0.321,1.62,6,-4.44,-8.61,0.11,0.48
BTC_SWING_4H_brk10_b50|BTCD_strong_bull|HTF1D|tgt2.5R,57,5.31,0.0932,0.368,1.24,10,-6.94,-16.2,0.21,0.91
BTC_SWING_4H_brk10_b50|BTCD_strong_bull|HTF1D+12H|tgt2.5R,57,5.31,0.0932,0.368,1.24,10,-6.94,-16.2,0.21,0.91
BTC_SWING_4H_brk10_b50|BTCD_strong_bull|HTF_none|tgt2.5R,57,5.31,0.0932,0.368,1.24,10,-6.94,-16.2,0.21,0.91
BTC_INTRA_1H_brk_dec_b60_r12|DXY_bear|HTF1D+HTF4H|tgt2.5R,44,5.25,0.1193,0.364,1.3,6,-7.0,-15.55,0.63,2.69
BTC_SWING_4H_brk10_b60|DXY_strong_bear+BTCD_bull|HTF1D|tgt3.0R,32,5.24,0.1639,0.406,1.36,7,-8.65,-13.94,0.13,0.58
BTC_SWING_4H_brk10_b50|DXY_strong_bear+BTCD_bull|HTF1D|tgt3.0R,32,5.24,0.1639,0.406,1.36,7,-8.65,-13.94,0.13,0.58
BTC_SWING_4H_brk10_b60|DXY_strong_bear+BTCD_bull|HTF_none|tgt3.0R,32,5.24,0.1639,0.406,1.36,7,-8.65,-13.94,0.13,0.58
BTC_SWING_4H_brk10_b50|DXY_strong_bear+BTCD_bull|HTF_none|tgt3.0R,32,5.24,0.1639,0.406,1.36,7,-8.65,-13.94,0.13,0.58
BTC_SWING_4H_failed_breakdown|DXY_below_ema200|HTF1D+12H|tgt4.0R,37,5.18,0.1401,0.189,1.35,11,-12.88,-14.72,0.14,0.59
BTC_SWING_4H_failed_breakdown|DXY_strong_bear+BTCD_strong_bull|HTF1D|tgt4.0R,14,5.12,0.3656,0.286,2.39,4,-3.63,-3.38,0.09,0.37
BTC_SWING_4H_failed_breakdown|DXY_strong_bear+BTCD_strong_bull|HTF1D+12H|tgt4.0R,14,5.12,0.3656,0.286,2.39,4,-3.63,-3.38,0.09,0.37
BTC_SWING_4H_failed_breakdown|DXY_strong_bear+BTCD_strong_bull|HTF_none|tgt4.0R,14,5.12,0.3656,0.286,2.39,4,-3.63,-3.38,0.09,0.37
BTC_SWING_4H_brk_dec_b70_r15|DXY_bear+BTCD_bull|HTF1D+12H|tgt2.0R,27,5.09,0.1887,0.37,1.52,6,-4.66,-9.88,0.11,0.49
BTC_SWING_4H_failed_breakdown|BTCD_strong_bull|HTF1D+12H|tgt2.5R,28,5.09,0.1817,0.286,1.59,6,-6.44,-8.61,0.11,0.48
BTC_SWING_4H_brk10_b60|DXY_strong_bear+BTCD_strong_bull|HTF1D+12H|tgt2.5R,25,5.09,0.2038,0.48,1.49,7,-6.28,-9.93,0.11,0.45
BTC_SWING_4H_brk10_b70|DXY_strong_bear+BTCD_strong_bull|HTF1D|tgt2.0R,21,5.09,0.2422,0.524,1.6,3,-4.66,-8.31,0.09,0.38
BTC_SWING_4H_brk10_b50|DXY_strong_bear+BTCD_strong_bull|HTF1D+12H|tgt2.5R,25,5.09,0.2038,0.48,1.49,7,-6.28,-9.93,0.11,0.45
BTC_SWING_4H_brk10_b70|DXY_strong_bear+BTCD_strong_bull|HTF_none|tgt2.0R,21,5.09,0.2422,0.524,1.6,3,-4.66,-8.31,0.09,0.38
BTC_INTRA_1H_brk_dec_b60_r12|DXY_bear+BTCD_strong_bull|HTF1D|tgt3.0R,24,5.07,0.2112,0.375,1.56,3,-7.25,-8.93,0.36,1.55
BTC_INTRA_1H_brk_dec_b60_r12|DXY_bear+BTCD_strong_bull|HTF1D+HTF4H|tgt3.0R,24,5.07,0.2112,0.375,1.56,3,-7.25,-8.93,0.36,1.55
BTC_SWING_4H_brk_dec_b60_r12|DXY_strong_bear+BTCD_strong_bull|HTF_none|tgt2.5R,24,5.07,0.2111,0.5,1.49,6,-6.31,-9.88,0.1,0.44
BTC_SWING_4H_brk_dec_b60_r12|DXY_strong_bear+BTCD_strong_bull|HTF1D|tgt2.5R,24,5.07,0.2111,0.5,1.49,6,-6.31,-9.88,0.1,0.44
BTC_SWING_4H_brk20_b50|DXY_bear+BTCD_bull|HTF_none|tgt4.0R,39,5.04,0.1293,0.333,1.31,8,-10.5,-15.6,0.16,0.67
BTC_SWING_4H_brk20_b50|DXY_bear+BTCD_bull|HTF1D|tgt4.0R,39,5.04,0.1293,0.333,1.31,8,-10.5,-15.6,0.16,0.67
BTC_SWING_4H_brk20_b50|DXY_bear+BTCD_bull|HTF1D+12H|tgt4.0R,39,5.04,0.1293,0.333,1.31,8,-10.5,-15.6,0.16,0.67
BTC_SWING_4H_brk10_b70|no_macro|HTF_none|tgt2.5R,82,5.03,0.0614,0.354,1.14,9,-7.22,-19.47,0.3,1.29
BTC_SWING_4H_brk10_b70|no_macro|HTF1D|tgt2.5R,82,5.03,0.0614,0.354,1.14,9,-7.22,-19.47,0.3,1.29
BTC_SWING_4H_brk10_b70|BTCD_altseason|HTF_none|tgt3.0R,16,5.02,0.3137,0.438,1.74,2,-5.56,-6.3,0.07,0.29
BTC_SWING_4H_brk10_b70|DXY_bear+BTCD_bull|HTF1D+12H|tgt2.5R,35,5.02,0.1435,0.343,1.4,6,-6.87,-12.16,0.15,0.63
BTC_SWING_4H_brk10_b70|DXY_bear+BTCD_bull|HTF1D|tgt2.5R,35,5.02,0.1435,0.343,1.4,6,-6.87,-12.16,0.15,0.63
BTC_SWING_4H_brk10_b70|BTCD_altseason|HTF1D+12H|tgt3.0R,16,5.02,0.3137,0.438,1.74,2,-5.56,-6.3,0.07,0.29
BTC_SWING_4H_brk10_b70|DXY_bear+BTCD_bull|HTF_none|tgt2.5R,35,5.02,0.1435,0.343,1.4,6,-6.87,-12.16,0.15,0.63
BTC_SWING_4H_brk10_b70|BTCD_altseason|HTF1D|tgt3.0R,16,5.02,0.3137,0.438,1.74,2,-5.56,-6.3,0.07,0.29
BTC_SWING_4H_brk10_b60|DXY_bear+BTCD_strong_bull|HTF1D+12H|tgt2.5R,33,5.01,0.1518,0.394,1.42,9,-6.37,-11.24,0.14,0.6
BTC_SWING_4H_brk10_b60|DXY_bear+BTCD_strong_bull|HTF1D|tgt2.5R,33,5.01,0.1518,0.394,1.42,9,-6.37,-11.24,0.14,0.6
BTC_SWING_4H_brk10_b60|DXY_bear+BTCD_strong_bull|HTF_none|tgt2.5R,33,5.01,0.1518,0.394,1.42,9,-6.37,-11.24,0.14,0.6
BTC_SWING_4H_failed_breakdown|DXY_strong_bear+BTCD_bull|HTF_none|tgt2.5R,19,4.93,0.2596,0.316,1.72,4,-5.92,-6.63,0.12,0.51
BTC_SWING_4H_failed_breakdown|DXY_strong_bear+BTCD_bull|HTF1D|tgt2.5R,19,4.93,0.2596,0.316,1.72,4,-5.92,-6.63,0.12,0.51
BTC_SWING_4H_failed_breakdown|DXY_strong_bear+BTCD_bull|HTF1D+12H|tgt2.5R,19,4.93,0.2596,0.316,1.72,4,-5.92,-6.63,0.12,0.51
