strategy,n,total_r_net,avg_r_net,win_rate,pf_net,max_losing_streak,r_no_top5_net,r_no_top10_net,trades_per_week,trades_per_month
BTC_SWING_4H_brk20_b50|no_macro|HTF_none|tgt2.0R,96,0.75,0.0078,0.354,1.02,7,-9.0,-18.75,0.35,1.51
BTC_INTRA_1H_brk_dec_b60_r12|DXY_bear+BTCD_strong_bull|HTF1D+HTF4H|tgt2.0R,25,0.75,0.0302,0.36,1.08,3,-8.3,-9.98,0.38,1.61
BTC_INTRA_1H_brk_dec_b60_r12|DXY_bear+BTCD_strong_bull|HTF1D|tgt2.0R,25,0.75,0.0302,0.36,1.08,3,-8.3,-9.98,0.38,1.61
BTC_SWING_4H_brk10_b50|BTCD_bull|HTF1D|tgt2.0R,75,0.74,0.0099,0.36,1.02,12,-9.01,-18.76,0.28,1.2
BTC_SWING_4H_brk10_b50|BTCD_bull|HTF_none|tgt2.0R,75,0.74,0.0099,0.36,1.02,12,-9.01,-18.76,0.28,1.2
BTC_SWING_4H_failed_breakdown|DXY_bear+BTCD_strong_bull|HTF1D+12H|tgt2.5R,20,0.72,0.036,0.2,1.12,6,-6.12,-5.87,0.08,0.35
BTC_SWING_4H_brk10_b70|DXY_bear+BTCD_altseason|HTF1D+12H|tgt2.5R,12,0.6,0.0503,0.417,1.11,3,-5.7,-2.1,0.05,0.22
BTC_SWING_4H_brk10_b70|DXY_bear+BTCD_altseason|HTF_none|tgt2.5R,12,0.6,0.0503,0.417,1.11,3,-5.7,-2.1,0.05,0.22
BTC_SWING_4H_brk10_b70|DXY_bear+BTCD_altseason|HTF1D|tgt2.5R,12,0.6,0.0503,0.417,1.11,3,-5.7,-2.1,0.05,0.22
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear+BTCD_altseason|HTF1D+12H|tgt2.5R,13,0.55,0.0426,0.385,1.1,3,-5.75,-3.15,0.06,0.24
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear+BTCD_altseason|HTF_none|tgt2.5R,13,0.55,0.0426,0.385,1.1,3,-5.75,-3.15,0.06,0.24
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear+BTCD_altseason|HTF1D|tgt2.5R,13,0.55,0.0426,0.385,1.1,3,-5.75,-3.15,0.06,0.24
BTC_SWING_4H_brk10_b60|DXY_bear+BTCD_altseason|HTF1D|tgt2.0R,14,0.5,0.0359,0.429,1.07,4,-6.6,-4.2,0.06,0.26
BTC_SWING_4H_brk10_b60|DXY_bear+BTCD_altseason|HTF_none|tgt2.0R,14,0.5,0.0359,0.429,1.07,4,-6.6,-4.2,0.06,0.26
BTC_SWING_4H_brk10_b60|DXY_bear+BTCD_altseason|HTF1D+12H|tgt2.0R,14,0.5,0.0359,0.429,1.07,4,-6.6,-4.2,0.06,0.26
BTC_SWING_4H_brk20_b50|DXY_bear+BTCD_altseason|HTF_none|tgt2.0R,13,0.45,0.0348,0.385,1.07,4,-6.4,-3.15,0.06,0.24
BTC_SWING_4H_brk20_b50|DXY_bear+BTCD_altseason|HTF1D+12H|tgt2.0R,13,0.45,0.0348,0.385,1.07,4,-6.4,-3.15,0.06,0.24
BTC_SWING_4H_brk20_b50|DXY_bear+BTCD_altseason|HTF1D|tgt2.0R,13,0.45,0.0348,0.385,1.07,4,-6.4,-3.15,0.06,0.24
BTC_SWING_4H_failed_breakdown|no_macro|HTF1D|tgt2.5R,69,0.45,0.0065,0.261,1.01,10,-11.8,-24.05,0.26,1.09
BTC_SWING_4H_pullback_ema50|BTCD_altseason|HTF1D|tgt3.0R,17,0.43,0.0253,0.294,1.06,5,-7.6,-7.35,0.07,0.32
BTC_SWING_4H_pullback_ema50|BTCD_altseason|HTF1D|tgt4.0R,17,0.43,0.0253,0.294,1.06,5,-7.6,-7.35,0.07,0.32
BTC_SWING_4H_brk_dec_b60_r12|DXY_strong_bear|HTF1D+12H|tgt2.5R,43,0.43,0.0099,0.372,1.02,5,-11.82,-18.63,0.16,0.68
BTC_SWING_4H_pullback_ema50|BTCD_altseason|HTF1D+12H|tgt4.0R,17,0.43,0.0253,0.294,1.06,5,-7.6,-7.35,0.07,0.32
BTC_SWING_4H_pullback_ema50|BTCD_altseason|HTF1D+12H|tgt3.0R,17,0.43,0.0253,0.294,1.06,5,-7.6,-7.35,0.07,0.32
BTC_SWING_4H_brk_dec_b60_r12|DXY_strong_bear|HTF_none|tgt3.0R,44,0.42,0.0095,0.364,1.02,5,-13.47,-19.68,0.16,0.7
BTC_SWING_4H_brk_dec_b60_r12|DXY_strong_bear|HTF1D|tgt3.0R,44,0.42,0.0095,0.364,1.02,5,-13.47,-19.68,0.16,0.7
BTC_SWING_4H_failed_breakdown|DXY_bear+BTCD_bull|HTF1D+12H|tgt2.0R,27,0.37,0.0137,0.222,1.04,6,-8.48,-9.22,0.11,0.47
BTC_INTRA_1H_brk_dec_b70_r15|BTCD_bull|HTF1D+HTF4H|tgt3.0R,21,0.29,0.0138,0.333,1.03,4,-8.43,-8.96,0.38,1.64
BTC_INTRA_1H_brk_dec_b70_r15|BTCD_bull|HTF1D|tgt3.0R,21,0.29,0.0138,0.333,1.03,4,-8.43,-8.96,0.38,1.64
BTC_SWING_4H_brk10_b70|DXY_below_ema200|HTF_none|tgt3.0R,43,0.27,0.0063,0.302,1.01,7,-13.62,-20.01,0.16,0.68
BTC_SWING_4H_brk10_b70|DXY_below_ema200|HTF1D|tgt3.0R,43,0.27,0.0063,0.302,1.01,7,-13.62,-20.01,0.16,0.68
BTC_SWING_4H_brk10_b70|DXY_below_ema200|HTF1D+12H|tgt3.0R,43,0.27,0.0063,0.302,1.01,7,-13.62,-20.01,0.16,0.68
BTC_SWING_4H_brk20_b50|DXY_strong_bear|HTF1D|tgt4.0R,43,0.25,0.0058,0.326,1.01,6,-15.29,-21.1,0.16,0.67
BTC_SWING_4H_brk20_b50|DXY_strong_bear|HTF_none|tgt4.0R,43,0.25,0.0058,0.326,1.01,6,-15.29,-21.1,0.16,0.67
BTC_INTRA_1H_brk_dec_b70_r15|no_macro|HTF1D+HTF4H|tgt2.5R,40,0.23,0.0057,0.35,1.02,5,-10.03,-13.84,0.57,2.45
BTC_INTRA_1H_brk_dec_b60_r12|DXY_bear|HTF1D|tgt2.0R,46,0.21,0.0045,0.348,1.01,8,-9.54,-17.65,0.66,2.82
BTC_SWING_4H_pullback_ema50|DXY_bear+BTCD_altseason|HTF1D|tgt2.5R,10,0.17,0.0174,0.3,1.05,5,-3.25,0.0,0.05,0.2
BTC_SWING_4H_pullback_ema50|DXY_bear+BTCD_altseason|HTF_none|tgt2.5R,10,0.17,0.0174,0.3,1.05,5,-3.25,0.0,0.05,0.2
BTC_SWING_4H_pullback_ema50|DXY_bear+BTCD_altseason|HTF1D+12H|tgt2.5R,10,0.17,0.0174,0.3,1.05,5,-3.25,0.0,0.05,0.2
BTC_SWING_4H_brk10_b70|DXY_bear+BTCD_altseason|HTF_none|tgt3.0R,12,0.15,0.0122,0.417,1.03,3,-5.7,-2.1,0.05,0.22
BTC_SWING_4H_brk10_b70|DXY_bear+BTCD_altseason|HTF1D|tgt3.0R,12,0.15,0.0122,0.417,1.03,3,-5.7,-2.1,0.05,0.22
BTC_SWING_4H_brk10_b70|DXY_bear+BTCD_altseason|HTF1D+12H|tgt3.0R,12,0.15,0.0122,0.417,1.03,3,-5.7,-2.1,0.05,0.22
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear+BTCD_altseason|HTF_none|tgt3.0R,13,0.1,0.0074,0.385,1.02,3,-5.75,-3.15,0.06,0.24
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear+BTCD_altseason|HTF1D+12H|tgt3.0R,13,0.1,0.0074,0.385,1.02,3,-5.75,-3.15,0.06,0.24
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear+BTCD_altseason|HTF1D|tgt3.0R,13,0.1,0.0074,0.385,1.02,3,-5.75,-3.15,0.06,0.24
BTC_SWING_4H_pullback_ema50|DXY_bear+BTCD_altseason|HTF_none|tgt4.0R,10,0.08,0.0084,0.3,1.03,5,-3.25,0.0,0.05,0.2
BTC_SWING_4H_pullback_ema50|DXY_bear+BTCD_altseason|HTF1D|tgt4.0R,10,0.08,0.0084,0.3,1.03,5,-3.25,0.0,0.05,0.2
BTC_SWING_4H_pullback_ema50|DXY_bear+BTCD_altseason|HTF1D|tgt3.0R,10,0.08,0.0084,0.3,1.03,5,-3.25,0.0,0.05,0.2
BTC_SWING_4H_pullback_ema50|DXY_bear+BTCD_altseason|HTF1D+12H|tgt4.0R,10,0.08,0.0084,0.3,1.03,5,-3.25,0.0,0.05,0.2
BTC_SWING_4H_pullback_ema50|DXY_bear+BTCD_altseason|HTF1D+12H|tgt3.0R,10,0.08,0.0084,0.3,1.03,5,-3.25,0.0,0.05,0.2
BTC_SWING_4H_pullback_ema50|DXY_bear+BTCD_altseason|HTF_none|tgt3.0R,10,0.08,0.0084,0.3,1.03,5,-3.25,0.0,0.05,0.2
BTC_SWING_4H_brk10_b60|DXY_bear+BTCD_altseason|HTF_none|tgt4.0R,14,0.05,0.0033,0.357,1.01,4,-6.8,-4.2,0.06,0.26
BTC_SWING_4H_brk10_b60|DXY_bear+BTCD_altseason|HTF1D+12H|tgt4.0R,14,0.05,0.0033,0.357,1.01,4,-6.8,-4.2,0.06,0.26
BTC_SWING_4H_brk10_b60|DXY_bear+BTCD_altseason|HTF1D|tgt4.0R,14,0.05,0.0033,0.357,1.01,4,-6.8,-4.2,0.06,0.26
BTC_INTRA_1H_brk_dec_b70_r15|BTCD_bull|HTF1D|tgt2.5R,21,0.02,0.0012,0.333,1.0,4,-8.43,-8.96,0.38,1.64
BTC_SWING_4H_brk10_b70|DXY_strong_bear|HTF_none|tgt2.5R,41,0.02,0.0005,0.366,1.0,5,-12.23,-19.11,0.15,0.65
BTC_SWING_4H_brk10_b70|DXY_strong_bear|HTF1D|tgt2.5R,41,0.02,0.0005,0.366,1.0,5,-12.23,-19.11,0.15,0.65
BTC_INTRA_1H_brk_dec_b70_r15|BTCD_bull|HTF1D+HTF4H|tgt2.5R,21,0.02,0.0012,0.333,1.0,4,-8.43,-8.96,0.38,1.64
BTC_SWING_4H_brk20_b50|DXY_bear+BTCD_altseason|HTF_none|tgt4.0R,13,-0.0,-0.0003,0.308,1.0,4,-6.4,-3.15,0.06,0.24
BTC_SWING_4H_brk20_b50|DXY_bear+BTCD_altseason|HTF1D|tgt4.0R,13,-0.0,-0.0003,0.308,1.0,4,-6.4,-3.15,0.06,0.24
BTC_SWING_4H_brk20_b50|DXY_bear+BTCD_altseason|HTF1D+12H|tgt4.0R,13,-0.0,-0.0003,0.308,1.0,4,-6.4,-3.15,0.06,0.24
BTC_SWING_4H_brk10_b50|DXY_bear+BTCD_bull|HTF_none|tgt2.5R,45,-0.06,-0.0014,0.311,1.0,10,-11.95,-17.53,0.18,0.78
BTC_SWING_4H_brk10_b50|DXY_bear+BTCD_bull|HTF1D+12H|tgt2.5R,45,-0.06,-0.0014,0.311,1.0,10,-11.95,-17.53,0.18,0.78
BTC_INTRA_1H_brk_dec_b70_r15|no_macro|HTF1D|tgt3.0R,41,-0.06,-0.0014,0.341,1.0,5,-11.08,-14.89,0.59,2.52
BTC_SWING_4H_brk10_b50|DXY_bear+BTCD_bull|HTF1D|tgt2.5R,45,-0.06,-0.0014,0.311,1.0,10,-11.95,-17.53,0.18,0.78
BTC_SWING_4H_brk_dec_b60_r12|DXY_below_ema200|HTF_none|tgt2.0R,52,-0.07,-0.0013,0.346,1.0,8,-9.82,-19.57,0.19,0.82
BTC_SWING_4H_brk_dec_b60_r12|DXY_below_ema200|HTF1D|tgt2.0R,52,-0.07,-0.0013,0.346,1.0,8,-9.82,-19.57,0.19,0.82
BTC_SWING_4H_brk_dec_b60_r12|DXY_below_ema200|HTF1D+12H|tgt2.0R,52,-0.07,-0.0013,0.346,1.0,8,-9.82,-19.57,0.19,0.82
BTC_SWING_4H_failed_breakdown|DXY_bear+BTCD_altseason|HTF1D+12H|tgt4.0R,12,-0.07,-0.0058,0.333,0.99,4,-7.12,-2.1,0.06,0.25
BTC_SWING_4H_failed_breakdown|BTCD_altseason|HTF1D+12H|tgt4.0R,18,-0.13,-0.007,0.278,0.99,6,-11.42,-8.4,0.08,0.34
BTC_SWING_4H_brk_dec_b60_r12|DXY_strong_bear|HTF1D+12H|tgt2.0R,43,-0.2,-0.0047,0.395,0.99,5,-9.95,-17.75,0.16,0.68
BTC_SWING_4H_pullback_ema50|BTCD_altseason|HTF_none|tgt2.5R,18,-0.23,-0.0125,0.278,0.97,6,-8.65,-8.4,0.07,0.31
BTC_SWING_4H_failed_breakdown|DXY_bear+BTCD_strong_bull|HTF1D+12H|tgt2.0R,20,-0.28,-0.014,0.2,0.95,6,-6.12,-5.87,0.08,0.35
BTC_INTRA_1H_brk_dec_b70_r15|no_macro|HTF1D+HTF4H|tgt2.0R,40,-0.28,-0.007,0.35,0.98,5,-10.03,-13.84,0.57,2.45
BTC_SWING_4H_pullback_ema50|DXY_bear+BTCD_altseason|HTF1D+12H|tgt2.0R,10,-0.33,-0.0326,0.3,0.9,5,-3.25,0.0,0.05,0.2
BTC_SWING_4H_pullback_ema50|DXY_bear+BTCD_altseason|HTF1D|tgt2.0R,10,-0.33,-0.0326,0.3,0.9,5,-3.25,0.0,0.05,0.2
BTC_SWING_4H_pullback_ema50|DXY_bear+BTCD_altseason|HTF_none|tgt2.0R,10,-0.33,-0.0326,0.3,0.9,5,-3.25,0.0,0.05,0.2
BTC_INTRA_1H_brk_dec_b60_r12|no_macro|HTF1D+HTF4H|tgt2.5R,67,-0.34,-0.005,0.313,0.99,7,-12.59,-23.87,0.95,4.09
BTC_SWING_4H_brk20_b50|DXY_strong_bear|HTF1D+12H|tgt3.0R,42,-0.35,-0.0083,0.333,0.98,6,-14.24,-20.05,0.15,0.66
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear|HTF_none|tgt3.0R,59,-0.36,-0.0061,0.322,0.99,8,-15.11,-23.2,0.22,0.93
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear|HTF1D+12H|tgt3.0R,59,-0.36,-0.0061,0.322,0.99,8,-15.11,-23.2,0.22,0.93
BTC_SWING_4H_brk_dec_b60_r12|DXY_bear|HTF1D|tgt3.0R,59,-0.36,-0.0061,0.322,0.99,8,-15.11,-23.2,0.22,0.93
BTC_INTRA_1H_brk_dec_b70_r15|DXY_bear+BTCD_strong_bull|HTF1D+HTF4H|tgt2.5R,15,-0.37,-0.0247,0.333,0.95,3,-6.91,-5.25,0.28,1.19
BTC_INTRA_1H_brk_dec_b70_r15|DXY_bear+BTCD_strong_bull|HTF1D|tgt2.5R,15,-0.37,-0.0247,0.333,0.95,3,-6.91,-5.25,0.28,1.19
BTC_INTRA_1H_brk_dec_b60_r12|BTCD_bull|HTF1D+HTF4H|tgt2.0R,40,-0.39,-0.0098,0.325,0.98,6,-10.14,-17.3,0.59,2.52
BTC_SWING_4H_brk10_b70|DXY_bear+BTCD_altseason|HTF1D+12H|tgt2.0R,12,-0.4,-0.0331,0.417,0.93,3,-5.7,-2.1,0.05,0.22
BTC_SWING_4H_brk10_b70|DXY_bear+BTCD_altseason|HTF_none|tgt2.0R,12,-0.4,-0.0331,0.417,0.93,3,-5.7,-2.1,0.05,0.22
BTC_SWING_4H_brk10_b70|DXY_bear+BTCD_altseason|HTF1D|tgt2.0R,12,-0.4,-0.0331,0.417,0.93,3,-5.7,-2.1,0.05,0.22
BTC_INTRA_1H_brk_dec_b70_r15|DXY_bear+BTCD_strong_bull|HTF1D|tgt2.0R,15,-0.44,-0.0296,0.333,0.94,3,-6.91,-5.25,0.28,1.19
BTC_INTRA_1H_brk_dec_b70_r15|DXY_bear+BTCD_strong_bull|HTF1D+HTF4H|tgt2.0R,15,-0.44,-0.0296,0.333,0.94,3,-6.91,-5.25,0.28,1.19
BTC_SWING_4H_failed_breakdown|DXY_strong_bear|HTF1D|tgt2.0R,29,-0.45,-0.0154,0.31,0.97,4,-10.2,-12.9,0.12,0.51
BTC_SWING_4H_failed_breakdown|DXY_strong_bear|HTF_none|tgt2.0R,29,-0.45,-0.0154,0.31,0.97,4,-10.2,-12.9,0.12,0.51
BTC_SWING_4H_failed_breakdown|DXY_strong_bear|HTF1D+12H|tgt2.0R,29,-0.45,-0.0154,0.31,0.97,4,-10.2,-12.9,0.12,0.51
BTC_SWING_4H_brk10_b60|DXY_bear+BTCD_altseason|HTF1D+12H|tgt2.5R,14,-0.5,-0.0355,0.357,0.93,4,-6.8,-4.2,0.06,0.26
BTC_SWING_4H_brk10_b60|DXY_bear+BTCD_altseason|HTF_none|tgt2.5R,14,-0.5,-0.0355,0.357,0.93,4,-6.8,-4.2,0.06,0.26
BTC_SWING_4H_brk10_b60|DXY_bear+BTCD_altseason|HTF1D|tgt2.5R,14,-0.5,-0.0355,0.357,0.93,4,-6.8,-4.2,0.06,0.26
BTC_SWING_4H_brk20_b50|DXY_bear+BTCD_altseason|HTF1D+12H|tgt2.5R,13,-0.55,-0.0421,0.308,0.92,4,-6.4,-3.15,0.06,0.24
BTC_SWING_4H_brk20_b50|DXY_bear+BTCD_altseason|HTF_none|tgt2.5R,13,-0.55,-0.0421,0.308,0.92,4,-6.4,-3.15,0.06,0.24
BTC_INTRA_1H_brk_dec_b70_r15|BTCD_bull|HTF1D+HTF4H|tgt2.0R,21,-0.55,-0.0261,0.333,0.94,4,-8.43,-8.96,0.38,1.64
BTC_SWING_4H_brk20_b50|DXY_bear+BTCD_altseason|HTF1D|tgt2.5R,13,-0.55,-0.0421,0.308,0.92,4,-6.4,-3.15,0.06,0.24
BTC_INTRA_1H_brk_dec_b70_r15|BTCD_bull|HTF1D|tgt2.0R,21,-0.55,-0.0261,0.333,0.94,4,-8.43,-8.96,0.38,1.64
BTC_INTRA_1H_brk_dec_b60_r12|no_macro|HTF1D|tgt4.0R,67,-0.55,-0.0082,0.299,0.98,8,-16.22,-27.15,0.95,4.09
BTC_SWING_4H_failed_breakdown|no_macro|HTF_none|tgt3.0R,71,-0.55,-0.0077,0.239,0.98,11,-15.3,-28.85,0.26,1.13
BTC_INTRA_1H_brk_dec_b70_r15|DXY_bear+BTCD_strong_bull|HTF1D+HTF4H|tgt3.0R,15,-0.61,-0.0403,0.333,0.91,3,-6.91,-5.25,0.28,1.19
BTC_INTRA_1H_brk_dec_b70_r15|DXY_bear+BTCD_strong_bull|HTF1D|tgt4.0R,15,-0.61,-0.0403,0.333,0.91,3,-6.91,-5.25,0.28,1.19
BTC_INTRA_1H_brk_dec_b70_r15|DXY_bear+BTCD_strong_bull|HTF1D+HTF4H|tgt4.0R,15,-0.61,-0.0403,0.333,0.91,3,-6.91,-5.25,0.28,1.19
BTC_INTRA_1H_brk_dec_b70_r15|DXY_bear+BTCD_strong_bull|HTF1D|tgt3.0R,15,-0.61,-0.0403,0.333,0.91,3,-6.91,-5.25,0.28,1.19
BTC_SWING_4H_brk_dec_b60_r12|DXY_strong_bear|HTF_none|tgt2.5R,44,-0.62,-0.0142,0.364,0.97,5,-12.87,-19.68,0.16,0.7
BTC_SWING_4H_pullback_ema50|BTCD_altseason|HTF_none|tgt4.0R,18,-0.62,-0.0344,0.278,0.93,6,-8.65,-8.4,0.07,0.31
BTC_SWING_4H_pullback_ema50|BTCD_altseason|HTF_none|tgt3.0R,18,-0.62,-0.0344,0.278,0.93,6,-8.65,-8.4,0.07,0.31
BTC_SWING_4H_brk_dec_b60_r12|DXY_strong_bear|HTF1D|tgt2.5R,44,-0.62,-0.0142,0.364,0.97,5,-12.87,-19.68,0.16,0.7
BTC_SWING_4H_brk10_b50|DXY_bear+BTCD_altseason|HTF_none|tgt2.0R,17,-0.65,-0.038,0.353,0.92,5,-7.75,-7.35,0.07,0.31
BTC_SWING_4H_brk10_b50|DXY_bear+BTCD_altseason|HTF1D|tgt2.0R,17,-0.65,-0.038,0.353,0.92,5,-7.75,-7.35,0.07,0.31
BTC_SWING_4H_brk10_b50|DXY_bear+BTCD_altseason|HTF1D+12H|tgt2.0R,17,-0.65,-0.038,0.353,0.92,5,-7.75,-7.35,0.07,0.31
BTC_SWING_4H_brk10_b70|DXY_bear|HTF_none|tgt2.5R,53,-0.67,-0.0127,0.321,0.97,7,-12.92,-21.36,0.19,0.83
BTC_SWING_4H_brk10_b70|DXY_bear|HTF1D|tgt2.5R,53,-0.67,-0.0127,0.321,0.97,7,-12.92,-21.36,0.19,0.83
BTC_SWING_4H_brk10_b70|DXY_bear|HTF1D+12H|tgt2.5R,53,-0.67,-0.0127,0.321,0.97,7,-12.92,-21.36,0.19,0.83
BTC_SWING_4H_pullback_ema50|BTCD_altseason|HTF1D+12H|tgt2.0R,17,-0.68,-0.0398,0.294,0.91,5,-7.6,-7.35,0.07,0.32
BTC_SWING_4H_pullback_ema50|BTCD_altseason|HTF1D|tgt2.0R,17,-0.68,-0.0398,0.294,0.91,5,-7.6,-7.35,0.07,0.32
BTC_SWING_4H_brk20_b50|DXY_bear+BTCD_bull|HTF1D+12H|tgt2.0R,39,-0.74,-0.0189,0.333,0.95,8,-10.49,-15.6,0.16,0.67
BTC_SWING_4H_brk20_b50|DXY_bear|HTF1D|tgt4.0R,59,-0.74,-0.0126,0.288,0.97,8,-18.14,-25.56,0.22,0.93
BTC_SWING_4H_brk20_b50|DXY_bear+BTCD_bull|HTF_none|tgt2.0R,39,-0.74,-0.0189,0.333,0.95,8,-10.49,-15.6,0.16,0.67
BTC_SWING_4H_brk20_b50|DXY_bear|HTF_none|tgt4.0R,59,-0.74,-0.0126,0.288,0.97,8,-18.14,-25.56,0.22,0.93
BTC_SWING_4H_brk20_b50|DXY_bear+BTCD_bull|HTF1D|tgt2.0R,39,-0.74,-0.0189,0.333,0.95,8,-10.49,-15.6,0.16,0.67
BTC_SWING_4H_brk20_b50|DXY_bear|HTF1D+12H|tgt4.0R,59,-0.74,-0.0126,0.288,0.97,8,-18.14,-25.56,0.22,0.93
BTC_INTRA_1H_brk_dec_b60_r12|no_macro|HTF1D|tgt3.0R,68,-0.79,-0.0116,0.294,0.97,8,-15.54,-27.2,0.97,4.15
BTC_INTRA_1H_brk_dec_b70_r15|no_macro|HTF1D|tgt2.5R,41,-0.82,-0.02,0.341,0.95,5,-11.08,-14.89,0.59,2.52
BTC_SWING_4H_brk10_b60|DXY_bear|HTF_none|tgt4.0R,63,-0.83,-0.0131,0.302,0.97,9,-18.23,-26.32,0.23,0.99
BTC_SWING_4H_brk10_b60|DXY_bear|HTF1D|tgt4.0R,63,-0.83,-0.0131,0.302,0.97,9,-18.23,-26.32,0.23,0.99
BTC_SWING_4H_brk10_b60|DXY_bear|HTF1D+12H|tgt4.0R,63,-0.83,-0.0131,0.302,0.97,9,-18.23,-26.32,0.23,0.99
BTC_SWING_4H_failed_breakdown|no_macro|HTF1D+12H|tgt2.0R,65,-0.88,-0.0135,0.277,0.97,8,-10.63,-20.38,0.24,1.03
BTC_SWING_4H_failed_breakdown|DXY_bear|HTF_none|tgt2.5R,45,-0.91,-0.0202,0.244,0.96,7,-13.16,-20.42,0.17,0.72
BTC_SWING_4H_failed_breakdown|DXY_bear|HTF1D|tgt2.5R,45,-0.91,-0.0202,0.244,0.96,7,-13.16,-20.42,0.17,0.72
BTC_SWING_4H_brk10_b60|DXY_bear+BTCD_altseason|HTF1D+12H|tgt3.0R,14,-0.95,-0.0681,0.357,0.86,4,-6.8,-4.2,0.06,0.26
BTC_SWING_4H_brk10_b60|DXY_bear+BTCD_altseason|HTF_none|tgt3.0R,14,-0.95,-0.0681,0.357,0.86,4,-6.8,-4.2,0.06,0.26
BTC_SWING_4H_brk10_b60|DXY_bear+BTCD_altseason|HTF1D|tgt3.0R,14,-0.95,-0.0681,0.357,0.86,4,-6.8,-4.2,0.06,0.26
BTC_SWING_4H_failed_breakdown|DXY_bear|HTF1D|tgt3.0R,45,-1.0,-0.0222,0.222,0.95,8,-15.75,-20.86,0.17,0.72
BTC_SWING_4H_brk20_b50|DXY_bear+BTCD_altseason|HTF_none|tgt3.0R,13,-1.0,-0.0772,0.308,0.84,4,-6.4,-3.15,0.06,0.24
BTC_SWING_4H_brk20_b50|DXY_bear+BTCD_altseason|HTF1D|tgt3.0R,13,-1.0,-0.0772,0.308,0.84,4,-6.4,-3.15,0.06,0.24
BTC_SWING_4H_brk20_b50|DXY_bear+BTCD_altseason|HTF1D+12H|tgt3.0R,13,-1.0,-0.0772,0.308,0.84,4,-6.4,-3.15,0.06,0.24
BTC_SWING_4H_failed_breakdown|DXY_bear|HTF_none|tgt3.0R,45,-1.0,-0.0222,0.222,0.95,8,-15.75,-20.86,0.17,0.72
BTC_SWING_4H_brk10_b60|DXY_strong_bear|HTF1D+12H|tgt4.0R,48,-1.05,-0.0219,0.333,0.96,7,-16.59,-22.88,0.18,0.75
BTC_SWING_4H_failed_breakdown|DXY_bear+BTCD_altseason|HTF1D+12H|tgt3.0R,12,-1.07,-0.0891,0.333,0.85,4,-7.12,-2.1,0.06,0.25
BTC_SWING_4H_brk20_b50|DXY_below_ema200|HTF1D+12H|tgt4.0R,53,-1.09,-0.0206,0.283,0.96,8,-18.34,-25.92,0.2,0.84
BTC_SWING_4H_brk20_b50|DXY_below_ema200|HTF_none|tgt4.0R,53,-1.09,-0.0206,0.283,0.96,8,-18.34,-25.92,0.2,0.84
BTC_SWING_4H_brk20_b50|DXY_below_ema200|HTF1D|tgt4.0R,53,-1.09,-0.0206,0.283,0.96,8,-18.34,-25.92,0.2,0.84
BTC_SWING_4H_brk10_b50|DXY_bear+BTCD_altseason|HTF1D|tgt4.0R,17,-1.1,-0.0649,0.294,0.86,5,-7.95,-7.35,0.07,0.31
BTC_SWING_4H_brk10_b50|DXY_bear+BTCD_altseason|HTF1D+12H|tgt4.0R,17,-1.1,-0.0649,0.294,0.86,5,-7.95,-7.35,0.07,0.31
BTC_SWING_4H_pullback_ema50|DXY_below_ema200|HTF1D|tgt4.0R,23,-1.1,-0.0477,0.174,0.89,6,-9.9,-9.65,0.09,0.38
BTC_SWING_4H_brk10_b50|DXY_bear+BTCD_altseason|HTF_none|tgt4.0R,17,-1.1,-0.0649,0.294,0.86,5,-7.95,-7.35,0.07,0.31
BTC_SWING_4H_pullback_ema50|DXY_below_ema200|HTF_none|tgt4.0R,23,-1.1,-0.0477,0.174,0.89,6,-9.9,-9.65,0.09,0.38
BTC_SWING_4H_pullback_ema50|DXY_below_ema200|HTF1D+12H|tgt4.0R,23,-1.1,-0.0477,0.174,0.89,6,-9.9,-9.65,0.09,0.38
BTC_SWING_4H_failed_breakdown|BTCD_altseason|HTF1D+12H|tgt3.0R,18,-1.13,-0.0626,0.278,0.9,6,-11.42,-8.4,0.08,0.34
BTC_SWING_4H_pullback_ema50|DXY_strong_bear+BTCD_strong_bull|HTF1D|tgt3.0R,5,-1.22,-0.2447,0.4,0.43,2,0.0,0.0,0.04,0.18
BTC_SWING_4H_pullback_ema50|DXY_strong_bear+BTCD_strong_bull|HTF1D|tgt2.5R,5,-1.22,-0.2447,0.4,0.43,2,0.0,0.0,0.04,0.18
BTC_SWING_4H_pullback_ema50|DXY_strong_bear+BTCD_strong_bull|HTF1D|tgt2.0R,5,-1.22,-0.2447,0.4,0.43,2,0.0,0.0,0.04,0.18
BTC_SWING_4H_brk10_b60|DXY_below_ema200|HTF_none|tgt2.5R,55,-1.22,-0.0222,0.309,0.96,9,-13.47,-23.92,0.2,0.87
BTC_SWING_4H_brk10_b60|DXY_below_ema200|HTF1D+12H|tgt2.5R,55,-1.22,-0.0222,0.309,0.96,9,-13.47,-23.92,0.2,0.87
