candidate_id,timestamp,source,unknown_rank,at_D1_demand,near_custom_ob_demand,inside_custom_ob_demand,supply_overhead,inside_custom_ob_supply
C188,2020-02-13 15:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C189,2020-02-13 19:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C191,2020-02-14 03:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C192,2020-02-14 07:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,1
C198,2020-02-17 07:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C199,2020-02-17 11:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C201,2020-02-17 23:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C203,2020-02-18 07:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,0,1
C217,2020-02-20 15:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C218,2020-02-20 19:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C219,2020-02-20 23:00,swing_high_simples,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C224,2020-02-21 19:00,swing_high_simples,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C230,2020-02-24 19:00,swing_high_simples,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C237,2020-02-25 23:00,swing_high_simples,UNKNOWN_NAO_LIKE,0,1,0,1,0
C242,2020-02-26 19:00,swing_high_simples,UNKNOWN_NAO_LIKE,0,1,0,1,0
C247,2020-02-27 15:00,swing_high_simples,UNKNOWN_NAO_LIKE,0,1,0,1,0
C249,2020-02-27 23:00,swing_high_simples,UNKNOWN_NAO_LIKE,0,1,0,1,0
C253,2020-02-28 15:00,fractal_3_3,UNKNOWN_BOM_LIKE,0,1,1,0,0
C254,2020-02-28 19:00,fractal_3_3,UNKNOWN_BOM_LIKE,0,1,0,0,0
C255,2020-03-01 23:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C259,2020-03-02 15:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C260,2020-03-02 19:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C262,2020-03-03 03:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C268,2020-03-04 03:00,swing_high_simples,UNKNOWN_NAO_LIKE,0,0,0,1,0
C270,2020-03-04 11:00,swing_high_simples,UNKNOWN_NAO_LIKE,0,0,0,1,0
C272,2020-03-04 19:00,swing_high_simples,UNKNOWN_NAO_LIKE,0,0,0,1,0
C274,2020-03-05 03:00,swing_high_simples,UNKNOWN_NAO_LIKE,0,0,0,1,0
C277,2020-03-05 15:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C278,2020-03-05 19:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C279,2020-03-05 23:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C287,2020-03-09 06:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C288,2020-03-09 10:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C289,2020-03-09 14:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C291,2020-03-09 22:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C293,2020-03-10 06:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,1,0,1,0
C295,2020-03-10 14:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,1,0,1,0
C297,2020-03-10 22:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,1,0,1,0
C298,2020-03-11 02:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C299,2020-03-11 06:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C300,2020-03-11 10:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C303,2020-03-11 22:00,swing_high_simples,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C304,2020-03-12 02:00,swing_high_simples,UNKNOWN_NAO_LIKE,0,0,0,1,0
C305,2020-03-12 06:00,swing_high_simples,UNKNOWN_NAO_LIKE,0,0,0,1,0
C351,2020-03-23 22:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C355,2020-03-24 14:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C356,2020-03-24 18:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C358,2020-03-25 02:00,fractal_3_3,UNKNOWN_NEEDS_VISUAL,0,0,0,0,0
C359,2020-03-25 06:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C360,2020-03-25 10:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C361,2020-03-25 14:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C362,2020-03-25 18:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C363,2020-03-25 22:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C364,2020-03-26 02:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,1,1,0
C365,2020-03-26 06:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,1,0,1,0
C369,2020-03-26 22:00,swing_high_simples,UNKNOWN_NAO_LIKE,0,0,0,1,0
C375,2020-03-29 22:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,1,1,1,0
C383,2020-03-31 06:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C384,2020-03-31 10:00,fractal_3_3,UNKNOWN_NEEDS_VISUAL,0,0,0,0,0
C391,2020-04-01 14:00,swing_high_simples,UNKNOWN_BOM_LIKE,0,1,0,0,0
C396,2020-04-02 10:00,fractal_3_3,UNKNOWN_NEEDS_VISUAL,0,0,0,0,0
C398,2020-04-02 18:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C399,2020-04-02 22:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C413,2020-04-07 06:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C414,2020-04-07 10:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C415,2020-04-07 14:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C416,2020-04-07 18:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C417,2020-04-07 22:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C418,2020-04-08 02:00,fractal_3_3,UNKNOWN_NEEDS_VISUAL,0,0,0,0,0
C419,2020-04-08 06:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C427,2020-04-09 14:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C428,2020-04-09 18:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C429,2020-04-12 22:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C430,2020-04-13 02:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C436,2020-04-14 02:00,swing_high_simples,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C437,2020-04-14 06:00,swing_high_simples,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C440,2020-04-14 18:00,swing_high_simples,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C442,2020-04-15 02:00,swing_high_simples,UNKNOWN_BOM_LIKE,0,1,0,0,0
C444,2020-04-15 10:00,swing_high_simples,UNKNOWN_NAO_LIKE,0,1,0,1,0
C445,2020-04-15 14:00,swing_high_simples,UNKNOWN_NAO_LIKE,0,0,1,1,0
C446,2020-04-15 18:00,swing_high_simples,UNKNOWN_NAO_LIKE,0,0,1,1,0
C448,2020-04-16 02:00,swing_high_simples,UNKNOWN_NEEDS_VISUAL,0,0,0,0,0
C449,2020-04-16 06:00,swing_high_simples,UNKNOWN_NAO_LIKE,0,1,0,1,0
C450,2020-04-16 10:00,swing_high_simples,UNKNOWN_NAO_LIKE,0,1,0,1,0
C458,2020-04-17 18:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C459,2020-04-19 22:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C460,2020-04-20 02:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C461,2020-04-20 06:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C462,2020-04-20 10:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C467,2020-04-21 06:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,1,1,0
C468,2020-04-21 10:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,1,1,0
C469,2020-04-21 14:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,1,1,0
C470,2020-04-21 18:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,1,0,1,0
C471,2020-04-21 22:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,1,0,1,0
C472,2020-04-22 02:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C475,2020-04-22 14:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C476,2020-04-22 18:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C478,2020-04-23 02:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C493,2020-04-27 14:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,1,1,0
C495,2020-04-27 22:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C497,2020-04-28 06:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C499,2020-04-28 14:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C500,2020-04-28 18:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C501,2020-04-28 22:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C502,2020-04-29 02:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C503,2020-04-29 06:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,1,0,1,0
C504,2020-04-29 10:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,1,0,1,0
C505,2020-04-29 14:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,1,1,0
C506,2020-04-29 18:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,1,0,1,1
C507,2020-04-29 22:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,1,0,1,1
C509,2020-04-30 06:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,1,0,1,0
C510,2020-04-30 10:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,1,1,0
C521,2020-05-04 06:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C522,2020-05-04 10:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C523,2020-05-04 14:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C526,2020-05-05 02:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,1
C529,2020-05-05 14:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,1
C530,2020-05-05 18:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,1
C531,2020-05-05 22:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,1,1,0
C532,2020-05-06 02:00,fractal_3_3,UNKNOWN_NEEDS_VISUAL,0,0,0,0,0
C542,2020-05-07 18:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C543,2020-05-07 22:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C544,2020-05-08 02:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C545,2020-05-08 06:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C549,2020-05-10 22:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C550,2020-05-11 02:00,fractal_3_3,UNKNOWN_NAO_LIKE,1,0,0,1,0
C552,2020-05-11 10:00,fractal_3_3,UNKNOWN_NAO_LIKE,1,0,0,1,0
C557,2020-05-12 06:00,fractal_3_3,UNKNOWN_NAO_LIKE,1,0,1,1,0
C558,2020-05-12 10:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,1,0,1,0
C559,2020-05-12 14:00,fractal_3_3,UNKNOWN_NAO_LIKE,1,0,1,1,0
C561,2020-05-12 22:00,fractal_3_3,UNKNOWN_NAO_LIKE,1,0,1,1,0
C562,2020-05-13 02:00,fractal_3_3,UNKNOWN_NAO_LIKE,1,0,1,1,0
C566,2020-05-13 18:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,1
C567,2020-05-13 22:00,fractal_3_3,UNKNOWN_NAO_LIKE,1,0,0,1,0
C568,2020-05-14 02:00,fractal_3_3,UNKNOWN_NAO_LIKE,1,0,0,1,0
C569,2020-05-14 06:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,1
C572,2020-05-14 18:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,0,1
C583,2020-05-18 14:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C584,2020-05-18 18:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C585,2020-05-18 22:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C586,2020-05-19 02:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C589,2020-05-19 14:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,1,0,1,0
C590,2020-05-19 18:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,1,0,1,0
C597,2020-05-20 22:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C598,2020-05-21 02:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,1,0,1,0
C604,2020-05-22 02:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C610,2020-05-25 02:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C611,2020-05-25 06:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,1
C612,2020-05-25 10:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C613,2020-05-25 14:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C631,2020-05-28 18:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C634,2020-05-29 06:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,1
C635,2020-05-29 10:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C637,2020-05-29 18:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C639,2020-06-01 02:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C643,2020-06-01 18:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,1
C644,2020-06-01 22:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,1
C645,2020-06-02 02:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,1
C646,2020-06-02 06:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,1,0,1,0
C647,2020-06-02 10:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C652,2020-06-03 06:00,fractal_3_3,UNKNOWN_NAO_LIKE,1,0,1,1,0
C685,2020-06-10 18:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,1
C689,2020-06-11 10:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,1
C691,2020-06-11 18:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C692,2020-06-11 22:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,1,0,1,0
C695,2020-06-12 10:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,1
C702,2020-06-15 14:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,1,0,1,0
C703,2020-06-15 18:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,1,0,1,0
C707,2020-06-16 10:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C709,2020-06-16 18:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C713,2020-06-17 10:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C714,2020-06-17 14:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C715,2020-06-17 18:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C717,2020-06-18 02:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,1,0,1,0
C718,2020-06-18 06:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,1,0,1,0
C719,2020-06-18 10:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,1,1,0
C720,2020-06-18 14:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,1,1,0
C722,2020-06-18 22:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,1,0,1,0
C727,2020-06-19 18:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C735,2020-06-23 02:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C766,2020-06-30 06:00,fractal_3_3,UNKNOWN_BOM_LIKE,0,0,1,0,0
C769,2020-06-30 18:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C770,2020-06-30 22:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C771,2020-07-01 02:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C780,2020-07-02 14:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C781,2020-07-02 18:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C782,2020-07-02 22:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C783,2020-07-03 02:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C784,2020-07-03 06:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,1
C786,2020-07-03 14:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,1
C787,2020-07-05 22:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,1
C788,2020-07-06 02:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,1
C790,2020-07-06 10:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,0,1
C791,2020-07-06 14:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,0,1
C792,2020-07-06 18:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,0,1
C795,2020-07-07 06:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,1,0,1,0
C796,2020-07-07 10:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,0,1
C798,2020-07-07 18:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C799,2020-07-07 22:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C800,2020-07-08 02:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C803,2020-07-08 14:00,swing_high_simples,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C804,2020-07-08 18:00,swing_high_simples,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C805,2020-07-08 22:00,swing_high_simples,UNKNOWN_NEEDS_VISUAL,0,0,0,0,0
C833,2020-07-15 14:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,0,1
C845,2020-07-17 14:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C849,2020-07-20 06:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,0,1
C850,2020-07-20 10:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C852,2020-07-20 18:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C853,2020-07-20 22:00,fractal_3_3,UNKNOWN_BOM_LIKE,1,0,0,0,0
C854,2020-07-21 02:00,fractal_3_3,UNKNOWN_BOM_LIKE,1,0,0,0,0
C858,2020-07-21 18:00,swing_high_simples,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C866,2020-07-23 02:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C871,2020-07-23 22:00,swing_high_simples,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C872,2020-07-24 02:00,swing_high_simples,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C875,2020-07-24 14:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C876,2020-07-24 18:00,fractal_3_3,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C888,2020-07-28 18:00,swing_high_simples,UNKNOWN_NAO_LIKE,0,0,0,1,0
C889,2020-07-28 22:00,swing_high_simples,UNKNOWN_NAO_LIKE,0,0,0,1,0
C890,2020-07-29 02:00,swing_high_simples,UNKNOWN_NAO_LIKE,0,0,0,1,0
C891,2020-07-29 06:00,swing_high_simples,UNKNOWN_NAO_LIKE,0,0,0,1,0
C892,2020-07-29 10:00,swing_high_simples,UNKNOWN_NAO_LIKE,0,0,0,1,0
C893,2020-07-29 14:00,swing_high_simples,UNKNOWN_NAO_LIKE,0,0,0,1,1
C901,2020-07-30 22:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C902,2020-07-31 02:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,0,1
C903,2020-07-31 06:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,0,1
C904,2020-07-31 10:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C905,2020-07-31 14:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,0,1
C906,2020-07-31 18:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,0,1
C910,2020-08-03 10:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C911,2020-08-03 14:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C919,2020-08-04 22:00,swing_high_simples,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C924,2020-08-05 18:00,swing_high_simples,UNKNOWN_NEEDS_VISUAL,0,0,0,0,0
C925,2020-08-05 22:00,swing_high_simples,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C934,2020-08-07 10:00,swing_high_simples,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C935,2020-08-07 14:00,swing_high_simples,UNKNOWN_NAO_LIKE,0,0,0,1,0
C936,2020-08-07 18:00,swing_high_simples,UNKNOWN_NAO_LIKE,0,0,0,1,0
C938,2020-08-10 02:00,swing_high_simples,UNKNOWN_NEEDS_VISUAL,0,0,0,0,0
C939,2020-08-10 06:00,swing_high_simples,UNKNOWN_NAO_LIKE,0,1,0,1,0
C943,2020-08-10 22:00,swing_high_simples,UNKNOWN_NAO_LIKE,0,0,1,1,0
C944,2020-08-11 02:00,swing_high_simples,UNKNOWN_LOW_PRIORITY,0,0,0,0,0
C945,2020-08-11 06:00,fractal_3_3,UNKNOWN_NAO_LIKE,0,0,0,1,0
C948,2020-08-11 18:00,fractal_3_3,UNKNOWN_BOM_LIKE,0,0,1,0,0
