bar_idx,timestamp,macro_reader_leg,dspa_primary_state,dspa_secondary_state,confidence,evidence_supports,evidence_conflicts,source_layers_used,unavailable_flags,reason_code
6597,2024-04-09,MACRO_BULL_LEG,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,high,acceptance_above|supply_markup|structure_up|BOS|momentum_strong|clean_sky|macro_phase_bullrun,,dspa_F3F6|dspa_F4|macro_momentum|macro_supply|prior_clean_sky|prior_macro_phase,,MARKUP_THROUGH_SUPPLY<=acceptance_above+supply_markup+structure_up+BOS
6610,2024-04-11,MACRO_BULL_LEG,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,high,acceptance_above|supply_markup|momentum_strong|clean_sky|macro_phase_bullrun,,dspa_F3F6|macro_momentum|macro_supply|prior_clean_sky|prior_macro_phase,,MARKUP_THROUGH_SUPPLY<=acceptance_above+supply_markup+momentum_strong+clean_sky
6711,2024-05-06,MACRO_RANGE,SUPPLY_REJECTION_TRAP,REVERSAL_RUNNER,med,supply_reject|fuel_low|premium,acceptance_above,dspa_F5ctx|macro_fuel|macro_supply,,SUPPLY_REJECTION_TRAP<=supply_reject+fuel_low+premium
6729,2024-05-09,MACRO_CORRECTIVE_PULLBACK,BULL_PULLBACK_CONTINUATION,MARKUP_THROUGH_SUPPLY,high,demand_defended|holding_support|acceptance_above|structure_up|momentum_strong,supply_reject,dspa_F3|dspa_F3F6|dspa_F4|macro_demand|macro_momentum,,BULL_PULLBACK_CONTINUATION<=demand_defended+holding_support+acceptance_above+structure_up
6741,2024-05-13,MACRO_CORRECTIVE_PULLBACK,BULL_PULLBACK_CONTINUATION,MARKUP_THROUGH_SUPPLY,high,demand_defended|holding_support|structure_up|momentum_strong|macro_phase_bullrun,supply_reject,dspa_F3|dspa_F4|macro_demand|macro_momentum|prior_macro_phase,,BULL_PULLBACK_CONTINUATION<=demand_defended+holding_support+structure_up+momentum_strong
6767,2024-05-17,MACRO_CORRECTIVE_PULLBACK,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,high,acceptance_above|structure_up|BOS|momentum_strong|macro_phase_bullrun,,dspa_F3F6|dspa_F4|macro_momentum|prior_macro_phase,,MARKUP_THROUGH_SUPPLY<=acceptance_above+structure_up+BOS+momentum_strong
6791,2024-05-23,MACRO_CORRECTIVE_PULLBACK,MARKUP_THROUGH_SUPPLY,REVERSAL_RUNNER,high,supply_markup|momentum_strong|clean_sky|macro_phase_bullrun,,macro_momentum|macro_supply|prior_clean_sky|prior_macro_phase,,MARKUP_THROUGH_SUPPLY<=supply_markup+momentum_strong+clean_sky+macro_phase_bullrun
6819,2024-05-30,MACRO_BULL_LEG,MARKUP_THROUGH_SUPPLY,SUPPLY_REJECTION_TRAP,low,acceptance_above|structure_up,,dspa_F3F6|dspa_F4,,MARKUP_THROUGH_SUPPLY<=acceptance_above+structure_up
6832,2024-06-03,MACRO_BULL_LEG,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,med,acceptance_above|supply_markup|clean_sky,,dspa_F3F6|macro_supply|prior_clean_sky,,MARKUP_THROUGH_SUPPLY<=acceptance_above+supply_markup+clean_sky
6844,2024-06-05,MACRO_BULL_LEG,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,high,acceptance_above|supply_markup|BOS|clean_sky,,dspa_F3F6|dspa_F4|macro_supply|prior_clean_sky,,MARKUP_THROUGH_SUPPLY<=acceptance_above+supply_markup+BOS+clean_sky
6887,2024-06-14,MACRO_BEAR_LEG,LEGITIMATE_BEAR_BUY,REVERSAL_RUNNER,high,flush_V|demand_defended|acceptance_above|smc_choch_bull|bl_refined_preserve,momentum_strong,dspa_F2|dspa_F3F6|ind_smc|macro_demand|prior_bearleg_refined,,LEGITIMATE_BEAR_BUY<=flush_V+demand_defended+acceptance_above+smc_choch_bull
6908,2024-06-20,MACRO_CORRECTIVE_PULLBACK,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,high,acceptance_above|supply_markup|structure_up|momentum_strong|clean_sky,,dspa_F3F6|dspa_F4|macro_momentum|macro_supply|prior_clean_sky,,MARKUP_THROUGH_SUPPLY<=acceptance_above+supply_markup+structure_up+momentum_strong
6923,2024-06-24,MACRO_CORRECTIVE_PULLBACK,SUPPLY_REJECTION_TRAP,BULL_PULLBACK_CONTINUATION,low,supply_reject|fuel_low,acceptance_above,macro_fuel|macro_supply,,SUPPLY_REJECTION_TRAP<=supply_reject+fuel_low
6954,2024-07-01,MACRO_CORRECTIVE_PULLBACK,MARKUP_THROUGH_SUPPLY,,low,acceptance_above|clean_sky,,dspa_F3F6|prior_clean_sky,,MARKUP_THROUGH_SUPPLY<=acceptance_above+clean_sky
6962,2024-07-03,MACRO_RANGE,SUPPLY_REJECTION_TRAP,,med,rejected_at_res|supply_reject|fuel_low|premium,acceptance_above,dspa_F3|dspa_F5ctx|macro_fuel|macro_supply,,SUPPLY_REJECTION_TRAP<=rejected_at_res+supply_reject+fuel_low+premium
6977,2024-07-05,MACRO_RANGE,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,high,acceptance_above|structure_up|BOS|momentum_strong|clean_sky|macro_phase_bullrun,,dspa_F3F6|dspa_F4|macro_momentum|prior_clean_sky|prior_macro_phase,,MARKUP_THROUGH_SUPPLY<=acceptance_above+structure_up+BOS+momentum_strong
6992,2024-07-10,MACRO_RANGE,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,med,acceptance_above|momentum_strong|macro_phase_bullrun,,dspa_F3F6|macro_momentum|prior_macro_phase,,MARKUP_THROUGH_SUPPLY<=acceptance_above+momentum_strong+macro_phase_bullrun
7022,2024-07-17,MACRO_RANGE,STRUCTURAL_RISK_SL_PROBLEM,MARKUP_THROUGH_SUPPLY,high,acceptance_above|supply_markup|structure_up|BOS|momentum_strong|clean_sky|macro_phase_bullrun,risk_bad,dspa_F3F6|dspa_F4|macro_momentum|macro_supply|prior_clean_sky|prior_macro_phase,,STRUCTURAL_RISK_SL_PROBLEM<=acceptance_above+supply_markup+structure_up+BOS
7053,2024-07-24,MACRO_BULL_LEG,BULL_PULLBACK_CONTINUATION,MARKUP_THROUGH_SUPPLY,high,demand_defended|holding_support|acceptance_above|momentum_strong|macro_phase_bullrun,,dspa_F3|dspa_F3F6|macro_demand|macro_momentum|prior_macro_phase,,BULL_PULLBACK_CONTINUATION<=demand_defended+holding_support+acceptance_above+momentum_strong
7065,2024-07-26,MACRO_BULL_LEG,LEGITIMATE_BEAR_BUY,REVERSAL_RUNNER,high,flush_V|capit_climax|demand_defended|acceptance_above|bottom_turn|bub_climax_bull,,dspa_F2|dspa_F3F6|ind_bubbles|macro_capit|macro_demand|prior_bottom_turn,,LEGITIMATE_BEAR_BUY<=flush_V+capit_climax+demand_defended+acceptance_above
7094,2024-08-02,MACRO_BULL_LEG,STRUCTURAL_RISK_SL_PROBLEM,MARKUP_THROUGH_SUPPLY,high,acceptance_above|structure_up|BOS|momentum_strong|macro_phase_bullrun,risk_bad,dspa_F3F6|dspa_F4|macro_momentum|prior_macro_phase,,STRUCTURAL_RISK_SL_PROBLEM<=acceptance_above+structure_up+BOS+momentum_strong
7119,2024-08-08,MACRO_RANGE,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,high,acceptance_above|BOS|clean_sky|macro_phase_bullrun,,dspa_F3F6|dspa_F4|prior_clean_sky|prior_macro_phase,,MARKUP_THROUGH_SUPPLY<=acceptance_above+BOS+clean_sky+macro_phase_bullrun
7129,2024-08-12,MACRO_RANGE,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,high,acceptance_above|structure_up|momentum_strong|clean_sky|macro_phase_bullrun,,dspa_F3F6|dspa_F4|macro_momentum|prior_clean_sky|prior_macro_phase,,MARKUP_THROUGH_SUPPLY<=acceptance_above+structure_up+momentum_strong+clean_sky
7149,2024-08-15,MACRO_RANGE,STRUCTURAL_RISK_SL_PROBLEM,BULL_PULLBACK_CONTINUATION,med,holding_support|structure_up|momentum_strong|macro_phase_bullrun,supply_reject|risk_bad,dspa_F3|dspa_F4|macro_momentum|prior_macro_phase,,STRUCTURAL_RISK_SL_PROBLEM<=holding_support+structure_up+momentum_strong+macro_phase_bullrun
7232,2024-09-04,MACRO_RANGE,STRUCTURAL_RISK_SL_PROBLEM,MARKUP_THROUGH_SUPPLY,med,acceptance_above|momentum_strong|macro_phase_bullrun,risk_bad,dspa_F3F6|macro_momentum|prior_macro_phase,,STRUCTURAL_RISK_SL_PROBLEM<=acceptance_above+momentum_strong+macro_phase_bullrun
7253,2024-09-09,MACRO_RANGE,BULL_PULLBACK_CONTINUATION,MARKUP_THROUGH_SUPPLY,high,demand_defended|holding_support|acceptance_above|structure_up|momentum_strong|macro_phase_bullrun,supply_reject,dspa_F3|dspa_F3F6|dspa_F4|macro_demand|macro_momentum|prior_macro_phase,,BULL_PULLBACK_CONTINUATION<=demand_defended+holding_support+acceptance_above+structure_up
7408,2024-10-15,MACRO_BULL_LEG,STRUCTURAL_RISK_SL_PROBLEM,MARKUP_THROUGH_SUPPLY,high,acceptance_above|supply_markup|momentum_strong|clean_sky|macro_phase_bullrun,risk_bad,dspa_F3F6|macro_momentum|macro_supply|prior_clean_sky|prior_macro_phase,,STRUCTURAL_RISK_SL_PROBLEM<=acceptance_above+supply_markup+momentum_strong+clean_sky
7426,2024-10-18,MACRO_TRANSITION,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,high,acceptance_above|supply_markup|structure_up|BOS|momentum_strong|clean_sky|macro_phase_bullrun,,dspa_F3F6|dspa_F4|macro_momentum|macro_supply|prior_clean_sky|prior_macro_phase,,MARKUP_THROUGH_SUPPLY<=acceptance_above+supply_markup+structure_up+BOS
7454,2024-10-25,MACRO_TRANSITION,STRUCTURAL_RISK_SL_PROBLEM,MARKUP_THROUGH_SUPPLY,med,acceptance_above|momentum_strong|macro_phase_bullrun,risk_bad,dspa_F3F6|macro_momentum|prior_macro_phase,,STRUCTURAL_RISK_SL_PROBLEM<=acceptance_above+momentum_strong+macro_phase_bullrun
7509,2024-11-07,MACRO_TRANSITION,LEGITIMATE_BEAR_BUY,BULL_PULLBACK_CONTINUATION,med,demand_defended|acceptance_above|bottom_turn|smc_choch_bull,grind_down,dspa_F3F6|ind_smc|macro_demand|prior_bottom_turn,,LEGITIMATE_BEAR_BUY<=demand_defended+acceptance_above+bottom_turn+smc_choch_bull
7549,2024-11-18,MACRO_TRANSITION,BEAR_PULLBACK_TRAP,MARKUP_THROUGH_SUPPLY,low,supply_reject|fuel_low,,macro_fuel|macro_supply,,BEAR_PULLBACK_TRAP<=supply_reject+fuel_low
7569,2024-11-21,MACRO_TRANSITION,LEGITIMATE_BEAR_BUY,,low,demand_defended|acceptance_above,momentum_strong,dspa_F3F6|macro_demand,,LEGITIMATE_BEAR_BUY<=demand_defended+acceptance_above
7577,2024-11-22,MACRO_TRANSITION,STRUCTURAL_RISK_SL_PROBLEM,MARKUP_THROUGH_SUPPLY,med,acceptance_above|BOS|momentum_strong,risk_bad,dspa_F3F6|dspa_F4|macro_momentum,,STRUCTURAL_RISK_SL_PROBLEM<=acceptance_above+BOS+momentum_strong
7662,2024-12-12,MACRO_RANGE,STRUCTURAL_RISK_SL_PROBLEM,MARKUP_THROUGH_SUPPLY,med,structure_up|momentum_strong|macro_phase_bullrun,risk_bad,dspa_F4|macro_momentum|prior_macro_phase,,STRUCTURAL_RISK_SL_PROBLEM<=structure_up+momentum_strong+macro_phase_bullrun
7710,2024-12-26,MACRO_TRANSITION,UNKNOWN_CONFLICT,,low,,,,,UNKNOWN_CONFLICT<=
7731,2024-12-31,MACRO_TRANSITION,LEGITIMATE_BEAR_BUY,SUPPLY_REJECTION_TRAP,med,flush_V|demand_defended|acceptance_above,supply_reject,dspa_F2|dspa_F3F6|macro_demand,,LEGITIMATE_BEAR_BUY<=flush_V+demand_defended+acceptance_above
7765,2025-01-09,MACRO_RANGE,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,high,acceptance_above|supply_markup|structure_up|momentum_strong|clean_sky,,dspa_F3F6|dspa_F4|macro_momentum|macro_supply|prior_clean_sky,,MARKUP_THROUGH_SUPPLY<=acceptance_above+supply_markup+structure_up+momentum_strong
7797,2025-01-16,MACRO_BULL_LEG,UNKNOWN_CONFLICT,MARKUP_THROUGH_SUPPLY,low,acceptance_above|BOS|momentum_strong|macro_phase_bullrun,,dspa_F3F6|dspa_F4|macro_momentum|prior_macro_phase,,UNKNOWN_CONFLICT<=acceptance_above+BOS+momentum_strong+macro_phase_bullrun
7816,2025-01-21,MACRO_BULL_LEG,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,high,acceptance_above|structure_up|BOS|momentum_strong|clean_sky|macro_phase_bullrun,,dspa_F3F6|dspa_F4|macro_momentum|prior_clean_sky|prior_macro_phase,,MARKUP_THROUGH_SUPPLY<=acceptance_above+structure_up+BOS+momentum_strong
7838,2025-01-27,MACRO_BULL_LEG,STRUCTURAL_RISK_SL_PROBLEM,BULL_PULLBACK_CONTINUATION,med,holding_support|structure_up|momentum_strong|macro_phase_bullrun,supply_reject|risk_bad,dspa_F3|dspa_F4|macro_momentum|prior_macro_phase,,STRUCTURAL_RISK_SL_PROBLEM<=holding_support+structure_up+momentum_strong+macro_phase_bullrun
7869,2025-02-03,MACRO_BULL_LEG,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,high,acceptance_above|supply_markup|structure_up|BOS|momentum_strong|clean_sky|macro_phase_bullrun,,dspa_F3F6|dspa_F4|macro_momentum|macro_supply|prior_clean_sky|prior_macro_phase,,MARKUP_THROUGH_SUPPLY<=acceptance_above+supply_markup+structure_up+BOS
7902,2025-02-11,MACRO_BULL_LEG,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,high,acceptance_above|supply_markup|structure_up|BOS|momentum_strong|clean_sky|macro_phase_bullrun,,dspa_F3F6|dspa_F4|macro_momentum|macro_supply|prior_clean_sky|prior_macro_phase,,MARKUP_THROUGH_SUPPLY<=acceptance_above+supply_markup+structure_up+BOS
7924,2025-02-14,MACRO_BULL_LEG,STRUCTURAL_RISK_SL_PROBLEM,BULL_PULLBACK_CONTINUATION,med,demand_defended|holding_support|momentum_strong|macro_phase_bullrun,structure_down|risk_bad,dspa_F3|macro_demand|macro_momentum|prior_macro_phase,,STRUCTURAL_RISK_SL_PROBLEM<=demand_defended+holding_support+momentum_strong+macro_phase_bullrun
7933,2025-02-18,MACRO_BULL_LEG,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,high,acceptance_above|BOS|momentum_strong|macro_phase_bullrun,,dspa_F3F6|dspa_F4|macro_momentum|prior_macro_phase,,MARKUP_THROUGH_SUPPLY<=acceptance_above+BOS+momentum_strong+macro_phase_bullrun
7943,2025-02-19,MACRO_BULL_LEG,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,high,acceptance_above|supply_markup|structure_up|momentum_strong|clean_sky|macro_phase_bullrun,,dspa_F3F6|dspa_F4|macro_momentum|macro_supply|prior_clean_sky|prior_macro_phase,,MARKUP_THROUGH_SUPPLY<=acceptance_above+supply_markup+structure_up+momentum_strong
7993,2025-03-04,MACRO_BULL_LEG,SUPPLY_REJECTION_TRAP,BULL_PULLBACK_CONTINUATION,med,supply_reject|fuel_low|premium|swept_high_reject,acceptance_above,dspa_F1|dspa_F5ctx|macro_fuel|macro_supply,,SUPPLY_REJECTION_TRAP<=supply_reject+fuel_low+premium+swept_high_reject
8080,2025-03-24,MACRO_BULL_LEG,STRUCTURAL_RISK_SL_PROBLEM,MARKUP_THROUGH_SUPPLY,med,supply_markup|momentum_strong|clean_sky|macro_phase_bullrun,rejected_at_res|risk_bad,macro_momentum|macro_supply|prior_clean_sky|prior_macro_phase,,STRUCTURAL_RISK_SL_PROBLEM<=supply_markup+momentum_strong+clean_sky+macro_phase_bullrun
8095,2025-03-27,MACRO_BULL_LEG,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,high,acceptance_above|supply_markup|BOS|momentum_strong|clean_sky|macro_phase_bullrun,rejected_at_res,dspa_F3F6|dspa_F4|macro_momentum|macro_supply|prior_clean_sky|prior_macro_phase,,MARKUP_THROUGH_SUPPLY<=acceptance_above+supply_markup+BOS+momentum_strong
8111,2025-03-31,MACRO_BULL_LEG,STRUCTURAL_RISK_SL_PROBLEM,MARKUP_THROUGH_SUPPLY,high,acceptance_above|supply_markup|structure_up|BOS|momentum_strong|clean_sky|macro_phase_bullrun,risk_bad,dspa_F3F6|dspa_F4|macro_momentum|macro_supply|prior_clean_sky|prior_macro_phase,,STRUCTURAL_RISK_SL_PROBLEM<=acceptance_above+supply_markup+structure_up+BOS
8133,2025-04-04,MACRO_BULL_LEG,STRUCTURAL_RISK_SL_PROBLEM,MARKUP_THROUGH_SUPPLY,med,momentum_strong|clean_sky|macro_phase_bullrun,risk_bad,macro_momentum|prior_clean_sky|prior_macro_phase,,STRUCTURAL_RISK_SL_PROBLEM<=momentum_strong+clean_sky+macro_phase_bullrun
8149,2025-04-09,MACRO_BULL_LEG,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,low,acceptance_above|clean_sky,,dspa_F3F6|prior_clean_sky,,MARKUP_THROUGH_SUPPLY<=acceptance_above+clean_sky
8157,2025-04-10,MACRO_BULL_LEG,STRUCTURAL_RISK_SL_PROBLEM,MARKUP_THROUGH_SUPPLY,high,acceptance_above|supply_markup|BOS|momentum_strong|clean_sky|macro_phase_bullrun,risk_bad,dspa_F3F6|dspa_F4|macro_momentum|macro_supply|prior_clean_sky|prior_macro_phase,,STRUCTURAL_RISK_SL_PROBLEM<=acceptance_above+supply_markup+BOS+momentum_strong
8200,2025-04-22,MACRO_BULL_LEG,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,high,supply_markup|structure_up|momentum_strong|clean_sky|macro_phase_bullrun,,dspa_F4|macro_momentum|macro_supply|prior_clean_sky|prior_macro_phase,,MARKUP_THROUGH_SUPPLY<=supply_markup+structure_up+momentum_strong+clean_sky
8216,2025-04-25,MACRO_BULL_LEG,STRUCTURAL_RISK_SL_PROBLEM,MARKUP_THROUGH_SUPPLY,low,acceptance_above|momentum_strong,risk_bad,dspa_F3F6|macro_momentum,,STRUCTURAL_RISK_SL_PROBLEM<=acceptance_above+momentum_strong
8236,2025-04-30,MACRO_BULL_LEG,STRUCTURAL_RISK_SL_PROBLEM,MARKUP_THROUGH_SUPPLY,low,structure_up|momentum_strong,risk_bad,dspa_F4|macro_momentum,,STRUCTURAL_RISK_SL_PROBLEM<=structure_up+momentum_strong
8277,2025-05-09,MACRO_TRANSITION,SUPPLY_REJECTION_TRAP,,med,rejected_at_res|supply_reject|fuel_low,,dspa_F3|macro_fuel|macro_supply,,SUPPLY_REJECTION_TRAP<=rejected_at_res+supply_reject+fuel_low
8338,2025-05-23,MACRO_CORRECTIVE_PULLBACK,UNKNOWN_CONFLICT,MARKUP_THROUGH_SUPPLY,low,acceptance_above|structure_up|BOS|momentum_strong,,dspa_F3F6|dspa_F4|macro_momentum,,UNKNOWN_CONFLICT<=acceptance_above+structure_up+BOS+momentum_strong
8357,2025-05-28,MACRO_CORRECTIVE_PULLBACK,LEGITIMATE_BEAR_BUY,REVERSAL_RUNNER,med,sweep_low_reclaim|flush_V|demand_defended|acceptance_above,supply_reject,dspa_F1|dspa_F2|dspa_F3F6|macro_demand,,LEGITIMATE_BEAR_BUY<=sweep_low_reclaim+flush_V+demand_defended+acceptance_above
8371,2025-06-02,MACRO_CORRECTIVE_PULLBACK,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,high,acceptance_above|supply_markup|structure_up|BOS|clean_sky,,dspa_F3F6|dspa_F4|macro_supply|prior_clean_sky,,MARKUP_THROUGH_SUPPLY<=acceptance_above+supply_markup+structure_up+BOS
8403,2025-06-09,MACRO_RANGE,BULL_PULLBACK_CONTINUATION,MARKUP_THROUGH_SUPPLY,med,demand_defended|holding_support|acceptance_above,,dspa_F3|dspa_F3F6|macro_demand,,BULL_PULLBACK_CONTINUATION<=demand_defended+holding_support+acceptance_above
8431,2025-06-16,MACRO_BULL_LEG,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,high,acceptance_above|structure_up|BOS|momentum_strong|clean_sky|macro_phase_bullrun,,dspa_F3F6|dspa_F4|macro_momentum|prior_clean_sky|prior_macro_phase,,MARKUP_THROUGH_SUPPLY<=acceptance_above+structure_up+BOS+momentum_strong
8460,2025-06-23,MACRO_BULL_LEG,BEAR_PULLBACK_TRAP,SUPPLY_REJECTION_TRAP,med,grind_down|supply_reject|fuel_low,,dspa_F2|macro_fuel|macro_supply,,BEAR_PULLBACK_TRAP<=grind_down+supply_reject+fuel_low
8479,2025-06-26,MACRO_BULL_LEG,SUPPLY_REJECTION_TRAP,MARKUP_THROUGH_SUPPLY,med,supply_reject|fuel_low|swept_high_reject,acceptance_above,dspa_F1|macro_fuel|macro_supply,,SUPPLY_REJECTION_TRAP<=supply_reject+fuel_low+swept_high_reject
8497,2025-07-01,MACRO_BULL_LEG,BEAR_PULLBACK_TRAP,SUPPLY_REJECTION_TRAP,med,grind_down|supply_reject|fuel_low,,dspa_F2|macro_fuel|macro_supply,,BEAR_PULLBACK_TRAP<=grind_down+supply_reject+fuel_low
8544,2025-07-11,MACRO_CORRECTIVE_PULLBACK,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,med,acceptance_above|BOS|clean_sky,,dspa_F3F6|dspa_F4|prior_clean_sky,,MARKUP_THROUGH_SUPPLY<=acceptance_above+BOS+clean_sky
8589,2025-07-22,MACRO_RANGE,STRUCTURAL_RISK_SL_PROBLEM,MARKUP_THROUGH_SUPPLY,high,acceptance_above|BOS|momentum_strong|macro_phase_bullrun,risk_bad,dspa_F3F6|dspa_F4|macro_momentum|prior_macro_phase,,STRUCTURAL_RISK_SL_PROBLEM<=acceptance_above+BOS+momentum_strong+macro_phase_bullrun
8622,2025-07-30,MACRO_BULL_LEG,MARKUP_THROUGH_SUPPLY,,med,acceptance_above|supply_markup|clean_sky,,dspa_F3F6|macro_supply|prior_clean_sky,,MARKUP_THROUGH_SUPPLY<=acceptance_above+supply_markup+clean_sky
8635,2025-08-01,MACRO_BULL_LEG,MARKUP_THROUGH_SUPPLY,LEGITIMATE_BEAR_BUY,med,acceptance_above|BOS|clean_sky,,dspa_F3F6|dspa_F4|prior_clean_sky,,MARKUP_THROUGH_SUPPLY<=acceptance_above+BOS+clean_sky
8659,2025-08-07,MACRO_TRANSITION,UNKNOWN_CONFLICT,BULL_PULLBACK_CONTINUATION,low,demand_defended|structure_up|momentum_strong|macro_phase_bullrun,,dspa_F4|macro_demand|macro_momentum|prior_macro_phase,,UNKNOWN_CONFLICT<=demand_defended+structure_up+momentum_strong+macro_phase_bullrun
8765,2025-09-02,MACRO_RANGE,STRUCTURAL_RISK_SL_PROBLEM,MARKUP_THROUGH_SUPPLY,high,acceptance_above|supply_markup|structure_up|BOS|momentum_strong|clean_sky|macro_phase_bullrun,risk_bad,dspa_F3F6|dspa_F4|macro_momentum|macro_supply|prior_clean_sky|prior_macro_phase,,STRUCTURAL_RISK_SL_PROBLEM<=acceptance_above+supply_markup+structure_up+BOS
8823,2025-09-15,MACRO_BULL_LEG,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,high,acceptance_above|supply_markup|BOS|momentum_strong|clean_sky|macro_phase_bullrun,,dspa_F3F6|dspa_F4|macro_momentum|macro_supply|prior_clean_sky|prior_macro_phase,,MARKUP_THROUGH_SUPPLY<=acceptance_above+supply_markup+BOS+momentum_strong
8858,2025-09-23,MACRO_BULL_LEG,STRUCTURAL_RISK_SL_PROBLEM,MARKUP_THROUGH_SUPPLY,high,acceptance_above|supply_markup|structure_up|BOS|momentum_strong|clean_sky|macro_phase_bullrun,risk_bad,dspa_F3F6|dspa_F4|macro_momentum|macro_supply|prior_clean_sky|prior_macro_phase,,STRUCTURAL_RISK_SL_PROBLEM<=acceptance_above+supply_markup+structure_up+BOS
8878,2025-09-28,MACRO_BULL_LEG,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,high,acceptance_above|supply_markup|BOS|momentum_strong|clean_sky|macro_phase_bullrun,,dspa_F3F6|dspa_F4|macro_momentum|macro_supply|prior_clean_sky|prior_macro_phase,,MARKUP_THROUGH_SUPPLY<=acceptance_above+supply_markup+BOS+momentum_strong
8893,2025-10-01,MACRO_BULL_LEG,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,high,acceptance_above|supply_markup|structure_up|BOS|momentum_strong|clean_sky|macro_phase_bullrun,,dspa_F3F6|dspa_F4|macro_momentum|macro_supply|prior_clean_sky|prior_macro_phase,,MARKUP_THROUGH_SUPPLY<=acceptance_above+supply_markup+structure_up+BOS
8905,2025-10-03,MACRO_BULL_LEG,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,high,acceptance_above|supply_markup|momentum_strong|clean_sky|macro_phase_bullrun,,dspa_F3F6|macro_momentum|macro_supply|prior_clean_sky|prior_macro_phase,,MARKUP_THROUGH_SUPPLY<=acceptance_above+supply_markup+momentum_strong+clean_sky
8923,2025-10-08,MACRO_BULL_LEG,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,high,acceptance_above|supply_markup|structure_up|BOS|momentum_strong|clean_sky|macro_phase_bullrun,,dspa_F3F6|dspa_F4|macro_momentum|macro_supply|prior_clean_sky|prior_macro_phase,,MARKUP_THROUGH_SUPPLY<=acceptance_above+supply_markup+structure_up+BOS
8940,2025-10-13,MACRO_BULL_LEG,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,high,acceptance_above|supply_markup|momentum_strong|clean_sky|macro_phase_bullrun,,dspa_F3F6|macro_momentum|macro_supply|prior_clean_sky|prior_macro_phase,,MARKUP_THROUGH_SUPPLY<=acceptance_above+supply_markup+momentum_strong+clean_sky
8966,2025-10-17,MACRO_BULL_LEG,BULL_PULLBACK_CONTINUATION,MARKUP_THROUGH_SUPPLY,high,demand_defended|holding_support|structure_up|momentum_strong|macro_phase_bullrun,,dspa_F3|dspa_F4|macro_demand|macro_momentum|prior_macro_phase,,BULL_PULLBACK_CONTINUATION<=demand_defended+holding_support+structure_up+momentum_strong
8978,2025-10-21,MACRO_BULL_LEG,STRUCTURAL_RISK_SL_PROBLEM,MARKUP_THROUGH_SUPPLY,high,structure_up|momentum_strong|clean_sky|macro_phase_bullrun,risk_bad,dspa_F4|macro_momentum|prior_clean_sky|prior_macro_phase,,STRUCTURAL_RISK_SL_PROBLEM<=structure_up+momentum_strong+clean_sky+macro_phase_bullrun
9007,2025-10-28,MACRO_BULL_LEG,REVERSAL_RUNNER,RANGE_CHOP_NO_EDGE,med,capit_climax|discount|bottom_turn,,dspa_F5ctx|macro_capit|prior_bottom_turn,,REVERSAL_RUNNER<=capit_climax+discount+bottom_turn
9081,2025-11-13,MACRO_RANGE,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,high,acceptance_above|supply_markup|structure_up|BOS|momentum_strong|clean_sky|macro_phase_bullrun,,dspa_F3F6|dspa_F4|macro_momentum|macro_supply|prior_clean_sky|prior_macro_phase,,MARKUP_THROUGH_SUPPLY<=acceptance_above+supply_markup+structure_up+BOS
