plot_id,set,datetime,blocked_v3,d1_leg,trend_30_atr,trend_90_atr,slope20_atr,dist_sma20_atr,dist_sma50_atr,price_vs_sma50,rsi_1d,rsi_1d_ma,rsi_1d_sub_ma,drop20_atr,rise20_atr,rsi,rsi_min8,rsi_max8,rsi_vs_ma,rsi_drop_6b,consec_down,consec_up,range_exp,atr_level,atr_pctile_proxy,sweet_spot_falling_knife,legpos30,legpos60,legpos90,rsi_bear_div_20b,rsi_bull_div_20b,nas_long_new_8b,nas_short_new_8b,nas_dist_ema_atr,nas_rsi,nas_1d_long_recent,bub_buy_s,bub_buy_m,bub_buy_L,bub_sell_s,bub_sell_m,bub_sell_L,bub_poc_recent,bub_buy_total,bub_sell_total,bub_buy_sell_ratio,bub_large_sell_10b,bub_large_buy_10b,has_4h_demand,dist_4h_demand_low_atr,demand_width_atr,demand_age_bars,demand_touched_on_retest,demand_origin_of_leg,has_d1_demand,dist_d1_demand_atr,has_4h_supply_overhead,dist_4h_supply_low_atr,supply_blocks_2ATR,supply_blocks_3ATR,supply_rejected_before,supply_broken_before,has_d1_supply,dist_d1_supply_atr,rel_volume,below_VAL,dist_POC_atr,dist_VAL_atr,va_width_atr,smc_bos,smc_choch_bars_ago,reclaim_body_atr,reclaim_dist_from_demand_atr,reclaim_dist_from_supply_atr,sl_atr,sl_source,sl_type,F_STRICT_top_late,hour_utc,dead_hour,sup_cat,pol_cat,demand_cat,spec_supply,spec_demand,spec_volume,spec_mtf,spec_regime,spec_momentum,spec_capit,spec_fuel,spec_risk,d1_n_SH,d1_n_SL,d1_regimeB_state,d1_regimeB_combined,d1_macro_broken,d1_weekly_slope,d1_weekly_rsi,d1_daily_HH,d1_daily_HL
T18,B,2021-12-30 19:00,NO,MACRO_TRANSITION,1.69,4.81,0.87,1.18,1.93,above,51.8,51.2,False,0.5,2.87,59.96,40.83,59.96,above,0.0,0,4,0.58,6.54,1.0,False,81.5,91.5,91.5,0,0,0,0,1.95,59.96,0,2,0,0,0,0,0,0,2,0,2,0,0,1,3.84,1.22,,1,0,1,2.09,1,6.56,0,0,0,0,1,2.15,0.41,False,1.92,2.45,1.41,,,0.12,2.62,6.56,3.94,demand,NORMAL_DEMAND_BASE,False,19,False,CLEAN_SKY,POLARITY_FLOATING_NO_BASE,DEMAND_SUPPORTING_RETEST,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BROKEN_DISTRIBUTION,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,15,10,TRANSITION,1,True,0.09580731591219226,54.9269438919022,True,False
T19,C,2022-01-10 15:00,YES,MACRO_BULL_LEG,-0.19,-0.24,-2.35,0.15,-0.86,below,46.0,54.1,True,3.32,1.62,43.16,36.54,48.66,above,5.5,0,1,1.24,7.74,1.12,False,37.4,35.9,35.9,0,0,0,0,,43.16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.27,1.01,,1,1,1,1.26,1,3.29,0,0,0,0,1,0.41,1.53,False,0.79,1.14,0.78,,12,0.78,1.27,3.29,2.37,demand,NORMAL_DEMAND_BASE,False,15,False,SUPPLY_FAR_ENOUGH,POLARITY_SUPPORTED_BY_DEMAND,DEMAND_SUPPORTING_RETEST,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,15,11,BEAR,-2,True,0.08478990615073391,49.15247890961466,True,True
T20,B,2022-01-25 07:00,NO,MACRO_BULL_LEG,3.57,4.14,-0.29,-0.15,1.18,above,61.2,56.7,False,1.08,0.72,56.85,51.48,57.56,above,0.7,1,0,1.12,7.77,1.11,False,75.9,78.0,84.4,0,0,0,0,1.73,56.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.04,0.97,,1,0,1,0.87,1,2.53,0,1,0,0,1,0.87,0.89,True,-0.37,-0.25,0.48,,,-0.46,0.08,2.53,1.14,demand,V_REVERSAL_DEMAND,False,7,False,SUPPLY_FAR_ENOUGH,POLARITY_FLOATING_NO_BASE,DEMAND_PRESENT_NEUTRAL,SUPPLY_FAR_NEUTRAL,DEMAND_NEUTRAL,REJECTION_BELOW_VALUE,PARTIAL_BULL,MACRO_TRANSITION_RISK,STRONG_BULL_MOMENTUM,NO_CAPITULATION,medium_fuel,SL_TOO_SHORT,13,11,TRANSITION,0,False,0.16495559961782771,47.218594148109844,True,True
T23,B,2022-03-24 10:00,NO,MACRO_BULL_LEG,0.82,2.61,2.72,2.07,2.03,above,52.6,55.3,True,0.0,3.24,56.62,40.83,59.71,above,3.1,0,2,1.82,10.27,0.63,False,90.8,51.2,33.3,0,1,0,0,0.28,56.62,0,1,0,0,0,0,0,0,1,0,1,0,0,1,4.17,1.15,,1,0,1,0.83,1,4.37,0,0,0,0,1,2.24,1.36,False,1.02,1.49,0.92,,3,1.24,3.02,4.37,4.27,demand,NORMAL_DEMAND_BASE,False,10,False,CLEAN_SKY,POLARITY_FLOATING_NO_BASE,DEMAND_SUPPORTING_RETEST,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,11,10,TRANSITION,3,False,0.41462632942806754,63.63673742991145,True,True
T24,B,2022-03-31 14:00,NO,MACRO_RANGE,-1.79,-4.76,1.17,1.73,0.99,above,48.3,50.4,True,0.0,3.41,55.46,42.05,55.46,above,0.0,0,3,1.09,11.06,0.75,False,72.3,72.3,47.5,0,0,0,0,0.37,55.46,0,1,2,0,0,0,0,0,3,0,3,0,2,1,4.98,1.05,,0,0,1,0.28,1,4.82,0,0,0,1,1,3.06,0.97,False,0.64,1.64,1.32,,12,0.68,3.93,4.82,5.08,demand,NORMAL_DEMAND_BASE,False,14,False,CLEAN_SKY,RECLAIM_ACCEPTED_ABOVE_SUPPLY,DEMAND_TOO_DEEP,CLEAN_SKY_BULLISH,DEMAND_FRAGILE,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_BULL,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_TOO_WIDE,12,9,TRANSITION,3,False,0.48287836162169046,58.6103024847639,False,True
T25,B,2022-04-05 10:00,YES,MACRO_CORRECTIVE_PULLBACK,3.59,2.0,1.92,1.15,0.85,above,49.4,50.2,True,0.3,2.27,49.95,41.47,52.79,above,2.8,0,1,2.25,9.68,0.81,False,87.2,68.5,68.5,0,0,0,0,,49.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.76,0.8,,1,0,1,0.93,1,5.81,0,0,0,1,1,3.6,1.16,False,1.23,1.61,0.76,,,1.3,1.96,5.81,2.86,demand,NORMAL_DEMAND_BASE,False,10,False,CLEAN_SKY,RECLAIM_ACCEPTED_ABOVE_SUPPLY,DEMAND_SUPPORTING_RETEST,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,11,10,BULL,2,False,0.5451745154262317,60.75582964833017,False,False
T26,B,2022-04-08 10:00,YES,MACRO_CORRECTIVE_PULLBACK,0.89,0.66,0.99,1.2,1.29,above,50.5,50.1,False,0.29,2.06,53.45,46.25,56.2,above,2.8,0,2,1.4,9.03,0.83,False,82.9,68.9,65.0,0,0,0,0,0.25,53.45,0,5,0,1,0,0,0,0,6,0,6,0,1,1,2.71,1.27,,1,1,1,0.91,1,6.51,0,0,0,1,1,0.07,1.55,False,0.82,1.06,0.37,,,0.82,1.44,6.51,2.81,demand,NORMAL_DEMAND_BASE,False,10,False,CLEAN_SKY,RECLAIM_ACCEPTED_ABOVE_SUPPLY,DEMAND_SUPPORTING_RETEST,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,11,10,BULL,3,False,0.5451745154262317,60.75582964833017,False,False
T27,C,2022-07-18 10:00,YES,MACRO_BEAR_LEG,-2.2,-10.78,-0.66,0.24,-1.08,below,24.6,27.7,True,2.05,1.63,51.02,33.05,51.02,above,0.0,1,0,1.08,10.16,1.1,False,44.8,18.7,15.1,0,0,0,0,,51.02,1,0,0,0,1,3,2,0,0,6,0.0,7,0,1,1.96,0.92,,1,1,1,0.61,1,1.64,1,1,0,0,1,5.58,0.94,False,-0.3,0.48,0.89,,0,-0.31,1.04,1.64,2.06,demand,V_REVERSAL_DEMAND,False,10,False,SUPPLY_BLOCKS_TARGET,POLARITY_SUPPORTED_BY_DEMAND,DEMAND_SUPPORTING_RETEST,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,IN_VALUE_BALANCE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_NEUTRAL,9,9,BEAR,-3,True,-0.6218079847300196,32.34855944966826,False,False
T30,B,2024-01-04 03:00,NO,MACRO_BULL_LEG,-1.73,5.8,-1.77,-1.22,-1.3,below,51.6,59.1,True,2.8,1.12,39.87,31.97,49.26,below,9.4,0,3,0.61,10.26,1.12,False,28.8,38.3,64.3,0,0,1,0,,39.87,0,0,0,0,2,1,0,0,0,3,0.0,1,0,1,1.93,0.87,,1,1,1,2.12,1,2.39,0,1,1,0,1,0.22,0.53,False,0.26,0.52,0.27,,4,0.26,1.06,2.39,2.03,demand,V_REVERSAL_DEMAND,False,3,False,SUPPLY_FAR_ENOUGH,RECLAIM_REJECTED_BELOW_SUPPLY,DEMAND_SUPPORTING_RETEST,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,IN_VALUE_BALANCE,PARTIAL_BULL,MACRO_BULL,WEAK_MOMENTUM,CLIMAX_RECLAIM,medium_fuel,SL_NEUTRAL,11,6,BULL,1,False,0.4616119012118506,58.79922654204375,True,True
T32,C,2024-04-11 14:00,NO,MACRO_BULL_LEG,3.65,11.68,1.1,0.72,2.76,above,74.0,72.1,False,0.41,1.69,56.87,51.16,61.85,below,0.6,0,2,1.47,17.08,1.27,False,90.7,94.9,95.7,0,0,0,0,2.42,56.87,0,2,1,0,0,0,0,0,3,0,3,0,1,1,2.16,0.62,,1,1,1,4.73,0,,0,0,0,0,0,,1.8,False,0.76,1.37,0.64,,,0.76,1.54,,2.26,demand,NORMAL_DEMAND_BASE,False,14,False,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,DEMAND_SUPPORTING_RETEST,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,10,8,BULL,1,False,0.6363053631811029,79.1533545208701,True,True
T33,C,2024-05-09 10:00,YES,MACRO_CORRECTIVE_PULLBACK,2.92,-4.91,0.97,0.7,1.09,above,49.7,51.2,True,0.32,1.49,46.21,46.21,52.35,below,3.9,0,1,2.18,11.26,0.72,False,86.1,62.6,33.6,0,0,0,0,,46.21,0,0,0,0,2,0,0,0,0,2,0.0,0,0,1,1.84,1.19,,1,1,1,3.72,1,1.73,1,1,0,0,1,0.06,1.49,False,1.12,1.5,0.84,,,1.49,0.66,1.73,1.94,demand,V_REVERSAL_DEMAND,False,10,False,SUPPLY_BLOCKS_TARGET,POLARITY_SUPPORTED_BY_DEMAND,DEMAND_SUPPORTING_RETEST,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_NEUTRAL,12,9,TRANSITION,1,False,0.9776251203295535,70.93986344205621,False,False
T34,C,2024-06-14 18:00,YES,MACRO_BEAR_LEG,3.09,-0.09,1.4,1.17,0.51,above,43.4,46.2,True,0.13,2.44,59.71,39.75,59.71,above,0.0,1,0,0.3,12.82,1.0,False,83.8,45.5,45.5,0,0,0,0,0.8,59.71,0,0,3,1,0,0,0,0,4,0,4,0,4,1,2.9,1.03,,1,1,1,0.54,1,3.28,0,0,0,0,1,0.81,0.3,False,-0.03,1.4,1.72,,6,-0.11,1.87,3.28,3.0,demand,NORMAL_DEMAND_BASE,False,18,True,SUPPLY_FAR_ENOUGH,POLARITY_SUPPORTED_BY_DEMAND,DEMAND_SUPPORTING_RETEST,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,IN_VALUE_BALANCE,PARTIAL_BULL,MACRO_NEUTRAL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,11,11,TRANSITION,-1,False,0.898919941913868,62.33512150274384,False,False
T36,C,2025-03-27 06:00,NO,MACRO_BULL_LEG,-0.13,11.3,1.52,1.5,1.34,above,65.8,67.5,True,0.0,2.64,63.45,47.54,63.45,above,0.0,0,5,1.21,12.45,0.87,False,78.0,86.0,90.1,0,0,0,0,2.19,63.45,0,1,1,0,0,0,0,0,2,0,2,0,1,1,2.24,0.78,,1,1,1,3.54,0,,0,0,0,0,0,,1.11,False,0.84,1.73,0.92,,,0.82,1.46,,2.34,demand,NORMAL_DEMAND_BASE,False,6,False,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,DEMAND_SUPPORTING_RETEST,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,11,9,BULL,1,False,0.8559237367907301,75.49378227051977,True,True
T40,B,2025-11-13 19:00,NO,MACRO_RANGE,5.55,1.29,2.51,0.52,3.22,above,64.3,51.1,False,1.54,2.51,56.69,56.69,78.1,below,21.4,0,1,1.03,35.06,0.88,False,72.7,76.7,79.4,0,0,0,1,2.06,56.69,0,1,1,7,0,0,0,0,9,0,9,0,10,1,2.12,0.83,,1,1,1,2.73,1,5.27,0,0,0,0,1,1.88,0.78,True,-0.62,-0.33,1.19,,,0.38,1.29,5.27,2.22,demand,NORMAL_DEMAND_BASE,False,19,False,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,DEMAND_SUPPORTING_RETEST,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,REJECTION_BELOW_VALUE,FULL_BULL_ALIGN,MACRO_BROKEN_DISTRIBUTION,STRONG_BULL_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,9,8,TRANSITION,3,True,1.37566222323685,72.63828127930793,False,True
T42,B,2026-04-17 14:00,YES,MACRO_RANGE,2.84,13.35,2.34,1.33,2.45,above,51.9,49.6,False,0.5,2.34,67.75,51.03,67.75,above,0.0,1,0,0.86,36.03,0.61,False,89.0,90.7,95.0,0,0,0,0,3.02,67.75,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2.64,0.93,,1,0,1,3.94,1,3.18,0,0,0,0,1,2.19,1.19,False,1.86,2.64,1.13,,,-0.52,1.7,3.18,2.74,demand,NORMAL_DEMAND_BASE,False,14,False,SUPPLY_FAR_ENOUGH,POLARITY_SUPPORTED_BY_DEMAND,DEMAND_SUPPORTING_RETEST,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_BROKEN_DISTRIBUTION,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,11,11,TRANSITION,-1,True,0.6070517404707794,59.78140653642187,False,True
