bar_idx,datetime,path_f1_swept_low_reclaim,path_f1_sweep_depth_atr,path_f1_bars_since_sweep,path_f1_swept_high_reject,path_f2_flush_state,path_f2_drop_atr,path_f2_velocity_atr_bar,path_f2_range_expansion,path_f2_consec_down,path_f2_flush_bars,path_f3_acceptance_state,path_f3_closes_above_res,path_f3_rejections_at_res,path_f3_breaks_support,path_f4_structure_state,path_f4_BOS,path_f4_CHoCH,path_f4_n_pivots_lb,path_f6_svp_state,path_f6_above_value,path_f6_below_value,path_f6_dist_poc_atr,path_f5_range_pos_4h,path_f5_range_pct_4h,path_f5_range_pos_1d,path_f5_range_pct_1d,path_f7_regime_traj,path_f7_combined_slope,path_f7_cascade_now,path_f7_macro_broken_recent,dspa_primary,dspa_secondary,eng_supply,eng_demand,eng_volume,eng_mtf,eng_regime,eng_momentum,eng_capit,eng_fuel,eng_risk,eng_macro_state,ind_context,ind_bubbles,ind_smc,ind_nas,ind_rsi,ind_indicator_confluence,macro_reader_leg,sup_cat,macro_phase,bear_leg_refined,EVAL_mfe_R,EVAL_runner,EVAL_loser,EVAL_monumental,EVAL_eng_policy
2905,2021-11-17,0,0.0,-1,0,MIXED_DECLINE,3.35,1.12,0.88,0,3,HOLDING_SUPPORT,0,0,0,STRUCTURE_RANGE,0,0,6,ACCEPTING_ABOVE_VALUE,7,3,1.26,EQUILIBRIUM,0.65,PREMIUM,0.91,REGIME_STABLE_BULL,-0.167,2.0,0,BULL_PULLBACK_CONTINUATION,MARKUP_THROUGH_SUPPLY,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,RANGE_MACRO_BULL_RECLAIM,PULLBACK,BUBBLE_BUY_ACCUM_PULLBACK,SMC_BOS_CONTINUATION,NAS_NEUTRAL,RSI_NO_DIV,STRONG_BULL_CONFIRM,MACRO_RANGE,SUPPLY_NEAR_AND_REJECTING,MACRO_BULL_RUN,,0.38,0,1,0,TAKE
2922,2021-11-22,1,0.38,6,0,MIXED_DECLINE,3.1,0.62,1.37,2,5,ACCEPTED_ABOVE_RES,4,3,5,STRUCTURE_RANGE,0,0,3,BELOW_VALUE_REJECTED,2,6,-0.35,DISCOUNT,0.06,PREMIUM,0.68,REGIME_STABLE_BULL,-0.167,2.0,0,BULL_PULLBACK_CONTINUATION,MARKUP_THROUGH_SUPPLY,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,REJECTION_BELOW_VALUE,PARTIAL_BULL,MACRO_BULL,STRONG_BULL_MOMENTUM,FALLING_KNIFE,low_fuel,SL_NEUTRAL,CORRECTIVE_BEAR_LEG,TOP,BUBBLE_SELL_DISTRIBUTION,SMC_CHOCH_TOP_REVERSAL,NAS_NEUTRAL,RSI_NO_DIV,STRONG_BEAR_CONFIRM,MACRO_BULL_LEG,SUPPLY_BLOCKS_TARGET,MACRO_BULL_RUN,,0.0,0,1,0,SKIP
2944,2021-11-26,0,0.0,-1,0,MIXED_DECLINE,1.09,0.55,0.39,0,2,ACCEPTED_ABOVE_RES,4,4,0,STRUCTURE_DOWN,0,0,4,ACCEPTING_ABOVE_VALUE,4,7,1.05,PREMIUM,0.67,EQUILIBRIUM,0.36,REGIME_STABLE_BULL,0.0,2.0,1,LEGITIMATE_BEAR_BUY,MARKUP_THROUGH_SUPPLY,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,MTF_CONFLICT,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,CORRECTIVE_BEAR_LEG,TOP,BUBBLE_SELL_DISTRIBUTION,SMC_NONE,NAS_NEUTRAL,RSI_NO_DIV,WEAK_BEAR,MACRO_BULL_LEG,CLEAN_SKY,MACRO_RANGE_TRANSITION,,1.46,0,1,0,SKIP
2991,2021-12-08,0,0.0,-1,0,GRIND_DOWN,2.4,0.27,0.79,1,9,ACCEPTED_ABOVE_RES,2,0,3,STRUCTURE_DOWN,0,0,3,IN_VALUE,6,0,0.13,PREMIUM,0.88,DISCOUNT,0.23,REGIME_STABLE_BEAR,-0.167,-2.0,0,BEAR_PULLBACK_TRAP,SUPPLY_REJECTION_TRAP,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,IN_VALUE_BALANCE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,BEAR_BOUNCE_RISK,TOP,BUBBLE_SELL_DISTRIBUTION,SMC_CHOCH_TOP_REVERSAL,NAS_NEUTRAL,RSI_NO_DIV,STRONG_BEAR_CONFIRM,MACRO_RANGE,SUPPLY_BLOCKS_TARGET,MACRO_RANGE_TRANSITION,,0.45,0,1,0,SKIP
3011,2021-12-13,0,0.0,-1,1,MIXED_DECLINE,2.74,0.0,0.0,0,0,REJECTED_AT_RES,0,2,0,STRUCTURE_RANGE,0,0,4,ACCEPTING_ABOVE_VALUE,6,4,0.27,PREMIUM,0.84,DISCOUNT,0.23,REGIME_STABLE_BEAR,0.167,-2.0,0,SUPPLY_REJECTION_TRAP,BEAR_PULLBACK_TRAP,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,IN_VALUE_BALANCE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,UNKNOWN_CONFLICT,NEUTRAL,BUBBLE_NEUTRAL,SMC_NONE,NAS_NEUTRAL,RSI_NO_DIV,NEUTRAL,MACRO_RANGE,SUPPLY_BLOCKS_TARGET,MACRO_RANGE_TRANSITION,,0.12,0,1,0,REVIEW
3029,2021-12-16,0,0.0,-1,0,GRIND_DOWN,4.39,0.31,1.12,0,14,HOLDING_SUPPORT,1,0,0,STRUCTURE_RANGE,1,0,3,ACCEPTING_ABOVE_VALUE,5,5,1.07,PREMIUM,0.96,EQUILIBRIUM,0.35,REGIME_NEUTRAL,0.167,-1.0,0,LEGITIMATE_BEAR_BUY,BEAR_PULLBACK_TRAP,MARKUP_BREAKING,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_BROKEN_DISTRIBUTION,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,BULL_PULLBACK_CONTINUATION,PULLBACK,BUBBLE_MIXED,SMC_BOS_CONTINUATION,NAS_LONG_RECENT,RSI_NO_DIV,STRONG_BULL_CONFIRM,MACRO_RANGE,SUPPLY_NEAR_BUT_BROKEN,MACRO_RANGE_TRANSITION,,2.88,0,0,0,TAKE
3070,2021-12-28,0,0.0,-1,1,MIXED_DECLINE,1.6,0.53,0.89,0,3,ACCEPTED_ABOVE_RES,2,3,4,STRUCTURE_UP,1,0,4,ACCEPTING_ABOVE_VALUE,7,3,1.0,PREMIUM,1.0,PREMIUM,0.96,REGIME_STABLE_BULL,0.167,2.0,0,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BROKEN_DISTRIBUTION,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,NO_OVERHEAD_MARKUP,PULLBACK,BUBBLE_BUY_ACCUM_PULLBACK,SMC_BOS_CONTINUATION,NAS_NEUTRAL,RSI_NO_DIV,STRONG_BULL_CONFIRM,MACRO_TRANSITION,CLEAN_SKY,MACRO_BULL_RUN,,0.29,0,1,0,TAKE
3085,2021-12-30,0,0.0,-1,0,MIXED_DECLINE,4.71,0.79,1.08,0,6,HOLDING_SUPPORT,0,0,1,STRUCTURE_UP,0,0,3,ACCEPTING_ABOVE_VALUE,8,5,1.92,PREMIUM,0.81,PREMIUM,0.92,REGIME_STABLE_BULL,0.167,1.0,0,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BROKEN_DISTRIBUTION,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,NO_OVERHEAD_MARKUP,PULLBACK,BUBBLE_BUY_ACCUM_PULLBACK,SMC_BOS_CONTINUATION,NAS_NEUTRAL,RSI_NO_DIV,STRONG_BULL_CONFIRM,MACRO_TRANSITION,CLEAN_SKY,MACRO_BULL_RUN,,1.75,0,1,0,TAKE
3102,2022-01-04,0,0.0,-1,0,FLUSH_V,4.24,1.06,1.83,0,4,HOLDING_SUPPORT,0,0,0,STRUCTURE_UP,0,0,2,ACCEPTING_ABOVE_VALUE,9,3,1.19,EQUILIBRIUM,0.5,PREMIUM,0.79,REGIME_DETERIORATING,-0.667,-1.0,0,BULL_PULLBACK_CONTINUATION,LEGITIMATE_BEAR_BUY,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,BEAR_BOUNCE_RISK,TOP,BUBBLE_BUY_LATE,SMC_BOS_LATE,NAS_NEUTRAL,RSI_NO_DIV,NEUTRAL,MACRO_BULL_LEG,SUPPLY_BLOCKS_TARGET,MACRO_BULL_PULLBACK,,1.23,0,1,0,SKIP
3118,2022-01-07,0,0.0,-1,0,MIXED_DECLINE,5.16,0.65,1.2,0,8,HOLDING_SUPPORT,0,0,0,STRUCTURE_DOWN,0,0,3,IN_VALUE,7,6,0.17,DISCOUNT,0.11,EQUILIBRIUM,0.49,REGIME_DETERIORATING,-0.5,-2.0,0,LEGITIMATE_BEAR_BUY,REVERSAL_RUNNER,CLEAN_SKY_BULLISH,DEMAND_FRAGILE,IN_VALUE_BALANCE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,CLIMAX_RECLAIM,high_fuel,SL_STRUCTURAL_OK,CORRECTIVE_BEAR_LEG,BOTTOM,BUBBLE_SELL_CLIMAX_BULL,SMC_CHOCH_BULL_TRIGGER,NAS_NEUTRAL,RSI_NO_DIV,STRONG_BULL_CONFIRM,MACRO_BULL_LEG,CLEAN_SKY,MACRO_RANGE_TRANSITION,,0.0,0,1,0,SKIP
3126,2022-01-10,0,0.0,-1,1,MIXED_DECLINE,1.57,0.0,0.0,0,0,ACCEPTED_ABOVE_RES,7,2,0,STRUCTURE_DOWN,0,0,3,ACCEPTING_ABOVE_VALUE,5,6,0.79,EQUILIBRIUM,0.4,EQUILIBRIUM,0.6,REGIME_DETERIORATING,-0.667,-2.0,0,LEGITIMATE_BEAR_BUY,MARKUP_THROUGH_SUPPLY,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,CORRECTIVE_BEAR_LEG,TOP,BUBBLE_SELL_DISTRIBUTION,SMC_CHOCH_TOP_REVERSAL,NAS_NEUTRAL,RSI_NO_DIV,STRONG_BEAR_CONFIRM,MACRO_BULL_LEG,SUPPLY_FAR_ENOUGH,MACRO_RANGE_TRANSITION,,5.05,1,0,0,SKIP
3147,2022-01-14,0,0.0,-1,0,FLUSH_V,2.86,0.95,1.48,0,3,BROKE_SUPPORT,0,0,3,STRUCTURE_RANGE,0,0,4,IN_VALUE,5,4,0.3,PREMIUM,0.95,PREMIUM,0.91,REGIME_STABLE_BULL,0.167,2.0,1,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BROKEN_DISTRIBUTION,HEALTHY_HIGH_LEGPOS,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,NO_OVERHEAD_MARKUP,PULLBACK,BUBBLE_BUY_ACCUM_PULLBACK,SMC_NONE,NAS_NEUTRAL,RSI_NO_DIV,WEAK_BULL,MACRO_TRANSITION,CLEAN_SKY,MACRO_BULL_RUN,,0.27,0,1,0,TAKE
3162,2022-01-18,1,1.19,1,0,FLUSH_V,2.76,1.38,2.3,1,2,ACCEPTED_ABOVE_RES,4,3,1,STRUCTURE_RANGE,0,0,5,IN_VALUE,3,5,-0.76,EQUILIBRIUM,0.33,EQUILIBRIUM,0.63,REGIME_IMPROVING,0.5,1.0,0,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,SUPPLY_REJECTING_RISK,DEMAND_NEUTRAL,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BROKEN_DISTRIBUTION,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,BULL_PULLBACK_CONTINUATION,PULLBACK,BUBBLE_MIXED,SMC_BOS_CONTINUATION,NAS_NEUTRAL,RSI_NO_DIV,WEAK_BULL,MACRO_TRANSITION,SUPPLY_NEAR_AND_REJECTING,MACRO_BULL_RUN,,4.84,0,0,0,TAKE
3178,2022-01-21,0,0.0,-1,0,MIXED_DECLINE,2.57,0.64,0.84,2,4,BROKE_SUPPORT,0,0,9,STRUCTURE_UP,0,1,4,BELOW_VALUE_REJECTED,7,3,-0.82,PREMIUM,0.67,PREMIUM,0.79,REGIME_STABLE_BULL,0.0,3.0,0,UNKNOWN_CONFLICT,BULL_PULLBACK_CONTINUATION,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,REJECTION_BELOW_VALUE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,BULL_PULLBACK_CONTINUATION,PULLBACK,BUBBLE_BUY_ACCUM_PULLBACK,SMC_CHOCH_BULL_TRIGGER,NAS_NEUTRAL,RSI_NO_DIV,STRONG_BULL_CONFIRM,MACRO_TRANSITION,SUPPLY_NEAR_AND_REJECTING,MACRO_BULL_RUN,,3.16,0,0,0,TAKE
3190,2022-01-25,0,0.0,-1,0,FLUSH_V,1.89,0.94,1.64,1,2,HOLDING_SUPPORT,1,1,0,STRUCTURE_UP,0,0,6,BELOW_VALUE_REJECTED,5,6,-0.37,EQUILIBRIUM,0.48,PREMIUM,0.77,REGIME_DETERIORATING,-0.333,0.0,0,STRUCTURAL_RISK_SL_PROBLEM,MARKUP_THROUGH_SUPPLY,SUPPLY_FAR_NEUTRAL,DEMAND_NEUTRAL,REJECTION_BELOW_VALUE,PARTIAL_BULL,MACRO_TRANSITION_RISK,STRONG_BULL_MOMENTUM,NO_CAPITULATION,medium_fuel,SL_TOO_SHORT,BULL_PULLBACK_CONTINUATION,PULLBACK,BUBBLE_MIXED,SMC_NONE,NAS_NEUTRAL,RSI_NO_DIV,NEUTRAL,MACRO_BULL_LEG,SUPPLY_FAR_ENOUGH,MACRO_BULL_RUN,,1.81,0,1,0,REVIEW_RISK
3219,2022-02-01,0,0.0,-1,0,MIXED_DECLINE,10.88,0.68,1.12,0,16,HOLDING_SUPPORT,0,0,0,STRUCTURE_RANGE,0,0,2,ACCEPTING_ABOVE_VALUE,3,6,0.55,EQUILIBRIUM,0.57,DISCOUNT,0.29,REGIME_STABLE_BULL,-0.167,1.0,0,MARKUP_THROUGH_SUPPLY,REVERSAL_RUNNER,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_BULL,WEAK_MOMENTUM,CLIMAX_RECLAIM,high_fuel,SL_STRUCTURAL_OK,CORRECTIVE_BEAR_LEG,BOTTOM,BUBBLE_SELL_CLIMAX_BULL,SMC_NONE,NAS_LONG_RECENT,RSI_NO_DIV,STRONG_BULL_CONFIRM,MACRO_BULL_LEG,CLEAN_SKY,MACRO_RANGE_TRANSITION,,0.92,0,1,0,SKIP
3238,2022-02-04,0,0.0,-1,0,MIXED_DECLINE,3.43,0.69,0.96,0,5,HOLDING_SUPPORT,1,0,0,STRUCTURE_RANGE,1,0,4,ACCEPTING_ABOVE_VALUE,4,4,1.0,PREMIUM,0.96,EQUILIBRIUM,0.45,REGIME_IMPROVING,0.333,2.0,1,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BROKEN_DISTRIBUTION,STRONG_BULL_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,NO_OVERHEAD_MARKUP,PULLBACK,BUBBLE_MIXED,SMC_CHOCH_BULL_TRIGGER,NAS_NEUTRAL,RSI_BULL_DIV,STRONG_BULL_CONFIRM,MACRO_TRANSITION,CLEAN_SKY,MACRO_RANGE_TRANSITION,,0.0,0,1,0,TAKE
3252,2022-02-08,0,0.0,-1,1,MIXED_DECLINE,1.2,0.4,0.59,0,3,HOLDING_SUPPORT,1,1,0,STRUCTURE_UP,1,0,2,ACCEPTING_ABOVE_VALUE,6,2,0.86,PREMIUM,0.99,EQUILIBRIUM,0.65,REGIME_IMPROVING,1.0,3.0,0,STRUCTURAL_RISK_SL_PROBLEM,MARKUP_THROUGH_SUPPLY,SUPPLY_FAR_NEUTRAL,DEMAND_ABSENT,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,medium_fuel,SL_TOO_WIDE,MACRO_BULL_RUN_CONTINUATION,PULLBACK,BUBBLE_BUY_ACCUM_PULLBACK,SMC_CHOCH_BULL_TRIGGER,NAS_NEUTRAL,RSI_NO_DIV,STRONG_BULL_CONFIRM,MACRO_TRANSITION,SUPPLY_FAR_ENOUGH,MACRO_BULL_RUN,,23.67,1,0,1,REVIEW_RISK
3326,2022-02-24,1,0.63,1,0,FLUSH_V,5.2,1.73,2.93,0,3,HOLDING_SUPPORT,0,0,0,STRUCTURE_RANGE,0,0,4,IN_VALUE,6,4,0.04,EQUILIBRIUM,0.37,PREMIUM,0.69,REGIME_STABLE_BULL,0.167,2.0,0,BULL_PULLBACK_CONTINUATION,MARKUP_THROUGH_SUPPLY,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,IN_VALUE_BALANCE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,medium_fuel,SL_NEUTRAL,MACRO_BULL_RUN_CONTINUATION,PULLBACK,BUBBLE_BUY_ACCUM_PULLBACK,SMC_BOS_CONTINUATION,NAS_NEUTRAL,RSI_NO_DIV,STRONG_BULL_CONFIRM,MACRO_TRANSITION,SUPPLY_FAR_ENOUGH,MACRO_BULL_RUN,,0.29,0,1,0,TAKE
3443,2022-03-24,0,0.0,-1,1,MIXED_DECLINE,2.97,0.59,1.07,0,5,ACCEPTED_ABOVE_RES,3,2,0,STRUCTURE_DOWN,0,0,3,ACCEPTING_ABOVE_VALUE,8,5,1.02,PREMIUM,0.91,EQUILIBRIUM,0.39,REGIME_IMPROVING,0.333,3.0,0,MARKUP_THROUGH_SUPPLY,REVERSAL_RUNNER,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,BULL_PULLBACK_CONTINUATION,PULLBACK,BUBBLE_MIXED,SMC_CHOCH_BULL_TRIGGER,NAS_NEUTRAL,RSI_BULL_DIV,STRONG_BULL_CONFIRM,MACRO_BULL_LEG,CLEAN_SKY,MACRO_RANGE_TRANSITION,,0.82,0,1,0,TAKE
3474,2022-03-31,0,0.0,-1,1,MIXED_DECLINE,1.75,0.58,0.6,0,3,REJECTED_AT_RES,1,2,3,STRUCTURE_RANGE,1,0,3,ACCEPTING_ABOVE_VALUE,8,6,0.64,PREMIUM,0.92,DISCOUNT,0.31,REGIME_IMPROVING,0.333,3.0,0,STRUCTURAL_RISK_SL_PROBLEM,MARKUP_THROUGH_SUPPLY,CLEAN_SKY_BULLISH,DEMAND_FRAGILE,ACCEPTANCE_ABOVE_VALUE,PARTIAL_BULL,MACRO_BULL,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_TOO_WIDE,RANGE_MACRO_BULL_RECLAIM,PULLBACK,BUBBLE_BUY_ACCUM_PULLBACK,SMC_CHOCH_BULL_TRIGGER,NAS_NEUTRAL,RSI_NO_DIV,STRONG_BULL_CONFIRM,MACRO_RANGE,CLEAN_SKY,MACRO_RANGE_TRANSITION,,0.02,0,1,0,REVIEW_RISK
3491,2022-04-05,0,0.0,-1,0,MIXED_DECLINE,1.32,0.22,0.84,0,6,ACCEPTED_ABOVE_RES,6,1,0,STRUCTURE_DOWN,0,0,3,ACCEPTING_ABOVE_VALUE,5,3,1.23,PREMIUM,0.78,DISCOUNT,0.29,REGIME_STABLE_BULL,0.0,2.0,0,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,STRONG_BULL_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,NO_OVERHEAD_MARKUP,PULLBACK,BUBBLE_MIXED,SMC_NONE,NAS_NEUTRAL,RSI_NO_DIV,NEUTRAL,MACRO_CORRECTIVE_PULLBACK,CLEAN_SKY,MACRO_RANGE_TRANSITION,,0.0,0,1,0,TAKE
3509,2022-04-08,0,0.0,-1,0,MIXED_DECLINE,1.12,0.37,0.49,0,3,ACCEPTED_ABOVE_RES,2,1,0,STRUCTURE_RANGE,1,0,4,ACCEPTING_ABOVE_VALUE,8,3,0.82,PREMIUM,0.83,EQUILIBRIUM,0.45,REGIME_STABLE_BULL,0.0,3.0,0,MARKUP_THROUGH_SUPPLY,BULL_PULLBACK_CONTINUATION,CLEAN_SKY_BULLISH,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,FULL_BULL_ALIGN,MACRO_BULL,WEAK_MOMENTUM,NO_CAPITULATION,high_fuel,SL_STRUCTURAL_OK,BULL_PULLBACK_CONTINUATION,PULLBACK,BUBBLE_BUY_ACCUM_PULLBACK,SMC_NONE,NAS_NEUTRAL,RSI_NO_DIV,WEAK_BULL,MACRO_CORRECTIVE_PULLBACK,CLEAN_SKY,MACRO_RANGE_TRANSITION,,4.61,0,0,0,TAKE
3622,2022-05-06,0,0.0,-1,0,MIXED_DECLINE,3.39,1.13,1.17,0,3,HOLDING_SUPPORT,0,0,1,STRUCTURE_UP,0,0,4,ACCEPTING_ABOVE_VALUE,6,4,0.71,EQUILIBRIUM,0.55,DISCOUNT,0.22,REGIME_STABLE_BEAR,-0.167,-2.0,1,BEAR_PULLBACK_TRAP,LEGITIMATE_BEAR_BUY,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_NEUTRAL,BEAR_BOUNCE_RISK,TOP,BUBBLE_SELL_DISTRIBUTION,SMC_CHOCH_TOP_REVERSAL,NAS_NEUTRAL,RSI_NO_DIV,STRONG_BEAR_CONFIRM,MACRO_RANGE,SUPPLY_BLOCKS_TARGET,MACRO_BULL_PULLBACK,,0.51,0,1,0,SKIP
3678,2022-05-19,0,0.0,-1,0,MIXED_DECLINE,1.47,0.0,0.0,0,0,ACCEPTED_ABOVE_RES,6,3,0,STRUCTURE_RANGE,1,0,3,ACCEPTING_ABOVE_VALUE,7,6,2.52,PREMIUM,0.82,DISCOUNT,0.32,REGIME_STABLE_BEAR,0.0,-3.0,0,BEAR_PULLBACK_TRAP,SUPPLY_REJECTION_TRAP,SUPPLY_REJECTING_RISK,DEMAND_ABSENT,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,STRONG_BULL_MOMENTUM,NO_CAPITULATION,low_fuel,SL_NEUTRAL,UNKNOWN_CONFLICT,NEUTRAL,BUBBLE_NEUTRAL,SMC_NONE,NAS_LONG_RECENT,RSI_NO_DIV,WEAK_BULL,MACRO_BEAR_LEG,SUPPLY_FRESH_DANGEROUS,MACRO_BEAR_MARKDOWN,BLOCK,2.19,0,0,0,REVIEW
3773,2022-06-10,0,0.0,-1,0,GRIND_DOWN,4.88,0.44,0.97,5,11,HOLDING_SUPPORT,0,0,1,STRUCTURE_RANGE,0,0,4,BELOW_VALUE_REJECTED,3,8,-1.59,DISCOUNT,0.25,EQUILIBRIUM,0.53,REGIME_STABLE_BEAR,-0.167,-3.0,0,REVERSAL_RUNNER,BULL_PULLBACK_CONTINUATION,SUPPLY_FAR_NEUTRAL,DEMAND_DEFENDED,REJECTION_BELOW_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,FALLING_KNIFE,medium_fuel,SL_STRUCTURAL_OK,CORRECTIVE_BEAR_LEG,TOP,BUBBLE_SELL_DISTRIBUTION,SMC_NONE,NAS_NEUTRAL,RSI_NO_DIV,WEAK_BEAR,MACRO_BULL_LEG,SUPPLY_FAR_ENOUGH,MACRO_RANGE_TRANSITION,,4.85,0,0,0,SKIP
3799,2022-06-16,0,0.0,-1,0,MIXED_DECLINE,2.38,0.0,0.0,0,0,ACCEPTED_ABOVE_RES,2,0,2,STRUCTURE_UP,1,0,5,ACCEPTING_ABOVE_VALUE,6,5,2.06,PREMIUM,0.98,PREMIUM,0.7,REGIME_NEUTRAL,0.167,-1.0,0,MARKUP_THROUGH_SUPPLY,SUPPLY_REJECTION_TRAP,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,ACCEPTANCE_ABOVE_VALUE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_STRUCTURAL_OK,BEAR_BOUNCE_RISK,TOP,BUBBLE_SELL_DISTRIBUTION,SMC_NONE,NAS_NEUTRAL,RSI_NO_DIV,WEAK_BEAR,MACRO_BULL_LEG,SUPPLY_FRESH_DANGEROUS,MACRO_BEAR_MARKDOWN,,0.0,0,1,0,SKIP
3825,2022-06-23,0,0.0,-1,0,MIXED_DECLINE,2.62,0.0,0.0,0,0,HOLDING_SUPPORT,0,0,0,STRUCTURE_RANGE,0,0,4,IN_VALUE,3,4,0.0,EQUILIBRIUM,0.47,EQUILIBRIUM,0.4,REGIME_STABLE_BEAR,0.167,-2.0,0,BEAR_PULLBACK_TRAP,SUPPLY_REJECTION_TRAP,SUPPLY_REJECTING_RISK,DEMAND_DEFENDED,IN_VALUE_BALANCE,BEAR_ALIGN,MACRO_BROKEN_DISTRIBUTION,WEAK_MOMENTUM,NO_CAPITULATION,low_fuel,SL_NEUTRAL,BEAR_BOUNCE_RISK,TOP,BUBBLE_SELL_DISTRIBUTION,SMC_BOS_LATE,NAS_NEUTRAL,RSI_NO_DIV,WEAK_BEAR,MACRO_BEAR_LEG,SUPPLY_NEAR_AND_REJECTING,MACRO_BEAR_MARKDOWN,BLOCK,0.96,0,1,0,SKIP
