episode_first_idx,candidate_id,timestamp,n_candidates_in_episode,outcome_R_2R,outcome_how,dist_supply_low_atr,demand_category,supply_category,polarity_category,reclass,near_BOM_12b,dense_leg,buckets
55,C55,2020-01-14 07:00,4,2.0,target,1.99,DEMAND_TOO_DEEP,SUPPLY_BLOCKS_TARGET,RECLAIM_REJECTED_BELOW_SUPPLY,GENERIC_BULL_FOLLOW_THROUGH,0,0,UNKNOWN_NO_DEMAND_SUPPORT
78,C78,2020-01-20 03:00,14,-1.0,stop,8.89,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,NA,0,1,UNKNOWN_CLEAN_SKY|UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_DUPLICATE_DENSE_LEG
116,C116,2020-01-28 15:00,5,-1.0,stop,1.63,DEMAND_ORIGIN_OF_LEG,SUPPLY_BLOCKS_TARGET,RECLAIM_REJECTED_BELOW_SUPPLY,TRUE_L2_CONTINUATION_CANDIDATE,0,0,UNCLASSIFIED
130,C130,2020-01-30 23:00,2,2.0,target,1.54,DEMAND_SUPPORTING_RETEST,SUPPLY_BLOCKS_TARGET,RECLAIM_REJECTED_BELOW_SUPPLY,TRUE_L2_CONTINUATION_CANDIDATE,0,0,UNKNOWN_HIGH_OUTCOME_BOMlike|UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_SINGLE_CLEAN_SIGNAL
140,C140,2020-02-03 15:00,1,-1.0,stop,1.34,DEMAND_PRESENT_NEUTRAL,SUPPLY_BLOCKS_TARGET,RECLAIM_REJECTED_BELOW_SUPPLY,NA,0,0,UNKNOWN_SINGLE_CLEAN_SIGNAL
149,C149,2020-02-05 03:00,1,-1.0,stop,3.66,DEMAND_SUPPORTING_RETEST,SUPPLY_FAR_ENOUGH,POLARITY_SUPPORTED_BY_DEMAND,NA,0,0,UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_SINGLE_CLEAN_SIGNAL
159,C159,2020-02-06 19:00,20,2.0,target,3.17,DEMAND_SUPPORTING_RETEST,SUPPLY_FAR_ENOUGH,POLARITY_SUPPORTED_BY_DEMAND,TRUE_L2_CONTINUATION_CANDIDATE,0,1,UNKNOWN_HIGH_OUTCOME_BOMlike|UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_DUPLICATE_DENSE_LEG
217,C217,2020-02-20 15:00,5,2.0,target,,DEMAND_ABSENT_OR_IRRELEVANT,CLEAN_SKY,POLARITY_FLOATING_NO_BASE,GENERIC_BULL_FOLLOW_THROUGH,0,0,UNKNOWN_CLEAN_SKY|UNKNOWN_NO_DEMAND_SUPPORT
237,C237,2020-02-25 23:00,17,-1.0,stop,2.33,DEMAND_PRESENT_NEUTRAL,SUPPLY_FAR_ENOUGH,RECLAIM_REJECTED_BELOW_SUPPLY,NA,0,1,UNKNOWN_DUPLICATE_DENSE_LEG
287,C287,2020-03-09 06:00,13,-1.0,stop,,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,NA,0,1,UNKNOWN_CLEAN_SKY|UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_DUPLICATE_DENSE_LEG
351,C351,2020-03-23 22:00,13,0.98,time,0.68,DEMAND_SUPPORTING_RETEST,SUPPLY_FRESH_DANGEROUS,POLARITY_FLOATING_NO_BASE,GENERIC_BULL_FOLLOW_THROUGH,0,1,UNKNOWN_SUPPLY_PRESSURE|UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_DUPLICATE_DENSE_LEG
383,C383,2020-03-31 06:00,2,-1.0,stop,4.11,DEMAND_ABSENT_OR_IRRELEVANT,CLEAN_SKY,POLARITY_FLOATING_NO_BASE,NA,0,0,UNKNOWN_CLEAN_SKY|UNKNOWN_NO_DEMAND_SUPPORT|UNKNOWN_SINGLE_CLEAN_SIGNAL
391,C391,2020-04-01 14:00,4,2.0,target,5.15,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,TRUE_L2_CONTINUATION_CANDIDATE,0,0,UNKNOWN_HIGH_OUTCOME_BOMlike|UNKNOWN_CLEAN_SKY|UNKNOWN_DEMAND_SUPPORTED
458,C458,2020-04-17 18:00,14,-1.0,stop,2.86,DEMAND_ABSENT_OR_IRRELEVANT,SUPPLY_FAR_ENOUGH,RECLAIM_REJECTED_BELOW_SUPPLY,GENERIC_BULL_FOLLOW_THROUGH,0,1,UNKNOWN_NO_DEMAND_SUPPORT|UNKNOWN_DUPLICATE_DENSE_LEG|UNKNOWN_TOP_SWEEP_RISK
493,C493,2020-04-27 14:00,14,-1.0,stop,1.54,DEMAND_TOO_DEEP,SUPPLY_BLOCKS_TARGET,RECLAIM_REJECTED_BELOW_SUPPLY,NA,0,1,UNKNOWN_NO_DEMAND_SUPPORT|UNKNOWN_DUPLICATE_DENSE_LEG
521,C521,2020-05-04 06:00,8,1.6,time,0.41,DEMAND_SUPPORTING_RETEST,SUPPLY_NEAR_AND_REJECTING,POLARITY_UNDER_SUPPLY_PRESSURE,NA,0,1,UNKNOWN_SUPPLY_PRESSURE|UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_DUPLICATE_DENSE_LEG
542,C542,2020-05-07 18:00,17,0.32,time,1.11,DEMAND_SUPPORTING_RETEST,SUPPLY_BLOCKS_TARGET,POLARITY_SUPPORTED_BY_DEMAND,NA,0,1,UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_DUPLICATE_DENSE_LEG
583,C583,2020-05-18 14:00,6,-1.0,stop,,DEMAND_ABSENT_OR_IRRELEVANT,CLEAN_SKY,POLARITY_FLOATING_NO_BASE,NA,0,0,UNKNOWN_CLEAN_SKY|UNKNOWN_NO_DEMAND_SUPPORT
631,C631,2020-05-28 18:00,11,-1.0,stop,1.34,DEMAND_SUPPORTING_RETEST,SUPPLY_BLOCKS_TARGET,POLARITY_SUPPORTED_BY_DEMAND,TRUE_L2_CONTINUATION_CANDIDATE,0,1,UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_DUPLICATE_DENSE_LEG
685,C685,2020-06-10 18:00,5,-1.0,stop,0.73,DEMAND_SUPPORTING_RETEST,SUPPLY_FRESH_DANGEROUS,POLARITY_FLOATING_NO_BASE,NA,0,0,UNKNOWN_LOW_OUTCOME_NAOlike|UNKNOWN_SUPPLY_PRESSURE|UNKNOWN_DEMAND_SUPPORTED
766,C766,2020-06-30 06:00,4,-1.0,stop,,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,NA,0,0,UNKNOWN_CLEAN_SKY|UNKNOWN_DEMAND_SUPPORTED
780,C780,2020-07-02 14:00,19,2.0,target,0.66,DEMAND_PRESENT_NEUTRAL,SUPPLY_NEAR_AND_REJECTING,RECLAIM_REJECTED_BELOW_SUPPLY,GENERIC_BULL_FOLLOW_THROUGH,0,1,UNKNOWN_SUPPLY_PRESSURE|UNKNOWN_DUPLICATE_DENSE_LEG
833,C833,2020-07-15 14:00,1,-1.0,stop,,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,NA,0,0,UNKNOWN_CLEAN_SKY|UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_SINGLE_CLEAN_SIGNAL
845,C845,2020-07-17 14:00,7,2.0,target,,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_FLOATING_NO_BASE,TRUE_L2_CONTINUATION_CANDIDATE,0,0,UNKNOWN_HIGH_OUTCOME_BOMlike|UNKNOWN_CLEAN_SKY|UNKNOWN_DEMAND_SUPPORTED
866,C866,2020-07-23 02:00,5,2.0,target,,DEMAND_ABSENT_OR_IRRELEVANT,CLEAN_SKY,POLARITY_FLOATING_NO_BASE,GENERIC_BULL_FOLLOW_THROUGH,0,0,UNKNOWN_CLEAN_SKY|UNKNOWN_NO_DEMAND_SUPPORT
901,C901,2020-07-30 22:00,8,2.0,target,0.36,DEMAND_SUPPORTING_RETEST,SUPPLY_NEAR_AND_REJECTING,POLARITY_UNDER_SUPPLY_PRESSURE,GENERIC_BULL_FOLLOW_THROUGH,0,1,UNKNOWN_HIGH_OUTCOME_BOMlike|UNKNOWN_SUPPLY_PRESSURE|UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_DUPLICATE_DENSE_LEG
919,C919,2020-08-04 22:00,3,-1.0,stop,,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_FLOATING_NO_BASE,TRUE_L2_CONTINUATION_CANDIDATE,0,0,UNKNOWN_CLEAN_SKY|UNKNOWN_DEMAND_SUPPORTED
934,C934,2020-08-07 10:00,12,-1.0,stop,,DEMAND_ABSENT_OR_IRRELEVANT,CLEAN_SKY,POLARITY_FLOATING_NO_BASE,NA,0,1,UNKNOWN_CLEAN_SKY|UNKNOWN_NO_DEMAND_SUPPORT|UNKNOWN_DUPLICATE_DENSE_LEG
970,C970,2020-08-17 10:00,10,-1.0,stop,4.01,DEMAND_ABSENT_OR_IRRELEVANT,CLEAN_SKY,RECLAIM_ACCEPTED_ABOVE_SUPPLY,GENERIC_BULL_FOLLOW_THROUGH,0,1,UNKNOWN_CLEAN_SKY|UNKNOWN_NO_DEMAND_SUPPORT|UNKNOWN_DUPLICATE_DENSE_LEG|UNKNOWN_TOP_SWEEP_RISK
1027,C1027,2020-08-30 22:00,10,-1.0,stop,1.87,DEMAND_SUPPORTING_RETEST,SUPPLY_BLOCKS_TARGET,POLARITY_FLOATING_NO_BASE,NA,0,1,UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_DUPLICATE_DENSE_LEG
1200,C1200,2020-10-08 22:00,3,-0.09,time,0.47,DEMAND_SUPPORTING_RETEST,SUPPLY_FRESH_DANGEROUS,POLARITY_UNDER_SUPPLY_PRESSURE,GENERIC_BULL_FOLLOW_THROUGH,0,0,UNKNOWN_SUPPLY_PRESSURE|UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_TOP_SWEEP_RISK
1211,C1211,2020-10-12 18:00,2,-1.0,stop,2.61,DEMAND_SUPPORTING_RETEST,SUPPLY_FAR_ENOUGH,POLARITY_FLOATING_NO_BASE,NA,0,0,UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_SINGLE_CLEAN_SIGNAL
1221,C1221,2020-10-14 10:00,22,-1.0,stop,0.84,DEMAND_SUPPORTING_RETEST,SUPPLY_NEAR_AND_REJECTING,RECLAIM_REJECTED_BELOW_SUPPLY,NA,0,1,UNKNOWN_LOW_OUTCOME_NAOlike|UNKNOWN_SUPPLY_PRESSURE|UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_DUPLICATE_DENSE_LEG
1316,C1316,2020-11-05 07:00,1,-1.0,stop,0.15,DEMAND_SUPPORTING_RETEST,SUPPLY_NEAR_BUT_BROKEN,POLARITY_UNDER_SUPPLY_PRESSURE,DUPLICATE_SIGNAL_IN_BULL_LEG,1,0,UNKNOWN_LOW_OUTCOME_NAOlike|UNKNOWN_SUPPLY_PRESSURE|UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_SINGLE_CLEAN_SIGNAL
1326,C1326,2020-11-08 23:00,3,-1.0,stop,0.39,DEMAND_ABSENT_OR_IRRELEVANT,SUPPLY_FRESH_DANGEROUS,POLARITY_UNDER_SUPPLY_PRESSURE,NA,0,0,UNKNOWN_LOW_OUTCOME_NAOlike|UNKNOWN_SUPPLY_PRESSURE|UNKNOWN_NO_DEMAND_SUPPORT
1353,C1353,2020-11-13 11:00,9,-1.0,stop,6.93,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,RECLAIM_ACCEPTED_ABOVE_SUPPLY,NA,0,1,UNKNOWN_CLEAN_SKY|UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_DUPLICATE_DENSE_LEG
1497,C1497,2020-12-17 19:00,12,-1.0,stop,0.07,DEMAND_SUPPORTING_RETEST,SUPPLY_NEAR_AND_REJECTING,RECLAIM_REJECTED_BELOW_SUPPLY,NA,1,1,UNKNOWN_LOW_OUTCOME_NAOlike|UNKNOWN_SUPPLY_PRESSURE|UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_DUPLICATE_DENSE_LEG
1522,C1522,2020-12-23 23:00,19,2.0,target,1.92,DEMAND_SUPPORTING_RETEST,SUPPLY_BLOCKS_TARGET,POLARITY_SUPPORTED_BY_DEMAND,TRUE_L2_CONTINUATION_CANDIDATE,0,1,UNKNOWN_HIGH_OUTCOME_BOMlike|UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_DUPLICATE_DENSE_LEG
1568,C1568,2021-01-06 19:00,6,-1.0,stop,2.66,DEMAND_ORIGIN_OF_LEG,SUPPLY_FAR_ENOUGH,RECLAIM_REJECTED_BELOW_SUPPLY,NA,0,0,UNCLASSIFIED
1623,C1623,2021-01-20 03:00,19,-1.0,stop,9.63,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,NA,0,1,UNKNOWN_CLEAN_SKY|UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_DUPLICATE_DENSE_LEG
1661,C1661,2021-01-28 11:00,15,-1.0,stop,9.04,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,RECLAIM_ACCEPTED_ABOVE_SUPPLY,NA,0,1,UNKNOWN_CLEAN_SKY|UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_DUPLICATE_DENSE_LEG
1761,C1761,2021-02-22 07:00,2,-1.0,stop,2.18,DEMAND_SUPPORTING_RETEST,SUPPLY_FAR_ENOUGH,RECLAIM_ACCEPTED_ABOVE_SUPPLY,NA,0,0,UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_SINGLE_CLEAN_SIGNAL
1775,C1775,2021-02-24 15:00,3,-1.0,stop,0.64,DEMAND_PRESENT_NEUTRAL,SUPPLY_NEAR_AND_REJECTING,RECLAIM_REJECTED_BELOW_SUPPLY,NA,0,0,UNKNOWN_LOW_OUTCOME_NAOlike|UNKNOWN_SUPPLY_PRESSURE
1873,C1873,2021-03-18 22:00,11,-1.0,stop,1.54,DEMAND_ORIGIN_OF_LEG,SUPPLY_BLOCKS_TARGET,RECLAIM_REJECTED_BELOW_SUPPLY,NA,0,1,UNKNOWN_DUPLICATE_DENSE_LEG
1901,C1901,2021-03-25 14:00,6,-1.0,stop,0.46,DEMAND_PRESENT_NEUTRAL,SUPPLY_NEAR_AND_REJECTING,POLARITY_UNDER_SUPPLY_PRESSURE,NA,0,0,UNKNOWN_LOW_OUTCOME_NAOlike|UNKNOWN_SUPPLY_PRESSURE
2053,C2053,2021-05-02 22:00,17,2.0,target,1.31,DEMAND_SUPPORTING_RETEST,SUPPLY_BLOCKS_TARGET,RECLAIM_REJECTED_BELOW_SUPPLY,DUPLICATE_SIGNAL_IN_BULL_LEG,1,1,UNKNOWN_HIGH_OUTCOME_BOMlike|UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_DUPLICATE_DENSE_LEG
2100,C2100,2021-05-12 18:00,1,2.0,target,1.78,DEMAND_TOO_DEEP,SUPPLY_BLOCKS_TARGET,RECLAIM_REJECTED_BELOW_SUPPLY,GENERIC_BULL_FOLLOW_THROUGH,0,0,UNKNOWN_NO_DEMAND_SUPPORT|UNKNOWN_SINGLE_CLEAN_SIGNAL
2110,C2110,2021-05-14 10:00,18,2.0,target,2.09,DEMAND_SUPPORTING_RETEST,SUPPLY_FAR_ENOUGH,POLARITY_SUPPORTED_BY_DEMAND,TRUE_L2_CONTINUATION_CANDIDATE,0,1,UNKNOWN_HIGH_OUTCOME_BOMlike|UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_DUPLICATE_DENSE_LEG
2174,C2174,2021-05-31 02:00,5,-1.0,stop,5.02,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,NA,0,0,UNKNOWN_CLEAN_SKY|UNKNOWN_DEMAND_SUPPORTED
2188,C2188,2021-06-02 14:00,3,-1.0,stop,0.08,DEMAND_SUPPORTING_RETEST,SUPPLY_NEAR_AND_REJECTING,POLARITY_UNDER_SUPPLY_PRESSURE,NA,0,0,UNKNOWN_LOW_OUTCOME_NAOlike|UNKNOWN_SUPPLY_PRESSURE|UNKNOWN_DEMAND_SUPPORTED
2204,C2204,2021-06-07 06:00,2,-1.0,stop,0.37,DEMAND_SUPPORTING_RETEST,SUPPLY_NEAR_AND_REJECTING,RECLAIM_REJECTED_BELOW_SUPPLY,NA,0,0,UNKNOWN_LOW_OUTCOME_NAOlike|UNKNOWN_SUPPLY_PRESSURE|UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_SINGLE_CLEAN_SIGNAL
2222,C2222,2021-06-10 06:00,3,-1.0,stop,1.24,DEMAND_ORIGIN_OF_LEG,SUPPLY_BLOCKS_TARGET,RECLAIM_REJECTED_BELOW_SUPPLY,TRUE_L2_CONTINUATION_CANDIDATE,0,0,UNCLASSIFIED
2364,C2364,2021-07-14 02:00,2,-1.0,stop,5.21,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,TRUE_L2_CONTINUATION_CANDIDATE,0,0,UNKNOWN_CLEAN_SKY|UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_SINGLE_CLEAN_SIGNAL
2372,C2372,2021-07-15 10:00,21,-1.0,stop,3.84,DEMAND_SUPPORTING_RETEST,SUPPLY_FAR_ENOUGH,POLARITY_FLOATING_NO_BASE,NA,0,1,UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_DUPLICATE_DENSE_LEG
2428,C2428,2021-07-28 18:00,28,-1.0,stop,1.24,DEMAND_ABSENT_OR_IRRELEVANT,SUPPLY_BLOCKS_TARGET,POLARITY_FLOATING_NO_BASE,GENERIC_BULL_FOLLOW_THROUGH,0,1,UNKNOWN_NO_DEMAND_SUPPORT|UNKNOWN_DUPLICATE_DENSE_LEG|UNKNOWN_TOP_SWEEP_RISK
2488,C2488,2021-08-11 18:00,2,2.0,target,6.2,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_FLOATING_NO_BASE,TRUE_L2_CONTINUATION_CANDIDATE,0,0,UNKNOWN_HIGH_OUTCOME_BOMlike|UNKNOWN_CLEAN_SKY|UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_SINGLE_CLEAN_SIGNAL
2497,C2497,2021-08-13 06:00,1,2.0,target,7.07,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,RECLAIM_ACCEPTED_ABOVE_SUPPLY,TRUE_L2_CONTINUATION_CANDIDATE,0,0,UNKNOWN_HIGH_OUTCOME_BOMlike|UNKNOWN_CLEAN_SKY|UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_SINGLE_CLEAN_SIGNAL
2544,C2544,2021-08-25 02:00,53,-1.0,stop,1.7,DEMAND_SUPPORTING_RETEST,SUPPLY_BLOCKS_TARGET,RECLAIM_REJECTED_BELOW_SUPPLY,NA,0,1,UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_DUPLICATE_DENSE_LEG
2663,C2663,2021-09-22 02:00,4,-1.0,stop,3.07,DEMAND_SUPPORTING_RETEST,SUPPLY_FAR_ENOUGH,POLARITY_SUPPORTED_BY_DEMAND,NA,0,0,UNKNOWN_DEMAND_SUPPORTED
2705,C2705,2021-10-01 02:00,10,1.31,time,0.66,DEMAND_SUPPORTING_RETEST,SUPPLY_NEAR_AND_REJECTING,RECLAIM_REJECTED_BELOW_SUPPLY,GENERIC_BULL_FOLLOW_THROUGH,0,1,UNKNOWN_SUPPLY_PRESSURE|UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_DUPLICATE_DENSE_LEG
2737,C2737,2021-10-08 10:00,1,-1.0,stop,0.79,DEMAND_SUPPORTING_RETEST,SUPPLY_NEAR_AND_REJECTING,RECLAIM_REJECTED_BELOW_SUPPLY,NA,0,0,UNKNOWN_LOW_OUTCOME_NAOlike|UNKNOWN_SUPPLY_PRESSURE|UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_SINGLE_CLEAN_SIGNAL
2747,C2747,2021-10-12 02:00,50,2.0,target,1.4,DEMAND_SUPPORTING_RETEST,SUPPLY_BLOCKS_TARGET,RECLAIM_REJECTED_BELOW_SUPPLY,TRUE_L2_CONTINUATION_CANDIDATE,0,1,UNKNOWN_HIGH_OUTCOME_BOMlike|UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_DUPLICATE_DENSE_LEG
2859,C2859,2021-11-05 18:00,9,0.82,time,0.84,DEMAND_ABSENT_OR_IRRELEVANT,SUPPLY_FRESH_DANGEROUS,POLARITY_FLOATING_NO_BASE,GENERIC_BULL_FOLLOW_THROUGH,0,1,UNKNOWN_SUPPLY_PRESSURE|UNKNOWN_NO_DEMAND_SUPPORT|UNKNOWN_DUPLICATE_DENSE_LEG
2896,C2896,2021-11-15 23:00,2,-1.0,stop,3.34,DEMAND_SUPPORTING_RETEST,SUPPLY_FAR_ENOUGH,POLARITY_SUPPORTED_BY_DEMAND,NA,0,0,UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_SINGLE_CLEAN_SIGNAL
2905,C2905,2021-11-17 11:00,4,-1.0,stop,0.32,DEMAND_SUPPORTING_RETEST,SUPPLY_NEAR_AND_REJECTING,POLARITY_UNDER_SUPPLY_PRESSURE,NA,0,0,UNKNOWN_LOW_OUTCOME_NAOlike|UNKNOWN_SUPPLY_PRESSURE|UNKNOWN_DEMAND_SUPPORTED
2922,C2922,2021-11-22 07:00,4,-1.0,stop,1.96,DEMAND_ORIGIN_OF_LEG,SUPPLY_BLOCKS_TARGET,RECLAIM_REJECTED_BELOW_SUPPLY,NA,0,0,UNCLASSIFIED
2944,C2944,2021-11-26 03:00,6,-1.0,stop,8.56,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,RECLAIM_ACCEPTED_ABOVE_SUPPLY,TRUE_L2_CONTINUATION_CANDIDATE,0,0,UNKNOWN_CLEAN_SKY|UNKNOWN_DEMAND_SUPPORTED
2991,C2991,2021-12-08 03:00,2,-1.0,stop,1.76,DEMAND_SUPPORTING_RETEST,SUPPLY_BLOCKS_TARGET,POLARITY_SUPPORTED_BY_DEMAND,NA,0,0,UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_SINGLE_CLEAN_SIGNAL
3011,C3011,2021-12-13 11:00,2,-1.0,stop,1.63,DEMAND_SUPPORTING_RETEST,SUPPLY_BLOCKS_TARGET,POLARITY_SUPPORTED_BY_DEMAND,NA,0,0,UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_SINGLE_CLEAN_SIGNAL
3070,C3070,2021-12-28 07:00,2,-1.0,stop,7.14,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,NA,0,0,UNKNOWN_CLEAN_SKY|UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_SINGLE_CLEAN_SIGNAL
3085,C3085,2021-12-30 19:00,5,-1.0,stop,6.56,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_FLOATING_NO_BASE,TRUE_L2_CONTINUATION_CANDIDATE,0,0,UNKNOWN_CLEAN_SKY|UNKNOWN_DEMAND_SUPPORTED
3102,C3102,2022-01-04 15:00,4,-1.0,stop,1.34,DEMAND_SUPPORTING_RETEST,SUPPLY_BLOCKS_TARGET,RECLAIM_REJECTED_BELOW_SUPPLY,NA,0,0,UNKNOWN_DEMAND_SUPPORTED
3118,C3118,2022-01-07 07:00,2,-1.0,stop,4.1,DEMAND_TOO_DEEP,CLEAN_SKY,RECLAIM_REJECTED_BELOW_SUPPLY,GENERIC_BULL_FOLLOW_THROUGH,0,0,UNKNOWN_CLEAN_SKY|UNKNOWN_NO_DEMAND_SUPPORT|UNKNOWN_SINGLE_CLEAN_SIGNAL|UNKNOWN_TOP_SWEEP_RISK
3147,C3147,2022-01-14 03:00,3,-1.0,stop,5.52,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,NA,0,0,UNKNOWN_CLEAN_SKY|UNKNOWN_DEMAND_SUPPORTED
3162,C3162,2022-01-18 15:00,1,2.0,target,0.87,DEMAND_PRESENT_NEUTRAL,SUPPLY_NEAR_AND_REJECTING,RECLAIM_REJECTED_BELOW_SUPPLY,GENERIC_BULL_FOLLOW_THROUGH,0,0,UNKNOWN_SUPPLY_PRESSURE|UNKNOWN_SINGLE_CLEAN_SIGNAL
3178,C3178,2022-01-21 07:00,4,2.0,target,0.85,DEMAND_SUPPORTING_RETEST,SUPPLY_NEAR_AND_REJECTING,RECLAIM_REJECTED_BELOW_SUPPLY,GENERIC_BULL_FOLLOW_THROUGH,0,0,UNKNOWN_HIGH_OUTCOME_BOMlike|UNKNOWN_SUPPLY_PRESSURE|UNKNOWN_DEMAND_SUPPORTED
3190,C3190,2022-01-25 07:00,7,-1.0,stop,2.53,DEMAND_PRESENT_NEUTRAL,SUPPLY_FAR_ENOUGH,POLARITY_FLOATING_NO_BASE,GENERIC_BULL_FOLLOW_THROUGH,0,0,UNKNOWN_TOP_SWEEP_RISK
3219,C3219,2022-02-01 03:00,1,2.0,target,6.72,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_SUPPORTED_BY_DEMAND,NA,0,0,UNKNOWN_HIGH_OUTCOME_BOMlike|UNKNOWN_CLEAN_SKY|UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_SINGLE_CLEAN_SIGNAL
3238,C3238,2022-02-04 07:00,5,2.0,target,5.21,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,RECLAIM_ACCEPTED_ABOVE_SUPPLY,NA,0,0,UNKNOWN_HIGH_OUTCOME_BOMlike|UNKNOWN_CLEAN_SKY|UNKNOWN_DEMAND_SUPPORTED
3252,C3252,2022-02-08 15:00,35,2.0,target,2.75,DEMAND_ABSENT_OR_IRRELEVANT,SUPPLY_FAR_ENOUGH,RECLAIM_ACCEPTED_ABOVE_SUPPLY,GENERIC_BULL_FOLLOW_THROUGH,0,1,UNKNOWN_NO_DEMAND_SUPPORT|UNKNOWN_DUPLICATE_DENSE_LEG
3443,C3443,2022-03-24 10:00,6,-1.0,stop,4.37,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,POLARITY_FLOATING_NO_BASE,NA,0,0,UNKNOWN_CLEAN_SKY|UNKNOWN_DEMAND_SUPPORTED
3474,C3474,2022-03-31 14:00,1,-1.0,stop,4.82,DEMAND_TOO_DEEP,CLEAN_SKY,RECLAIM_ACCEPTED_ABOVE_SUPPLY,NA,0,0,UNKNOWN_CLEAN_SKY|UNKNOWN_NO_DEMAND_SUPPORT|UNKNOWN_SINGLE_CLEAN_SIGNAL
3491,C3491,2022-04-05 10:00,1,-1.0,stop,5.81,DEMAND_SUPPORTING_RETEST,CLEAN_SKY,RECLAIM_ACCEPTED_ABOVE_SUPPLY,NA,0,0,UNKNOWN_CLEAN_SKY|UNKNOWN_DEMAND_SUPPORTED|UNKNOWN_SINGLE_CLEAN_SIGNAL
3622,C3622,2022-05-06 06:00,5,-1.0,stop,1.21,DEMAND_SUPPORTING_RETEST,SUPPLY_BLOCKS_TARGET,RECLAIM_REJECTED_BELOW_SUPPLY,NA,0,0,UNKNOWN_DEMAND_SUPPORTED
3678,C3678,2022-05-19 14:00,50,0.84,time,0.94,DEMAND_ABSENT_OR_IRRELEVANT,SUPPLY_FRESH_DANGEROUS,POLARITY_FLOATING_NO_BASE,GENERIC_BULL_FOLLOW_THROUGH,0,1,UNKNOWN_SUPPLY_PRESSURE|UNKNOWN_NO_DEMAND_SUPPORT|UNKNOWN_DUPLICATE_DENSE_LEG
