candidate_id,timestamp,source,source_family,kept,prune_reason,overextended_entry,src_redundant,bear_flag,GT_match,NAO_match,gt_id,fragile_BOM,notes
C585,2020-05-18 22:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C586,2020-05-19 02:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C589,2020-05-19 14:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C590,2020-05-19 18:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C597,2020-05-20 22:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C598,2020-05-21 02:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C600,2020-05-21 10:00,swing_high_simples,structural,kept,,0,0,0,no,yes,GT04A,no,classic_BOS/A
C602,2020-05-21 18:00,fractal_3_3,fractal,kept,,0,0,0,no,yes,GT04A,no,classic_BOS/A
C603,2020-05-21 22:00,fractal_3_3,fractal,kept,,0,0,0,no,yes,GT04A,no,classic_BOS/A
C604,2020-05-22 02:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C610,2020-05-25 02:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C611,2020-05-25 06:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C612,2020-05-25 10:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C613,2020-05-25 14:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C631,2020-05-28 18:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C634,2020-05-29 06:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C635,2020-05-29 10:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C637,2020-05-29 18:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C639,2020-06-01 02:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C643,2020-06-01 18:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C644,2020-06-01 22:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C645,2020-06-02 02:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C646,2020-06-02 06:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C647,2020-06-02 10:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C652,2020-06-03 06:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C685,2020-06-10 18:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C689,2020-06-11 10:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C691,2020-06-11 18:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C692,2020-06-11 22:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C695,2020-06-12 10:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C702,2020-06-15 14:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C703,2020-06-15 18:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C707,2020-06-16 10:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C709,2020-06-16 18:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C713,2020-06-17 10:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C714,2020-06-17 14:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C715,2020-06-17 18:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C717,2020-06-18 02:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C718,2020-06-18 06:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C719,2020-06-18 10:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C720,2020-06-18 14:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C722,2020-06-18 22:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C727,2020-06-19 18:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C730,2020-06-22 06:00,fractal_3_3,fractal,kept,,0,0,0,yes,no,GT03,no,classic_BOS/B
C735,2020-06-23 02:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C766,2020-06-30 06:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C769,2020-06-30 18:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C770,2020-06-30 22:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C771,2020-07-01 02:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C780,2020-07-02 14:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C781,2020-07-02 18:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C782,2020-07-02 22:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C783,2020-07-03 02:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C784,2020-07-03 06:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C786,2020-07-03 14:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C787,2020-07-05 22:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C788,2020-07-06 02:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C790,2020-07-06 10:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C791,2020-07-06 14:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
C792,2020-07-06 18:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/A
C795,2020-07-07 06:00,fractal_3_3,fractal,kept,,0,0,0,no,no,,no,classic_BOS/B
