bar_idx,datetime,f1_swept_low_reclaim,f1_sweep_depth_atr,f1_bars_since_sweep,f1_swept_high_reject,f2_flush_state,f2_drop_atr,f2_velocity_atr_bar,f2_range_expansion,f2_consec_down,f2_flush_bars,f3_acceptance_state,f3_closes_above_res,f3_rejections_at_res,f3_breaks_support,f4_structure_state,f4_BOS,f4_CHoCH,f4_n_pivots,f6_svp_state,f6_above_value,f6_below_value,f6_dist_poc_atr,f5_range_pos_4h,f5_range_pct_4h,f5_range_pos_1d,f5_range_pct_1d,f7_regime_traj,f7_combined_slope,f7_cascade_now,f7_distribution_onset,f7_macro_broken_recent
1151,2020-09-28,0,0.0,-1,1,MIXED_DECLINE,2.1,0.35,0.71,0,6,ACCEPTED_ABOVE_RES,2,2,0,STRUCTURE_DOWN,0,0,213,ACCEPTING_ABOVE_VALUE,5,3,1.64,PREMIUM,0.96,DISCOUNT,0.23,REGIME_STABLE_BULL,0.0,1.0,0,1
1200,2020-10-08,0,0.0,-1,0,FLUSH_V,4.61,1.54,2.18,0,3,HOLDING_SUPPORT,0,0,0,STRUCTURE_RANGE,0,0,222,ACCEPTING_ABOVE_VALUE,5,2,0.64,PREMIUM,0.7,EQUILIBRIUM,0.46,REGIME_DETERIORATING,-0.333,-1.0,0,0
1211,2020-10-12,0,0.0,-1,0,MIXED_DECLINE,1.61,0.54,1.16,2,3,HOLDING_SUPPORT,0,0,0,STRUCTURE_UP,0,0,224,IN_VALUE,3,2,-0.12,PREMIUM,0.79,EQUILIBRIUM,0.59,REGIME_STABLE_BULL,0.0,1.0,0,0
1221,2020-10-14,0,0.0,-1,0,GRIND_DOWN,4.66,0.39,1.2,0,12,HOLDING_SUPPORT,0,0,0,STRUCTURE_UP,0,0,225,ACCEPTING_ABOVE_VALUE,2,5,1.5,EQUILIBRIUM,0.59,EQUILIBRIUM,0.51,REGIME_NEUTRAL,-0.167,-1.0,0,0
1298,2020-11-02,0,0.0,-1,1,MIXED_DECLINE,1.77,0.0,0.0,0,0,REJECTED_AT_RES,1,2,0,STRUCTURE_RANGE,0,0,242,ACCEPTING_ABOVE_VALUE,5,3,0.66,EQUILIBRIUM,0.56,EQUILIBRIUM,0.39,REGIME_DETERIORATING,-0.333,-2.0,0,0
1316,2020-11-05,0,0.0,-1,0,MIXED_DECLINE,2.69,0.0,0.0,0,0,HOLDING_SUPPORT,1,0,0,STRUCTURE_RANGE,1,0,245,ACCEPTING_ABOVE_VALUE,10,0,0.72,PREMIUM,0.97,EQUILIBRIUM,0.63,REGIME_IMPROVING,0.333,0.0,0,0
1326,2020-11-08,0,0.0,-1,0,MIXED_DECLINE,1.72,1.72,1.0,0,1,HOLDING_SUPPORT,0,0,0,STRUCTURE_RANGE,0,0,247,ACCEPTING_ABOVE_VALUE,9,0,0.2,PREMIUM,0.96,PREMIUM,0.97,REGIME_IMPROVING,1.0,3.0,0,0
1353,2020-11-13,0,0.0,-1,0,MIXED_DECLINE,1.06,0.53,0.6,0,2,REJECTED_AT_RES,1,3,0,STRUCTURE_RANGE,1,0,252,ACCEPTING_ABOVE_VALUE,7,3,1.3,PREMIUM,0.86,EQUILIBRIUM,0.35,REGIME_DETERIORATING,-0.333,-2.0,0,0
1429,2020-12-02,0,0.0,-1,0,MIXED_DECLINE,1.06,0.0,0.0,1,0,ACCEPTED_ABOVE_RES,2,0,0,STRUCTURE_DOWN,0,0,267,IN_VALUE,7,3,-0.97,PREMIUM,0.8,DISCOUNT,0.27,REGIME_IMPROVING,0.333,-1.0,0,0
1497,2020-12-17,0,0.0,-1,0,MIXED_DECLINE,2.67,0.67,0.59,0,4,ACCEPTED_ABOVE_RES,15,0,3,STRUCTURE_RANGE,1,0,280,IN_VALUE,6,1,0.11,PREMIUM,0.85,PREMIUM,0.92,REGIME_NEUTRAL,0.0,-1.0,0,0
1522,2020-12-23,0,0.0,-1,0,FLUSH_V,5.32,5.32,4.67,0,1,HOLDING_SUPPORT,0,0,0,STRUCTURE_RANGE,0,0,286,IN_VALUE,5,4,0.16,EQUILIBRIUM,0.42,PREMIUM,0.79,REGIME_STABLE_BEAR,0.167,-2.0,0,0
1568,2021-01-06,0,0.0,-1,0,FLUSH_V,4.22,2.11,3.07,0,2,HOLDING_SUPPORT,0,0,0,STRUCTURE_UP,0,0,294,BELOW_VALUE_REJECTED,7,5,-1.96,EQUILIBRIUM,0.39,PREMIUM,0.71,REGIME_STABLE_BULL,0.0,1.0,0,0
1623,2021-01-20,0,0.0,-1,0,MIXED_DECLINE,1.25,1.25,1.09,0,1,ACCEPTED_ABOVE_RES,5,1,4,STRUCTURE_RANGE,1,0,306,IN_VALUE,5,4,0.42,PREMIUM,0.92,DISCOUNT,0.33,REGIME_STABLE_BEAR,0.167,-2.0,0,0
1661,2021-01-28,0,0.0,-1,0,FLUSH_V,2.11,2.11,1.81,0,1,ACCEPTED_ABOVE_RES,7,2,0,STRUCTURE_DOWN,0,0,316,ACCEPTING_ABOVE_VALUE,2,4,1.58,EQUILIBRIUM,0.64,EQUILIBRIUM,0.34,REGIME_STABLE_BEAR,-0.167,-3.0,0,0
1761,2021-02-22,0,0.0,-1,1,MIXED_DECLINE,2.18,0.0,0.0,0,0,REJECTED_AT_RES,1,3,0,STRUCTURE_RANGE,1,0,334,ACCEPTING_ABOVE_VALUE,5,5,0.6,PREMIUM,0.92,DISCOUNT,0.31,REGIME_STABLE_BEAR,0.0,-2.0,0,0
1775,2021-02-24,1,1.1,0,0,FLUSH_V,2.76,0.92,1.37,0,3,BROKE_SUPPORT,1,1,5,STRUCTURE_RANGE,0,0,337,IN_VALUE,6,3,-0.86,EQUILIBRIUM,0.52,DISCOUNT,0.32,REGIME_STABLE_BEAR,0.167,-2.0,0,0
1836,2021-03-10,0,0.0,-1,1,MIXED_DECLINE,2.03,0.0,0.0,0,0,ACCEPTED_ABOVE_RES,2,1,0,STRUCTURE_RANGE,1,0,348,ACCEPTING_ABOVE_VALUE,6,4,1.23,PREMIUM,1.0,DISCOUNT,0.28,REGIME_IMPROVING,0.333,-1.0,0,0
1873,2021-03-18,0,0.0,-1,0,FLUSH_V,3.45,1.72,2.21,1,2,HOLDING_SUPPORT,0,0,0,STRUCTURE_RANGE,0,0,356,IN_VALUE,3,4,-0.16,EQUILIBRIUM,0.33,EQUILIBRIUM,0.39,REGIME_STABLE_BEAR,-0.167,-2.0,0,0
1901,2021-03-25,1,0.24,0,1,GRIND_DOWN,2.44,0.19,0.91,1,13,HOLDING_SUPPORT,0,1,0,STRUCTURE_RANGE,0,0,361,BELOW_VALUE_REJECTED,7,5,-0.65,DISCOUNT,0.25,EQUILIBRIUM,0.4,REGIME_STABLE_BEAR,0.0,-2.0,0,0
1941,2021-04-06,0,0.0,-1,1,MIXED_DECLINE,1.18,0.39,0.65,1,3,ACCEPTED_ABOVE_RES,3,1,7,STRUCTURE_UP,1,0,369,IN_VALUE,9,1,-0.15,PREMIUM,0.88,PREMIUM,0.7,REGIME_NEUTRAL,0.167,-1.0,0,0
2034,2021-04-27,0,0.0,-1,1,FLUSH_V,2.01,1.0,1.36,2,2,ACCEPTED_ABOVE_RES,4,4,0,STRUCTURE_DOWN,0,0,388,BELOW_VALUE_REJECTED,4,7,-0.12,DISCOUNT,0.29,PREMIUM,0.82,REGIME_DETERIORATING,-0.333,-1.0,0,0
2053,2021-05-02,0,0.0,-1,0,FLUSH_V,3.78,1.26,2.07,0,3,HOLDING_SUPPORT,0,0,0,STRUCTURE_RANGE,0,0,392,ACCEPTING_ABOVE_VALUE,4,2,0.41,EQUILIBRIUM,0.46,PREMIUM,0.72,REGIME_NEUTRAL,0.0,-1.0,0,0
2100,2021-05-12,0,0.0,-1,1,MIXED_DECLINE,2.97,0.37,1.09,3,8,REJECTED_AT_RES,0,3,1,STRUCTURE_RANGE,0,0,401,BELOW_VALUE_REJECTED,4,5,-1.49,DISCOUNT,0.07,PREMIUM,0.73,REGIME_STABLE_BULL,-0.167,2.0,0,0
2110,2021-05-14,0,0.0,-1,0,NO_FLUSH,0.89,0.0,0.0,0,0,ACCEPTED_ABOVE_RES,9,1,0,STRUCTURE_DOWN,0,0,404,ACCEPTING_ABOVE_VALUE,6,5,1.2,PREMIUM,0.86,PREMIUM,0.92,REGIME_STABLE_BULL,-0.167,1.0,0,0
2174,2021-05-31,0,0.0,-1,1,MIXED_DECLINE,2.66,0.38,0.96,1,7,ACCEPTED_ABOVE_RES,3,4,0,STRUCTURE_DOWN,0,0,418,IN_VALUE,5,7,-0.13,PREMIUM,0.81,PREMIUM,0.96,REGIME_STABLE_BULL,0.0,2.0,0,0
2188,2021-06-02,0,0.0,-1,0,FLUSH_V,3.27,1.63,1.85,0,2,HOLDING_SUPPORT,0,0,0,STRUCTURE_UP,0,0,421,ACCEPTING_ABOVE_VALUE,7,5,0.49,PREMIUM,0.72,PREMIUM,0.93,REGIME_DETERIORATING,-0.5,1.0,0,0
2204,2021-06-07,0,0.0,-1,0,MIXED_DECLINE,1.38,0.34,0.37,0,4,ACCEPTED_ABOVE_RES,6,2,0,STRUCTURE_DOWN,0,0,425,IN_VALUE,5,4,0.07,EQUILIBRIUM,0.53,PREMIUM,0.7,REGIME_STABLE_BULL,0.0,2.0,0,0
2222,2021-06-10,1,0.4,2,0,MIXED_DECLINE,3.02,0.6,0.9,5,5,REJECTED_AT_RES,0,3,3,STRUCTURE_RANGE,0,0,430,BELOW_VALUE_REJECTED,3,8,-0.46,DISCOUNT,0.16,PREMIUM,0.67,REGIME_STABLE_BULL,0.167,2.0,0,0
2320,2021-07-02,0,0.0,-1,1,MIXED_DECLINE,1.68,0.0,0.0,0,0,ACCEPTED_ABOVE_RES,2,1,6,STRUCTURE_RANGE,1,0,452,ACCEPTING_ABOVE_VALUE,9,2,0.33,PREMIUM,0.83,DISCOUNT,0.24,REGIME_IMPROVING,0.333,1.0,0,0
2364,2021-07-14,0,0.0,-1,0,MIXED_DECLINE,2.31,0.0,0.0,0,0,HOLDING_SUPPORT,0,0,1,STRUCTURE_UP,0,0,462,ACCEPTING_ABOVE_VALUE,6,3,0.5,PREMIUM,0.83,EQUILIBRIUM,0.55,REGIME_STABLE_BULL,0.0,1.0,0,0
2372,2021-07-15,0,0.0,-1,1,MIXED_DECLINE,2.16,0.0,0.0,1,0,REJECTED_AT_RES,1,2,1,STRUCTURE_UP,0,0,463,BELOW_VALUE_REJECTED,9,3,-0.83,PREMIUM,0.79,PREMIUM,0.89,REGIME_STABLE_BULL,0.167,1.0,0,0
2428,2021-07-28,1,0.15,0,1,MIXED_DECLINE,2.04,0.51,1.59,0,4,ACCEPTED_ABOVE_RES,2,2,0,STRUCTURE_UP,0,0,477,ACCEPTING_ABOVE_VALUE,4,6,0.83,PREMIUM,0.76,PREMIUM,0.66,REGIME_NEUTRAL,0.167,0.0,0,0
2488,2021-08-11,0,0.0,-1,0,MIXED_DECLINE,2.32,1.16,0.86,1,2,ACCEPTED_ABOVE_RES,7,2,0,STRUCTURE_DOWN,0,0,491,ACCEPTING_ABOVE_VALUE,6,5,2.02,PREMIUM,0.84,EQUILIBRIUM,0.47,REGIME_STABLE_BEAR,0.0,-3.0,0,0
2497,2021-08-13,0,0.0,-1,0,FLUSH_V,2.44,2.44,1.52,0,1,BROKE_SUPPORT,1,0,8,STRUCTURE_UP,1,0,494,ACCEPTING_ABOVE_VALUE,7,3,0.39,PREMIUM,0.96,EQUILIBRIUM,0.52,REGIME_NEUTRAL,0.167,-1.0,0,0
2544,2021-08-25,0,0.0,-1,0,MIXED_DECLINE,2.65,0.88,0.88,0,3,BROKE_SUPPORT,0,0,10,STRUCTURE_UP,0,1,505,IN_VALUE,6,4,0.09,EQUILIBRIUM,0.56,PREMIUM,0.76,REGIME_IMPROVING,0.667,3.0,0,0
2663,2021-09-22,0,0.0,-1,0,MIXED_DECLINE,1.47,0.0,0.0,0,0,BROKE_SUPPORT,0,0,5,STRUCTURE_UP,0,0,534,IN_VALUE,8,3,0.25,PREMIUM,0.9,EQUILIBRIUM,0.39,REGIME_NEUTRAL,0.167,-1.0,0,0
2705,2021-10-01,0,0.0,-1,0,MIXED_DECLINE,2.52,0.0,0.0,2,0,HOLDING_SUPPORT,0,0,0,STRUCTURE_UP,0,0,545,IN_VALUE,6,5,-0.18,PREMIUM,0.72,DISCOUNT,0.27,REGIME_STABLE_BEAR,-0.167,-2.0,0,0
2737,2021-10-08,0,0.0,-1,0,FLUSH_V,1.8,1.8,1.66,0,1,BROKE_SUPPORT,1,0,2,STRUCTURE_UP,1,0,554,ACCEPTING_ABOVE_VALUE,5,6,1.59,PREMIUM,0.75,EQUILIBRIUM,0.59,REGIME_NEUTRAL,0.167,-1.0,0,0
2747,2021-10-12,0,0.0,-1,0,MIXED_DECLINE,3.84,0.64,1.05,0,6,HOLDING_SUPPORT,0,0,0,STRUCTURE_RANGE,0,0,556,ACCEPTING_ABOVE_VALUE,5,2,0.69,EQUILIBRIUM,0.37,EQUILIBRIUM,0.46,REGIME_DETERIORATING,-0.333,-3.0,0,0
2859,2021-11-05,0,0.0,-1,1,MIXED_DECLINE,1.46,0.29,0.87,0,5,ACCEPTED_ABOVE_RES,3,1,0,STRUCTURE_RANGE,1,0,579,ACCEPTING_ABOVE_VALUE,5,4,2.35,PREMIUM,0.99,PREMIUM,0.99,REGIME_IMPROVING,0.333,2.0,0,0
2896,2021-11-15,0,0.0,-1,0,MIXED_DECLINE,1.55,1.55,0.88,0,1,BROKE_SUPPORT,0,0,3,STRUCTURE_UP,0,0,590,IN_VALUE,5,3,-0.16,PREMIUM,0.89,PREMIUM,0.97,REGIME_STABLE_BULL,0.0,2.0,0,0
2905,2021-11-17,0,0.0,-1,0,MIXED_DECLINE,3.35,1.12,0.88,0,3,HOLDING_SUPPORT,0,0,0,STRUCTURE_RANGE,0,0,592,ACCEPTING_ABOVE_VALUE,7,3,1.26,EQUILIBRIUM,0.65,PREMIUM,0.91,REGIME_STABLE_BULL,-0.167,2.0,0,0
2922,2021-11-22,1,0.38,6,0,MIXED_DECLINE,3.1,0.62,1.37,2,5,ACCEPTED_ABOVE_RES,4,3,5,STRUCTURE_RANGE,0,0,595,BELOW_VALUE_REJECTED,2,6,-0.35,DISCOUNT,0.06,PREMIUM,0.68,REGIME_STABLE_BULL,-0.167,2.0,0,0
2944,2021-11-26,0,0.0,-1,0,MIXED_DECLINE,1.09,0.55,0.39,0,2,ACCEPTED_ABOVE_RES,4,4,0,STRUCTURE_DOWN,0,0,599,ACCEPTING_ABOVE_VALUE,4,7,1.05,PREMIUM,0.67,EQUILIBRIUM,0.36,REGIME_STABLE_BULL,0.0,2.0,0,1
2991,2021-12-08,0,0.0,-1,0,GRIND_DOWN,2.4,0.27,0.79,1,9,ACCEPTED_ABOVE_RES,2,0,3,STRUCTURE_DOWN,0,0,609,IN_VALUE,6,0,0.13,PREMIUM,0.88,DISCOUNT,0.23,REGIME_STABLE_BEAR,-0.167,-2.0,0,0
3011,2021-12-13,0,0.0,-1,1,MIXED_DECLINE,2.74,0.0,0.0,0,0,REJECTED_AT_RES,0,2,0,STRUCTURE_RANGE,0,0,614,ACCEPTING_ABOVE_VALUE,6,4,0.27,PREMIUM,0.84,DISCOUNT,0.23,REGIME_STABLE_BEAR,0.167,-2.0,0,0
3029,2021-12-16,0,0.0,-1,0,GRIND_DOWN,4.39,0.31,1.12,0,14,HOLDING_SUPPORT,1,0,0,STRUCTURE_RANGE,1,0,617,ACCEPTING_ABOVE_VALUE,5,5,1.07,PREMIUM,0.96,EQUILIBRIUM,0.35,REGIME_NEUTRAL,0.167,-1.0,0,0
3070,2021-12-28,0,0.0,-1,1,MIXED_DECLINE,1.6,0.53,0.89,0,3,ACCEPTED_ABOVE_RES,2,3,4,STRUCTURE_UP,1,0,626,ACCEPTING_ABOVE_VALUE,7,3,1.0,PREMIUM,1.0,PREMIUM,0.96,REGIME_STABLE_BULL,0.167,2.0,0,0
3085,2021-12-30,0,0.0,-1,0,MIXED_DECLINE,4.71,0.79,1.08,0,6,HOLDING_SUPPORT,0,0,1,STRUCTURE_UP,0,0,629,ACCEPTING_ABOVE_VALUE,8,5,1.92,PREMIUM,0.81,PREMIUM,0.92,REGIME_STABLE_BULL,0.167,1.0,0,0
3102,2022-01-04,0,0.0,-1,0,FLUSH_V,4.24,1.06,1.83,0,4,HOLDING_SUPPORT,0,0,0,STRUCTURE_UP,0,0,631,ACCEPTING_ABOVE_VALUE,9,3,1.19,EQUILIBRIUM,0.5,PREMIUM,0.79,REGIME_DETERIORATING,-0.667,-1.0,0,0
3118,2022-01-07,0,0.0,-1,0,MIXED_DECLINE,5.16,0.65,1.2,0,8,HOLDING_SUPPORT,0,0,0,STRUCTURE_DOWN,0,0,634,IN_VALUE,7,6,0.17,DISCOUNT,0.11,EQUILIBRIUM,0.49,REGIME_DETERIORATING,-0.5,-2.0,0,0
3126,2022-01-10,0,0.0,-1,1,MIXED_DECLINE,1.57,0.0,0.0,0,0,ACCEPTED_ABOVE_RES,7,2,0,STRUCTURE_DOWN,0,0,636,ACCEPTING_ABOVE_VALUE,5,6,0.79,EQUILIBRIUM,0.4,EQUILIBRIUM,0.6,REGIME_DETERIORATING,-0.667,-2.0,0,0
3147,2022-01-14,0,0.0,-1,0,FLUSH_V,2.86,0.95,1.48,0,3,BROKE_SUPPORT,0,0,3,STRUCTURE_RANGE,0,0,641,IN_VALUE,5,4,0.3,PREMIUM,0.95,PREMIUM,0.91,REGIME_STABLE_BULL,0.167,2.0,0,1
3162,2022-01-18,1,1.19,1,0,FLUSH_V,2.76,1.38,2.3,1,2,ACCEPTED_ABOVE_RES,4,3,1,STRUCTURE_RANGE,0,0,645,IN_VALUE,3,5,-0.76,EQUILIBRIUM,0.33,EQUILIBRIUM,0.63,REGIME_IMPROVING,0.5,1.0,0,0
3178,2022-01-21,0,0.0,-1,0,MIXED_DECLINE,2.57,0.64,0.84,2,4,BROKE_SUPPORT,0,0,9,STRUCTURE_UP,0,1,649,BELOW_VALUE_REJECTED,7,3,-0.82,PREMIUM,0.67,PREMIUM,0.79,REGIME_STABLE_BULL,0.0,3.0,0,0
3190,2022-01-25,0,0.0,-1,0,FLUSH_V,1.89,0.94,1.64,1,2,HOLDING_SUPPORT,1,1,0,STRUCTURE_UP,0,0,653,BELOW_VALUE_REJECTED,5,6,-0.37,EQUILIBRIUM,0.48,PREMIUM,0.77,REGIME_DETERIORATING,-0.333,0.0,0,0
3219,2022-02-01,0,0.0,-1,0,MIXED_DECLINE,10.88,0.68,1.12,0,16,HOLDING_SUPPORT,0,0,0,STRUCTURE_RANGE,0,0,657,ACCEPTING_ABOVE_VALUE,3,6,0.55,EQUILIBRIUM,0.57,DISCOUNT,0.29,REGIME_STABLE_BULL,-0.167,1.0,0,0
3238,2022-02-04,0,0.0,-1,0,MIXED_DECLINE,3.43,0.69,0.96,0,5,HOLDING_SUPPORT,1,0,0,STRUCTURE_RANGE,1,0,661,ACCEPTING_ABOVE_VALUE,4,4,1.0,PREMIUM,0.96,EQUILIBRIUM,0.45,REGIME_IMPROVING,0.333,2.0,0,1
3252,2022-02-08,0,0.0,-1,1,MIXED_DECLINE,1.2,0.4,0.59,0,3,HOLDING_SUPPORT,1,1,0,STRUCTURE_UP,1,0,663,ACCEPTING_ABOVE_VALUE,6,2,0.86,PREMIUM,0.99,EQUILIBRIUM,0.65,REGIME_IMPROVING,1.0,3.0,0,0
3326,2022-02-24,1,0.63,1,0,FLUSH_V,5.2,1.73,2.93,0,3,HOLDING_SUPPORT,0,0,0,STRUCTURE_RANGE,0,0,681,IN_VALUE,6,4,0.04,EQUILIBRIUM,0.37,PREMIUM,0.69,REGIME_STABLE_BULL,0.167,2.0,0,0
3443,2022-03-24,0,0.0,-1,1,MIXED_DECLINE,2.97,0.59,1.07,0,5,ACCEPTED_ABOVE_RES,3,2,0,STRUCTURE_DOWN,0,0,700,ACCEPTING_ABOVE_VALUE,8,5,1.02,PREMIUM,0.91,EQUILIBRIUM,0.39,REGIME_IMPROVING,0.333,3.0,0,0
3474,2022-03-31,0,0.0,-1,1,MIXED_DECLINE,1.75,0.58,0.6,0,3,REJECTED_AT_RES,1,2,3,STRUCTURE_RANGE,1,0,705,ACCEPTING_ABOVE_VALUE,8,6,0.64,PREMIUM,0.92,DISCOUNT,0.31,REGIME_IMPROVING,0.333,3.0,0,0
3491,2022-04-05,0,0.0,-1,0,MIXED_DECLINE,1.32,0.22,0.84,0,6,ACCEPTED_ABOVE_RES,6,1,0,STRUCTURE_DOWN,0,0,708,ACCEPTING_ABOVE_VALUE,5,3,1.23,PREMIUM,0.78,DISCOUNT,0.29,REGIME_STABLE_BULL,0.0,2.0,0,0
3509,2022-04-08,0,0.0,-1,0,MIXED_DECLINE,1.12,0.37,0.49,0,3,ACCEPTED_ABOVE_RES,2,1,0,STRUCTURE_RANGE,1,0,712,ACCEPTING_ABOVE_VALUE,8,3,0.82,PREMIUM,0.83,EQUILIBRIUM,0.45,REGIME_STABLE_BULL,0.0,3.0,0,0
3622,2022-05-06,0,0.0,-1,0,MIXED_DECLINE,3.39,1.13,1.17,0,3,HOLDING_SUPPORT,0,0,1,STRUCTURE_UP,0,0,733,ACCEPTING_ABOVE_VALUE,6,4,0.71,EQUILIBRIUM,0.55,DISCOUNT,0.22,REGIME_STABLE_BEAR,-0.167,-2.0,0,1
3678,2022-05-19,0,0.0,-1,0,MIXED_DECLINE,1.47,0.0,0.0,0,0,ACCEPTED_ABOVE_RES,6,3,0,STRUCTURE_RANGE,1,0,745,ACCEPTING_ABOVE_VALUE,7,6,2.52,PREMIUM,0.82,DISCOUNT,0.32,REGIME_STABLE_BEAR,0.0,-3.0,0,0
3773,2022-06-10,0,0.0,-1,0,GRIND_DOWN,4.88,0.44,0.97,5,11,HOLDING_SUPPORT,0,0,1,STRUCTURE_RANGE,0,0,767,BELOW_VALUE_REJECTED,3,8,-1.59,DISCOUNT,0.25,EQUILIBRIUM,0.53,REGIME_STABLE_BEAR,-0.167,-3.0,0,0
3799,2022-06-16,0,0.0,-1,0,MIXED_DECLINE,2.38,0.0,0.0,0,0,ACCEPTED_ABOVE_RES,2,0,2,STRUCTURE_UP,1,0,774,ACCEPTING_ABOVE_VALUE,6,5,2.06,PREMIUM,0.98,PREMIUM,0.7,REGIME_NEUTRAL,0.167,-1.0,0,0
3825,2022-06-23,0,0.0,-1,0,MIXED_DECLINE,2.62,0.0,0.0,0,0,HOLDING_SUPPORT,0,0,0,STRUCTURE_RANGE,0,0,781,IN_VALUE,3,4,0.0,EQUILIBRIUM,0.47,EQUILIBRIUM,0.4,REGIME_STABLE_BEAR,0.167,-2.0,0,0
