bar_idx,datetime,context,engine_policy,indicator_score,indicator_confluence,bubbles,nas,smc,rsi,crossed_policy,EVAL_exitype,EVAL_realR
8431,2025-06-16,PULLBACK,TAKE,1,WEAK_BULL,BUBBLE_BUY_ACCUM_PULLBACK,NAS_SHORT,SMC_CHOCH_BULL_TRIGGER,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
8460,2025-06-23,PULLBACK,REVIEW_RISK,0,NEUTRAL,BUBBLE_SELL_WARN,NAS_NEUTRAL,SMC_CHOCH_BULL_TRIGGER,RSI_NO_DIV,REVIEW_RISK,STOP_LOSS,-1.1
8479,2025-06-26,PULLBACK,TAKE,0,NEUTRAL,BUBBLE_SELL_WARN,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_NEUTRAL,STOP_LOSS,-1.1
8497,2025-07-01,PULLBACK,TAKE,0,NEUTRAL,BUBBLE_SELL_WARN,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_NEUTRAL,SCRATCH,-0.09
8544,2025-07-11,PULLBACK,TAKE,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,WIN_HELD,1.01
8589,2025-07-22,PULLBACK,REVIEW_RISK,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,REVIEW_RISK_BULL,STOP_LOSS,-1.1
8622,2025-07-30,TOP,SKIP,-2,STRONG_BEAR_CONFIRM,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_CHOCH_TOP_REVERSAL,RSI_NO_DIV,SKIP_CONFIRMED,STOP_LOSS,-1.1
8635,2025-08-01,NEUTRAL,REVIEW,0,NEUTRAL,BUBBLE_NEUTRAL,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,REVIEW_NEUTRAL,SCRATCH,-0.19
8659,2025-08-07,PULLBACK,TAKE,0,NEUTRAL,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_NONE,RSI_BEAR_DIV,TAKE_NEUTRAL,STOP_LOSS,-1.1
8765,2025-09-02,PULLBACK,REVIEW_RISK,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,REVIEW_RISK_BULL,WIN_HELD,1.95
8823,2025-09-15,PULLBACK,TAKE,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,WIN_HELD,2.05
8858,2025-09-23,PULLBACK,REVIEW_RISK,1,WEAK_BULL,BUBBLE_BUY_ACCUM_PULLBACK,NAS_SHORT,SMC_BOS_CONTINUATION,RSI_NO_DIV,REVIEW_RISK,SCRATCH,1.24
8878,2025-09-28,PULLBACK,TAKE,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,WIN_HELD,3.24
8893,2025-10-01,PULLBACK,TAKE,1,WEAK_BULL,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_CONFIRMED,WIN_HELD,2.83
8905,2025-10-03,PULLBACK,TAKE,0,NEUTRAL,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_NONE,RSI_BEAR_DIV,TAKE_NEUTRAL,WIN_RUNNER,3.9
8923,2025-10-08,PULLBACK,TAKE,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,WIN_BE,0.9
8940,2025-10-13,PULLBACK,TAKE,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,WIN_BE,0.9
8966,2025-10-17,TOP,SKIP,0,NEUTRAL,BUBBLE_BUY_LATE,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,SKIP_NEUTRAL,STOP_LOSS,-1.1
8978,2025-10-21,TOP,SKIP,-2,STRONG_BEAR_CONFIRM,BUBBLE_BUY_LATE,NAS_NEUTRAL,SMC_CHOCH_TOP_REVERSAL,RSI_BEAR_DIV_TOP,SKIP_CONFIRMED,STOP_LOSS,-1.1
9007,2025-10-28,BOTTOM,TAKE,2,STRONG_BULL_CONFIRM,BUBBLE_SELL_CLIMAX_BULL,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,SCRATCH,1.4
9081,2025-11-13,PULLBACK,TAKE,1,WEAK_BULL,BUBBLE_BUY_ACCUM_PULLBACK,NAS_SHORT,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
9105,2025-11-19,TOP,SKIP,0,NEUTRAL,BUBBLE_MIXED,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,SKIP_NEUTRAL,WIN_HELD,1.64
9199,2025-12-11,PULLBACK,TAKE,1,WEAK_BULL,BUBBLE_MIXED,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,WIN_RUNNER,3.9
9215,2025-12-16,PULLBACK,REVIEW_RISK,0,NEUTRAL,BUBBLE_BUY_ACCUM_PULLBACK,NAS_SHORT,SMC_NONE,RSI_NO_DIV,REVIEW_RISK,WIN_RUNNER,3.9
9243,2025-12-22,PULLBACK,REVIEW_RISK,0,NEUTRAL,BUBBLE_BUY_ACCUM_PULLBACK,NAS_SHORT,SMC_BOS_CONTINUATION,RSI_BEAR_DIV,REVIEW_RISK,STOP_LOSS,-1.1
9256,2025-12-26,PULLBACK,TAKE,1,WEAK_BULL,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
9287,2026-01-05,PULLBACK,TAKE,1,WEAK_BULL,BUBBLE_MIXED,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,SCRATCH,1.64
9297,2026-01-06,PULLBACK,REVIEW_RISK,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,REVIEW_RISK_BULL,WIN_HELD,1.97
9304,2026-01-08,PULLBACK,TAKE,1,WEAK_BULL,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_CONFIRMED,WIN_HELD,2.45
9314,2026-01-09,PULLBACK,TAKE,1,WEAK_BULL,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_CONFIRMED,WIN_HELD,3.16
9329,2026-01-14,PULLBACK,TAKE,1,WEAK_BULL,BUBBLE_BUY_ACCUM_PULLBACK,NAS_SHORT,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
9345,2026-01-18,PULLBACK,TAKE,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,WIN_RUNNER,3.9
9368,2026-01-22,PULLBACK,TAKE,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,WIN_BE,0.9
9390,2026-01-28,PULLBACK,REVIEW_RISK,1,WEAK_BULL,BUBBLE_BUY_ACCUM_PULLBACK,NAS_SHORT,SMC_BOS_CONTINUATION,RSI_NO_DIV,REVIEW_RISK,STOP_LOSS,-1.1
9432,2026-02-06,TOP,SKIP,0,NEUTRAL,BUBBLE_MIXED,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,SKIP_NEUTRAL,SCRATCH,0.09
9492,2026-02-20,PULLBACK,REVIEW_RISK,0,NEUTRAL,BUBBLE_MIXED,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,REVIEW_RISK,SCRATCH,0.25
9504,2026-02-24,PULLBACK,REVIEW_RISK,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_CHOCH_BULL_TRIGGER,RSI_NO_DIV,REVIEW_RISK_BULL,SCRATCH,0.16
9512,2026-02-25,PULLBACK,TAKE,1,WEAK_BULL,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_CONFIRMED,WIN_BE,0.9
9523,2026-02-27,PULLBACK,TAKE,1,WEAK_BULL,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
9530,2026-03-02,PULLBACK,TAKE,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.1
9537,2026-03-03,BOTTOM,TAKE,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM,NAS_NEUTRAL,SMC_CHOCH_BULL_TRIGGER,RSI_NO_DIV,TAKE_CONFIRMED,SCRATCH,-0.59
9582,2026-03-13,TOP,SKIP,-1,WEAK_BEAR,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,SKIP_CONFIRMED,STOP_LOSS,-1.1
9628,2026-03-25,TOP,SKIP,-2,STRONG_BEAR_CONFIRM,BUBBLE_SELL_DISTRIBUTION,NAS_NEUTRAL,SMC_CHOCH_TOP_REVERSAL,RSI_NO_DIV,SKIP_CONFIRMED,SCRATCH,0.5
9646,2026-03-30,NEUTRAL,REVIEW,0,NEUTRAL,BUBBLE_NEUTRAL,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,REVIEW_NEUTRAL,SCRATCH,1.24
9727,2026-04-17,PULLBACK,TAKE,2,STRONG_BULL_CONFIRM,BUBBLE_BUY_ACCUM_PULLBACK,NAS_NEUTRAL,SMC_BOS_CONTINUATION,RSI_NO_DIV,TAKE_CONFIRMED,STOP_LOSS,-1.11
9805,2026-05-06,NEUTRAL,REVIEW,0,NEUTRAL,BUBBLE_NEUTRAL,NAS_NEUTRAL,SMC_NONE,RSI_NO_DIV,REVIEW_NEUTRAL,STOP_LOSS,-1.1
