candidate_id,timestamp,source,source_family,reason_flags,kept,prune_reason,GT_match,NAO_match,gt_id,notes
C104,2020-01-24 15:00,fractal_3_3,fractal,overextended_entry,kept,,no,no,,classic_BOS/A
C105,2020-01-24 19:00,fractal_3_3,fractal,first_retomada,kept,,no,no,,classic_BOS/B
C106,2020-01-26 23:00,topo_duplo,structural,,kept,,no,no,,classic_BOS/A
C107,2020-01-27 03:00,topo_duplo,structural,,kept,,no,no,,classic_BOS/B
C108,2020-01-27 07:00,topo_duplo,structural,,kept,,no,no,,classic_BOS/A
C109,2020-01-27 11:00,topo_duplo,structural,,kept,,no,no,,classic_BOS/B
C114,2020-01-28 07:00,topo_duplo,structural,,kept,,no,no,,classic_BOS/A
C115,2020-01-28 11:00,fractal_3_3,fractal,overextended_entry|first_retomada,kept,,no,no,,classic_BOS/B
C116,2020-01-28 15:00,fractal_3_3,fractal,,kept,,no,no,,classic_BOS/B
C120,2020-01-29 07:00,fractal_3_3,fractal,overextended_entry,kept,,no,no,,classic_BOS/A
C121,2020-01-29 11:00,fractal_3_3,fractal,overextended_entry,kept,,no,no,,classic_BOS/A
C122,2020-01-29 15:00,fractal_3_3,fractal,first_retomada,kept,,no,no,,classic_BOS/B
C123,2020-01-29 19:00,fractal_3_3,fractal,overextended_entry|first_retomada,kept,,no,no,,classic_BOS/A
C124,2020-01-29 23:00,topo_duplo,structural,overextended_entry|BOS_fraco,kept,,no,no,,classic_BOS/A
C125,2020-01-30 03:00,topo_duplo,structural,,kept,,no,no,,classic_BOS/B
C126,2020-01-30 07:00,topo_duplo,structural,,kept,,no,no,,classic_BOS/A
C127,2020-01-30 11:00,fractal_3_3,fractal,overextended_entry|first_retomada,kept,,no,no,,classic_BOS/B
C128,2020-01-30 15:00,topo_duplo,structural,overextended_entry,kept,,no,no,,classic_BOS/A
C130,2020-01-30 23:00,fractal_3_3,fractal,first_retomada,kept,,no,no,,classic_BOS/B
C132,2020-01-31 07:00,fractal_3_3,fractal,overextended_entry|first_retomada,kept,,no,no,,classic_BOS/A
C133,2020-01-31 11:00,topo_duplo,structural,overextended_entry|first_retomada|BOS_fraco,kept,,no,no,,classic_BOS/A
C134,2020-01-31 15:00,topo_duplo,structural,overextended_entry|first_retomada|BOS_fraco,kept,,no,no,,classic_BOS/A
C138,2020-02-03 07:00,fractal_3_3,fractal,overextended_entry|first_retomada,kept,,no,no,,classic_BOS/A
C140,2020-02-03 15:00,fractal_3_3,fractal,first_retomada,kept,,no,no,,classic_BOS/A
C142,2020-02-03 23:00,fractal_3_3,fractal,overextended_entry|first_retomada,kept,,no,no,,classic_BOS/B
C144,2020-02-04 07:00,fractal_3_3,fractal,overextended_entry,kept,,no,no,,classic_BOS/B
C146,2020-02-04 15:00,topo_duplo,structural,BOS_fraco,kept,,no,no,,classic_BOS/B
C148,2020-02-04 23:00,topo_duplo,structural,,kept,,no,no,,classic_BOS/A
C149,2020-02-05 03:00,fractal_3_3,fractal,first_retomada,kept,,no,no,,classic_BOS/A
C150,2020-02-05 07:00,topo_duplo,structural,BOS_fraco,kept,,no,no,,classic_BOS/B
C151,2020-02-05 11:00,topo_duplo,structural,,kept,,no,no,,classic_BOS/A
C152,2020-02-05 15:00,topo_duplo,structural,BOS_fraco,kept,,no,no,,classic_BOS/A
C155,2020-02-06 03:00,topo_duplo,structural,overextended_entry,kept,,no,no,,classic_BOS/A
C156,2020-02-06 07:00,fractal_3_3,fractal,overextended_entry|first_retomada,kept,,no,no,,classic_BOS/A
C158,2020-02-06 15:00,fractal_3_3,fractal,overextended_entry|first_retomada,kept,,no,no,,classic_BOS/A
C160,2020-02-06 23:00,fractal_3_3,fractal,first_retomada,kept,,no,no,,classic_BOS/A
C161,2020-02-07 03:00,fractal_3_3,fractal,overextended_entry|first_retomada,kept,,no,no,,classic_BOS/B
C162,2020-02-07 07:00,fractal_3_3,fractal,overextended_entry|first_retomada,kept,,no,no,,classic_BOS/A
C163,2020-02-07 11:00,fractal_3_3,fractal,overextended_entry|first_retomada,kept,,no,no,,classic_BOS/A
C164,2020-02-07 15:00,fractal_3_3,fractal,overextended_entry|first_retomada,kept,,no,no,,classic_BOS/B
C166,2020-02-09 23:00,fractal_3_3,fractal,first_retomada,kept,,no,no,,classic_BOS/B
C168,2020-02-10 07:00,fractal_3_3,fractal,first_retomada,kept,,no,no,,classic_BOS/A
C170,2020-02-10 15:00,fractal_3_3,fractal,overextended_entry|first_retomada,kept,,no,no,,classic_BOS/A
C174,2020-02-11 07:00,fractal_3_3,fractal,first_retomada,kept,,no,no,,classic_BOS/A
C175,2020-02-11 11:00,fractal_3_3,fractal,first_retomada,kept,,no,no,,classic_BOS/A
C176,2020-02-11 15:00,fractal_3_3,fractal,first_retomada,kept,,no,no,,classic_BOS/B
C178,2020-02-11 23:00,fractal_3_3,fractal,first_retomada,kept,,no,no,,classic_BOS/B
C179,2020-02-12 03:00,fractal_3_3,fractal,,kept,,no,no,,classic_BOS/B
C180,2020-02-12 07:00,fractal_3_3,fractal,,kept,,no,no,,classic_BOS/A
C182,2020-02-12 15:00,fractal_3_3,fractal,overextended_entry,kept,,no,no,,classic_BOS/A
C186,2020-02-13 07:00,topo_duplo,structural,BOS_fraco,kept,,no,no,,classic_BOS/A
C188,2020-02-13 15:00,fractal_3_3,fractal,first_retomada|BOS_fraco,kept,,no,no,,classic_BOS/A
C192,2020-02-14 07:00,fractal_3_3,fractal,first_retomada|BOS_fraco,kept,,no,no,,classic_BOS/A
C193,2020-02-14 11:00,fractal_3_3,fractal,overextended_entry|first_retomada|BOS_fraco,kept,,no,no,,classic_BOS/A
C201,2020-02-17 23:00,fractal_3_3,fractal,,kept,,no,no,,classic_BOS/A
C203,2020-02-18 07:00,fractal_3_3,fractal,,kept,,no,no,,classic_BOS/A
C209,2020-02-19 07:00,nivel_interno,proximity,overextended_entry|first_retomada|BOS_fraco|cluster_BUY_climax,kept,,no,no,,classic_BOS/A
C210,2020-02-19 11:00,nivel_interno,proximity,first_retomada|BOS_fraco|cluster_BUY_climax,kept,,no,no,,classic_BOS/B
C211,2020-02-19 15:00,fractal_2_2,fractal,first_retomada|cluster_BUY_climax,kept,,no,no,,classic_BOS/A
C212,2020-02-19 19:00,fractal_2_2,fractal,overextended_entry|first_retomada|cluster_BUY_climax,kept,,no,no,,classic_BOS/A
C213,2020-02-19 23:00,fractal_2_2,fractal,first_retomada|cluster_BUY_climax,kept,,no,no,,classic_BOS/B
C215,2020-02-20 07:00,fractal_2_2,fractal,first_retomada|cluster_BUY_climax,kept,,no,no,,classic_BOS/A
C216,2020-02-20 11:00,swing_high_simples,structural,overextended_entry|first_retomada|cluster_BUY_climax,kept,,no,no,,classic_BOS/A
C217,2020-02-20 15:00,fractal_3_3,fractal,cluster_BUY_climax,kept,,no,no,,classic_BOS/A
C219,2020-02-20 23:00,swing_high_simples,structural,BOS_fraco|cluster_BUY_climax,kept,,no,no,,classic_BOS/A
C220,2020-02-21 03:00,swing_high_simples,structural,overextended_entry|BOS_fraco|cluster_BUY_climax,kept,,no,no,,classic_BOS/A
C222,2020-02-21 11:00,swing_high_simples,structural,overextended_entry|cluster_BUY_climax,kept,,no,no,,classic_BOS/A
C223,2020-02-21 15:00,swing_high_simples,structural,overextended_entry|cluster_BUY_climax,kept,,no,no,,classic_BOS/A
C225,2020-02-23 23:00,swing_high_simples,structural,overextended_entry|BOS_fraco|cluster_BUY_climax,kept,,no,no,,classic_BOS/A
C229,2020-02-24 15:00,nivel_interno,proximity,cluster_BUY_climax,kept,,no,no,,classic_BOS/B
C230,2020-02-24 19:00,swing_high_simples,structural,BOS_fraco,kept,,no,no,,classic_BOS/B
C231,2020-02-24 23:00,swing_high_simples,structural,overextended_entry,kept,,no,no,,classic_BOS/B
C234,2020-02-25 11:00,swing_high_simples,structural,overextended_entry,kept,,no,no,,classic_BOS/B
C236,2020-02-25 19:00,fractal_3_3,fractal,overextended_entry,kept,,no,no,,classic_BOS/B
C237,2020-02-25 23:00,swing_high_simples,structural,,kept,,no,no,,classic_BOS/A
C238,2020-02-26 03:00,swing_high_simples,structural,overextended_entry,kept,,no,no,,classic_BOS/A
C239,2020-02-26 07:00,swing_high_simples,structural,overextended_entry,kept,,no,no,,classic_BOS/A
C240,2020-02-26 11:00,fractal_3_3,fractal,overextended_entry,kept,,no,no,,classic_BOS/B
C241,2020-02-26 15:00,swing_high_simples,structural,overextended_entry|BOS_fraco,kept,,no,no,,classic_BOS/A
C243,2020-02-26 23:00,topo_duplo,structural,BOS_fraco,kept,,no,no,,classic_BOS/A
C245,2020-02-27 07:00,topo_duplo,structural,BOS_fraco,kept,,no,no,,classic_BOS/A
C246,2020-02-27 11:00,topo_duplo,structural,BOS_fraco,kept,,no,no,,classic_BOS/A
C247,2020-02-27 15:00,swing_high_simples,structural,,kept,,no,no,,classic_BOS/B
C249,2020-02-27 23:00,swing_high_simples,structural,,kept,,no,no,,classic_BOS/B
C250,2020-02-28 03:00,swing_high_simples,structural,overextended_entry|BOS_fraco,kept,,no,no,,classic_BOS/B
C251,2020-02-28 07:00,fractal_3_3,fractal,overextended_entry,kept,,no,no,,classic_BOS/B
C253,2020-02-28 15:00,fractal_3_3,fractal,first_retomada|BOS_fraco,kept,,no,no,,classic_BOS/B
C255,2020-03-01 23:00,fractal_3_3,fractal,first_retomada,kept,,no,no,,classic_BOS/A
C256,2020-03-02 03:00,fractal_3_3,fractal,overextended_entry|first_retomada,kept,,no,no,,classic_BOS/A
C257,2020-03-02 07:00,fractal_3_3,fractal,overextended_entry|first_retomada,kept,,no,no,,classic_BOS/A
C258,2020-03-02 11:00,fractal_3_3,fractal,overextended_entry|first_retomada,kept,,no,no,,classic_BOS/B
C259,2020-03-02 15:00,fractal_3_3,fractal,first_retomada,kept,,no,no,,classic_BOS/B
C263,2020-03-03 07:00,fractal_3_3,fractal,overextended_entry|first_retomada,kept,,no,no,,classic_BOS/A
C264,2020-03-03 11:00,fractal_3_3,fractal,overextended_entry|first_retomada,kept,,no,no,,classic_BOS/A
C265,2020-03-03 15:00,fractal_3_3,fractal,overextended_entry,kept,,no,no,,classic_BOS/A
C267,2020-03-03 23:00,swing_high_simples,structural,overextended_entry,kept,,no,no,,classic_BOS/A
C269,2020-03-04 07:00,swing_high_simples,structural,overextended_entry,kept,,no,no,,classic_BOS/B
C270,2020-03-04 11:00,swing_high_simples,structural,,kept,,no,no,,classic_BOS/A
C275,2020-03-05 07:00,topo_duplo,structural,BOS_fraco,kept,,no,no,,classic_BOS/A
C276,2020-03-05 11:00,topo_duplo,structural,BOS_fraco,kept,,no,no,,classic_BOS/A
C277,2020-03-05 15:00,fractal_3_3,fractal,BOS_fraco,kept,,no,no,,classic_BOS/A
C283,2020-03-06 15:00,fractal_3_3,fractal,overextended_entry|BOS_fraco|cluster_BUY_climax,kept,,no,no,,classic_BOS/B
C284,2020-03-06 19:00,fractal_3_3,fractal,overextended_entry|BOS_fraco|cluster_BUY_climax,kept,,no,no,,classic_BOS/A
C285,2020-03-08 22:00,topo_duplo,structural,overextended_entry|BOS_fraco|cluster_BUY_climax,kept,,no,no,,classic_BOS/A
C287,2020-03-09 06:00,fractal_3_3,fractal,BOS_fraco|cluster_BUY_climax,kept,,no,no,,classic_BOS/A
C288,2020-03-09 10:00,fractal_3_3,fractal,BOS_fraco|cluster_BUY_climax,kept,,no,no,,classic_BOS/A
C289,2020-03-09 14:00,fractal_3_3,fractal,BOS_fraco|cluster_BUY_climax,kept,,no,no,,classic_BOS/A
C293,2020-03-10 06:00,fractal_3_3,fractal,BOS_fraco,kept,,no,no,,classic_BOS/A
C295,2020-03-10 14:00,fractal_3_3,fractal,BOS_fraco,kept,,no,no,,classic_BOS/A
C298,2020-03-11 02:00,fractal_3_3,fractal,BOS_fraco,kept,,no,no,,classic_BOS/A
C299,2020-03-11 06:00,fractal_3_3,fractal,BOS_fraco,kept,,no,no,,classic_BOS/B
C300,2020-03-11 10:00,fractal_3_3,fractal,BOS_fraco,kept,,no,no,,classic_BOS/A
C303,2020-03-11 22:00,swing_high_simples,structural,,kept,,no,no,,classic_BOS/A
C304,2020-03-12 02:00,swing_high_simples,structural,BOS_fraco,kept,,no,no,,classic_BOS/B
C305,2020-03-12 06:00,swing_high_simples,structural,,kept,,no,no,,classic_BOS/A
C307,2020-03-12 14:00,nivel_interno,proximity,BOS_fraco,kept,,no,no,,classic_BOS/B
C325,2020-03-17 14:00,nivel_interno,proximity,overextended_entry|first_retomada|BOS_fraco,kept,,no,no,,classic_BOS/A
C329,2020-03-18 06:00,nivel_interno,proximity,first_retomada|BOS_fraco,kept,,no,no,,classic_BOS/B
C330,2020-03-18 10:00,nivel_interno,proximity,first_retomada,kept,,no,no,,classic_BOS/A
C340,2020-03-20 02:00,nivel_interno,proximity,first_retomada|BOS_fraco|bear_macro,kept,,no,no,,classic_BOS/A
C341,2020-03-20 06:00,nivel_interno,proximity,first_retomada|bear_macro,kept,,no,no,,classic_BOS/A
C342,2020-03-20 10:00,nivel_interno,proximity,first_retomada|bear_macro,kept,,no,no,,classic_BOS/B_ctx
C343,2020-03-20 14:00,nivel_interno,proximity,first_retomada|BOS_fraco|bear_macro,kept,,no,no,,classic_BOS/B_ctx
C345,2020-03-22 22:00,nivel_interno,proximity,first_retomada|bear_macro,kept,,no,no,,classic_BOS/B
C346,2020-03-23 02:00,topo_duplo,structural,first_retomada|bear_macro,kept,,no,no,,classic_BOS/A
C347,2020-03-23 06:00,nivel_interno,proximity,first_retomada|bear_macro,kept,,no,no,,classic_BOS/B
C348,2020-03-23 10:00,topo_duplo,structural,first_retomada|BOS_fraco|bear_macro,kept,,no,no,,classic_BOS/A
C349,2020-03-23 14:00,fractal_3_3,fractal,overextended_entry|first_retomada|bear_macro,kept,,no,no,,classic_BOS/A
C350,2020-03-23 18:00,topo_duplo,structural,first_retomada|bear_macro,kept,,no,no,,classic_BOS/B
C351,2020-03-23 22:00,fractal_3_3,fractal,first_retomada|BOS_fraco,kept,,no,no,,classic_BOS/A
C358,2020-03-25 02:00,fractal_3_3,fractal,BOS_fraco,kept,,no,no,,classic_BOS/B
C359,2020-03-25 06:00,fractal_3_3,fractal,BOS_fraco,kept,,no,no,,classic_BOS/A
C360,2020-03-25 10:00,fractal_3_3,fractal,BOS_fraco,kept,,no,no,,classic_BOS/B
C361,2020-03-25 14:00,fractal_3_3,fractal,BOS_fraco,kept,,no,no,,classic_BOS/A
C366,2020-03-26 10:00,fractal_3_3,fractal,overextended_entry|BOS_fraco,kept,,no,no,,classic_BOS/A
C367,2020-03-26 14:00,fractal_2_2,fractal,first_retomada|BOS_fraco,kept,,no,no,,classic_BOS/A
C368,2020-03-26 18:00,fractal_3_3,fractal,overextended_entry|BOS_fraco,kept,,no,no,,classic_BOS/B
C369,2020-03-26 22:00,swing_high_simples,structural,first_retomada,kept,,no,no,,classic_BOS/B
C371,2020-03-27 06:00,fractal_3_3,fractal,overextended_entry|BOS_fraco,kept,,no,no,,classic_BOS/B
C372,2020-03-27 10:00,topo_duplo,structural,first_retomada|BOS_fraco,kept,,no,no,,classic_BOS/A
C373,2020-03-27 14:00,topo_duplo,structural,first_retomada|BOS_fraco,kept,,no,no,,classic_BOS/A
C374,2020-03-27 18:00,topo_duplo,structural,first_retomada,kept,,no,no,,classic_BOS/B
C375,2020-03-29 22:00,fractal_3_3,fractal,BOS_fraco,kept,,no,no,,classic_BOS/B
C378,2020-03-30 10:00,topo_duplo,structural,first_retomada|BOS_fraco,kept,,no,no,,classic_BOS/B
C381,2020-03-30 22:00,nivel_interno,proximity,,kept,,no,no,,classic_BOS/B
C383,2020-03-31 06:00,fractal_3_3,fractal,BOS_fraco,kept,,no,no,,classic_BOS/B
C384,2020-03-31 10:00,fractal_3_3,fractal,BOS_fraco,kept,,no,no,,classic_BOS/A
C385,2020-03-31 14:00,topo_duplo,structural,BOS_fraco,kept,,no,no,,classic_BOS/B
C389,2020-04-01 06:00,topo_duplo,structural,BOS_fraco,kept,,no,no,,classic_BOS/A
C390,2020-04-01 10:00,swing_high_simples,structural,overextended_entry|first_retomada,kept,,no,no,,classic_BOS/B
C391,2020-04-01 14:00,swing_high_simples,structural,first_retomada|BOS_fraco,kept,,no,no,,classic_BOS/A
C392,2020-04-01 18:00,topo_duplo,structural,BOS_fraco,kept,,no,no,,classic_BOS/A
C393,2020-04-01 22:00,topo_duplo,structural,BOS_fraco,kept,,no,no,,classic_BOS/B
C394,2020-04-02 02:00,topo_duplo,structural,BOS_fraco,kept,,no,no,,classic_BOS/A
C395,2020-04-02 06:00,topo_duplo,structural,BOS_fraco,kept,,no,no,,classic_BOS/A
C396,2020-04-02 10:00,fractal_3_3,fractal,BOS_fraco,kept,,no,no,,classic_BOS/A
C397,2020-04-02 14:00,fractal_3_3,fractal,overextended_entry|BOS_fraco,kept,,no,no,,classic_BOS/A
C398,2020-04-02 18:00,fractal_3_3,fractal,BOS_fraco,kept,,no,no,,classic_BOS/B
C401,2020-04-03 06:00,fractal_3_3,fractal,overextended_entry|BOS_fraco,kept,,no,no,,classic_BOS/A
C402,2020-04-03 10:00,fractal_3_3,fractal,overextended_entry|BOS_fraco,kept,,no,no,,classic_BOS/A
C407,2020-04-06 06:00,topo_duplo,structural,overextended_entry|first_retomada|BOS_fraco,kept,,no,no,,classic_BOS/A
C408,2020-04-06 10:00,fractal_3_3,fractal,overextended_entry|first_retomada|BOS_fraco,kept,,no,no,,classic_BOS/A
C409,2020-04-06 14:00,fractal_3_3,fractal,overextended_entry|first_retomada,kept,,no,no,,classic_BOS/A
C410,2020-04-06 18:00,fractal_3_3,fractal,overextended_entry|first_retomada|cluster_BUY_climax,kept,,no,no,,classic_BOS/A
C411,2020-04-06 22:00,fractal_3_3,fractal,overextended_entry|first_retomada|cluster_BUY_climax,kept,,no,no,,classic_BOS/A
C413,2020-04-07 06:00,fractal_3_3,fractal,first_retomada|cluster_BUY_climax,kept,,no,no,,classic_BOS/B
C414,2020-04-07 10:00,fractal_3_3,fractal,first_retomada|cluster_BUY_climax,kept,,no,no,,classic_BOS/B
C415,2020-04-07 14:00,fractal_3_3,fractal,first_retomada|cluster_BUY_climax,kept,,no,no,,classic_BOS/A
C419,2020-04-08 06:00,fractal_3_3,fractal,first_retomada|cluster_BUY_climax,kept,,no,no,,classic_BOS/A
C420,2020-04-08 10:00,fractal_3_3,fractal,first_retomada|cluster_BUY_climax,kept,,yes,no,GT01,classic_BOS/A
C421,2020-04-08 14:00,fractal_3_3,fractal,first_retomada,kept,,yes,no,GT01,classic_BOS/B
C425,2020-04-09 06:00,fractal_3_3,fractal,overextended_entry|first_retomada,kept,,no,no,,classic_BOS/A
C426,2020-04-09 10:00,fractal_3_3,fractal,overextended_entry|first_retomada,kept,,no,no,,classic_BOS/A
C427,2020-04-09 14:00,fractal_3_3,fractal,cluster_BUY_climax,kept,,no,no,,classic_BOS/B
C429,2020-04-12 22:00,fractal_3_3,fractal,cluster_BUY_climax,kept,,no,no,,classic_BOS/B
C430,2020-04-13 02:00,fractal_3_3,fractal,cluster_BUY_climax,kept,,no,no,,classic_BOS/B
C431,2020-04-13 06:00,fractal_3_3,fractal,overextended_entry|cluster_BUY_climax,kept,,no,no,,classic_BOS/A
C433,2020-04-13 14:00,swing_high_simples,structural,overextended_entry|BOS_fraco|cluster_BUY_climax,kept,,no,no,,classic_BOS/A
C437,2020-04-14 06:00,swing_high_simples,structural,cluster_BUY_climax,kept,,no,no,,classic_BOS/A
C438,2020-04-14 10:00,swing_high_simples,structural,overextended_entry|cluster_BUY_climax,kept,,no,no,,classic_BOS/A
C439,2020-04-14 14:00,swing_high_simples,structural,overextended_entry|cluster_BUY_climax,kept,,no,no,,classic_BOS/A
C440,2020-04-14 18:00,swing_high_simples,structural,cluster_BUY_climax,kept,,no,no,,classic_BOS/B
C444,2020-04-15 10:00,swing_high_simples,structural,cluster_BUY_climax,kept,,no,no,,classic_BOS/A
C449,2020-04-16 06:00,swing_high_simples,structural,,kept,,no,no,,classic_BOS/A
C450,2020-04-16 10:00,swing_high_simples,structural,,kept,,no,no,,classic_BOS/A
C455,2020-04-17 06:00,fractal_3_3,fractal,overextended_entry,kept,,no,no,,classic_BOS/B
C456,2020-04-17 10:00,fractal_3_3,fractal,overextended_entry,kept,,no,no,,classic_BOS/A
C460,2020-04-20 02:00,fractal_3_3,fractal,,kept,,no,no,,classic_BOS/A
C461,2020-04-20 06:00,fractal_3_3,fractal,,kept,,no,no,,classic_BOS/B
C462,2020-04-20 10:00,fractal_3_3,fractal,,kept,,no,no,,classic_BOS/A
C463,2020-04-20 14:00,fractal_3_3,fractal,overextended_entry,kept,,no,no,,classic_BOS/A
C466,2020-04-21 02:00,topo_duplo,structural,BOS_fraco,kept,,no,no,,classic_BOS/B
C467,2020-04-21 06:00,fractal_3_3,fractal,,kept,,no,no,,classic_BOS/B
C468,2020-04-21 10:00,fractal_3_3,fractal,,kept,,no,no,,classic_BOS/A
C469,2020-04-21 14:00,fractal_3_3,fractal,,kept,,no,no,,classic_BOS/B
C472,2020-04-22 02:00,fractal_3_3,fractal,,kept,,no,no,,classic_BOS/B
C473,2020-04-22 06:00,fractal_3_3,fractal,overextended_entry,kept,,no,no,,classic_BOS/A
C474,2020-04-22 10:00,topo_duplo,structural,overextended_entry|BOS_fraco,kept,,no,no,,classic_BOS/A
C475,2020-04-22 14:00,fractal_3_3,fractal,,kept,,no,no,,classic_BOS/A
C478,2020-04-23 02:00,fractal_3_3,fractal,,kept,,no,no,,classic_BOS/A
C479,2020-04-23 06:00,fractal_3_3,fractal,overextended_entry,kept,,no,no,,classic_BOS/A
C480,2020-04-23 10:00,topo_duplo,structural,cluster_BUY_climax,kept,,no,no,,classic_BOS/A
C485,2020-04-24 06:00,topo_duplo,structural,,kept,,no,no,,classic_BOS/A
C486,2020-04-24 10:00,topo_duplo,structural,,kept,,no,no,,classic_BOS/A
C487,2020-04-24 14:00,fractal_3_3,fractal,overextended_entry,kept,,no,no,,classic_BOS/B
C491,2020-04-27 06:00,topo_duplo,structural,,kept,,no,no,,classic_BOS/B
C492,2020-04-27 10:00,topo_duplo,structural,BOS_fraco,kept,,no,no,,classic_BOS/B
C493,2020-04-27 14:00,fractal_3_3,fractal,,kept,,no,no,,classic_BOS/B
C496,2020-04-28 02:00,topo_duplo,structural,BOS_fraco,kept,,no,no,,classic_BOS/B
C497,2020-04-28 06:00,fractal_3_3,fractal,,kept,,no,no,,classic_BOS/A
C499,2020-04-28 14:00,fractal_3_3,fractal,,kept,,no,no,,classic_BOS/A
C503,2020-04-29 06:00,fractal_3_3,fractal,,kept,,no,no,,classic_BOS/B
C504,2020-04-29 10:00,fractal_3_3,fractal,,kept,,no,no,,classic_BOS/B
C505,2020-04-29 14:00,fractal_3_3,fractal,,kept,,no,no,,classic_BOS/B
C509,2020-04-30 06:00,fractal_3_3,fractal,BOS_fraco,kept,,no,no,,classic_BOS/A
C510,2020-04-30 10:00,fractal_3_3,fractal,,kept,,no,no,,classic_BOS/B
C515,2020-05-01 06:00,topo_duplo,structural,,kept,,no,no,,classic_BOS/A
C516,2020-05-01 10:00,topo_duplo,structural,overextended_entry,kept,,no,no,,classic_BOS/A
C517,2020-05-01 14:00,topo_duplo,structural,BOS_fraco,kept,,no,no,,classic_BOS/A
C521,2020-05-04 06:00,fractal_3_3,fractal,,kept,,no,no,,classic_BOS/A
C522,2020-05-04 10:00,fractal_3_3,fractal,,kept,,no,no,,classic_BOS/B
C523,2020-05-04 14:00,fractal_3_3,fractal,,kept,,no,no,,classic_BOS/A
C527,2020-05-05 06:00,topo_duplo,structural,,kept,,no,no,,classic_BOS/B
C528,2020-05-05 10:00,topo_duplo,structural,,kept,,no,no,,classic_BOS/B
C529,2020-05-05 14:00,fractal_3_3,fractal,,kept,,no,no,,classic_BOS/A
C534,2020-05-06 10:00,topo_duplo,structural,BOS_fraco,kept,,no,no,,classic_BOS/B
C535,2020-05-06 14:00,topo_duplo,structural,BOS_fraco,kept,,no,no,,classic_BOS/B
C539,2020-05-07 06:00,topo_duplo,structural,BOS_fraco,kept,,no,no,,classic_BOS/A
C540,2020-05-07 10:00,topo_duplo,structural,overextended_entry|BOS_fraco,kept,,no,no,,classic_BOS/A
C541,2020-05-07 14:00,fractal_3_3,fractal,overextended_entry,kept,,no,no,,classic_BOS/A
C542,2020-05-07 18:00,fractal_3_3,fractal,BOS_fraco,kept,,no,no,,classic_BOS/B
C545,2020-05-08 06:00,fractal_3_3,fractal,BOS_fraco,kept,,no,no,,classic_BOS/A
C546,2020-05-08 10:00,fractal_3_3,fractal,overextended_entry,kept,,no,no,,classic_BOS/B
C552,2020-05-11 10:00,fractal_3_3,fractal,,kept,,no,no,,classic_BOS/A
