episode_id,bar_idx,ts,datetime,price,atr,macro_leg_direction,macro_leg_phase,trend_30_atr,trend_90_atr,slope20_atr,dist_sma20_atr,dist_sma50_atr,price_vs_sma50,rsi_1d,rsi_1d_ma,rsi_1d_sub_ma,drop20_atr,rise20_atr,rsi,rsi_min8,rsi_max8,rsi_vs_ma,rsi_drop_6b,consec_down,consec_up,range_exp,atr_level,atr_pctile_proxy,sweet_spot_falling_knife,legpos30,legpos60,legpos90,rsi_bear_div_20b,rsi_bull_div_20b,nas_long_new_8b,nas_short_new_8b,nas_dist_ema_atr,nas_rsi,nas_1d_long_recent,bub_buy_s,bub_buy_m,bub_buy_L,bub_sell_s,bub_sell_m,bub_sell_L,bub_poc_recent,bub_buy_total,bub_sell_total,bub_buy_sell_ratio,bub_large_sell_10b,bub_large_buy_10b,has_4h_demand,dist_4h_demand_low_atr,demand_width_atr,demand_age_bars,demand_touched_on_retest,demand_origin_of_leg,has_d1_demand,dist_d1_demand_atr,has_4h_supply_overhead,dist_4h_supply_low_atr,supply_blocks_2ATR,supply_blocks_3ATR,supply_rejected_before,supply_broken_before,has_d1_supply,dist_d1_supply_atr,rel_volume,below_VAL,dist_POC_atr,dist_VAL_atr,va_width_atr,smc_bos,smc_choch_bars_ago,smc_choch_text,reclaim_body_atr,reclaim_dist_from_demand_atr,reclaim_dist_from_supply_atr,sl_atr,sl_source,sl_type,F_STRICT_top_late,hour_utc,dead_hour
,2896,1637017200,2021-11-15 23:00,1867.47,7.95,REFERENCE_ONLY,REFERENCE_ONLY,5.59,7.83,2.63,1.06,4.59,above,72.7,61.8,False,0.05,2.91,59.35,57.93,66.13,below,5.4,0,1,0.89,7.95,0.93,False,94.1,97.3,97.3,0,0,0,0,3.12,59.35,0,2,4,2,0,0,0,0,8,0,8,0,7,1,1.4,1.06,,1,1,1,3.58,1,3.34,0,0,0,0,1,1.06,0.53,False,-0.16,0.41,0.58,,,,0.58,0.35,3.34,1.5,demand,V_REVERSAL_DEMAND,False,23,False
,2905,1637146800,2021-11-17 11:00,1866.01,8.52,REFERENCE_ONLY,REFERENCE_ONLY,0.52,8.32,0.97,0.65,2.55,above,67.5,64.6,False,0.97,2.33,53.7,46.98,64.74,below,11.0,0,2,0.98,8.52,1.0,False,79.8,90.6,90.6,0,0,0,0,1.96,53.7,0,1,2,0,0,0,0,0,3,0,3,0,4,1,2.43,0.98,,1,1,1,3.51,1,0.32,1,1,1,0,1,1.12,1.15,False,1.26,1.68,1.21,,,,0.76,1.45,0.32,2.53,demand,NORMAL_DEMAND_BASE,False,11,False
,2922,1637564400,2021-11-22 07:00,1839.47,9.16,REFERENCE_ONLY,REFERENCE_ONLY,-2.59,5.84,-1.79,-1.98,-1.91,below,59.2,67.9,True,3.03,0.0,36.24,36.24,53.3,below,17.1,2,0,1.1,9.16,1.08,False,5.3,41.8,68.2,0,0,0,0,,36.24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.87,0.89,,0,1,1,2.18,1,1.96,1,1,1,0,1,2.06,0.87,True,-0.35,-0.21,0.63,,2,CHOCH,-0.33,0.98,1.96,1.97,demand,V_REVERSAL_DEMAND,False,7,False
,2944,1637895600,2021-11-26 03:00,1801.16,6.57,REFERENCE_ONLY,REFERENCE_ONLY,-9.23,0.84,-0.58,1.2,-4.47,below,40.3,61.2,True,1.32,2.91,46.08,23.29,46.08,above,0.0,0,2,1.43,6.57,0.73,False,25.9,23.0,23.0,0,0,1,0,,46.08,0,0,0,0,6,0,0,0,0,6,0.0,0,0,1,3.45,1.3,,1,0,1,0.71,1,8.56,0,0,0,1,1,2.09,0.58,False,1.05,1.7,1.13,,,,1.07,2.14,8.56,3.55,demand,NORMAL_DEMAND_BASE,False,3,False
,2991,1638932400,2021-12-08 03:00,1788.66,6.51,REFERENCE_ONLY,REFERENCE_ONLY,0.1,-9.49,3.15,1.24,0.69,above,45.0,39.8,False,0.22,3.15,59.82,46.59,59.82,above,0.0,1,0,0.62,6.51,0.7,False,82.1,49.9,24.6,0,0,0,0,0.37,59.82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.53,1.34,,1,1,1,0.22,1,1.76,1,1,0,0,1,0.11,0.35,False,0.13,0.21,0.61,,0,CHOCH,-0.22,1.18,1.76,2.63,demand,NORMAL_DEMAND_BASE,False,3,False
,3011,1639393200,2021-12-13 11:00,1788.89,6.9,REFERENCE_ONLY,REFERENCE_ONLY,1.6,-7.77,0.03,1.03,1.23,above,44.6,40.3,False,0.45,2.57,56.76,38.34,56.76,above,0.0,0,2,1.48,6.9,0.77,False,81.7,57.6,31.0,0,0,0,0,0.43,56.76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.72,0.59,,1,0,1,0.29,1,1.63,1,1,0,0,1,0.12,1.11,False,0.27,0.64,0.39,,6,CHOCH,0.29,2.13,1.63,2.82,demand,NORMAL_DEMAND_BASE,False,11,False
,3029,1639652400,2021-12-16 11:00,1793.69,8.8,REFERENCE_ONLY,REFERENCE_ONLY,1.92,0.12,1.04,1.6,1.46,above,44.7,40.9,False,0.0,3.52,58.43,30.84,58.48,above,0.0,0,5,1.62,8.8,1.03,False,96.3,96.3,65.1,0,0,1,0,0.78,58.43,0,1,0,0,3,1,0,0,1,4,0.25,1,0,1,4.63,0.95,,1,0,1,2.38,1,0.73,1,1,0,1,1,2.91,2.06,False,1.07,1.4,1.04,,,,0.8,3.68,0.73,4.73,demand,NORMAL_DEMAND_BASE,False,11,False
,3070,1640674800,2021-12-28 07:00,1817.82,5.55,REFERENCE_ONLY,REFERENCE_ONLY,3.57,6.41,5.2,2.26,3.82,above,56.4,49.9,False,0.0,5.44,66.13,58.94,66.13,above,0.0,0,2,0.79,5.55,0.79,False,99.8,99.9,99.9,0,0,0,0,2.95,66.13,0,2,0,0,0,0,0,0,2,0,2,0,0,1,2.68,1.33,,1,1,1,2.39,1,7.14,0,0,0,0,1,2.06,0.52,False,1.0,1.69,1.08,,,,0.51,1.35,7.14,2.78,demand,NORMAL_DEMAND_BASE,False,7,False
,3085,1640890800,2021-12-30 19:00,1814.53,6.54,REFERENCE_ONLY,REFERENCE_ONLY,1.69,4.81,0.87,1.18,1.93,above,51.8,51.2,False,0.5,2.87,59.96,40.83,59.96,above,0.0,0,4,0.58,6.54,1.0,False,81.5,91.5,91.5,0,0,0,0,1.95,59.96,0,2,0,0,0,0,0,0,2,0,2,0,0,1,3.84,1.22,,1,0,1,2.09,1,6.56,0,0,0,0,1,2.15,0.41,False,1.92,2.45,1.41,,,,0.12,2.62,6.56,3.94,demand,NORMAL_DEMAND_BASE,False,19,False
,3102,1641308400,2022-01-04 15:00,1815.09,7.86,REFERENCE_ONLY,REFERENCE_ONLY,1.2,3.52,1.78,0.06,0.74,above,50.8,55.0,True,1.72,1.78,50.12,38.89,66.95,below,16.8,0,3,1.21,7.86,1.21,True,60.8,64.6,79.0,0,0,0,0,0.44,50.12,0,1,1,0,0,0,0,0,2,0,2,0,3,1,2.13,1.0,,1,1,1,2.0,1,1.34,1,1,1,0,1,1.99,2.04,False,1.19,1.73,1.06,,,,0.58,1.13,1.34,2.23,demand,NORMAL_DEMAND_BASE,False,15,False
,3118,1641538800,2022-01-07 07:00,1791.3,8.38,REFERENCE_ONLY,REFERENCE_ONLY,-3.38,0.55,-1.68,-1.7,-2.1,below,44.6,54.8,True,4.12,0.43,35.11,31.75,46.21,below,5.6,0,1,0.76,8.38,1.24,False,10.8,10.8,18.4,0,0,0,0,,35.11,0,0,0,0,1,0,0,0,0,1,0.0,0,0,1,4.58,0.99,,0,0,1,0.76,1,4.1,0,0,1,0,1,3.34,0.96,False,0.17,0.18,0.24,,4,CHOCH,0.16,3.59,4.1,4.68,demand,NORMAL_DEMAND_BASE,False,7,False
,3126,1641826800,2022-01-10 15:00,1800.21,7.74,REFERENCE_ONLY,REFERENCE_ONLY,-0.19,-0.24,-2.35,0.15,-0.86,below,46.0,54.1,True,3.32,1.62,43.16,36.54,48.66,above,5.5,0,1,1.24,7.74,1.12,False,37.4,35.9,35.9,0,0,0,0,,43.16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.27,1.01,,1,1,1,1.26,1,3.29,0,0,0,0,1,0.41,1.53,False,0.79,1.14,0.78,,12,CHOCH,0.78,1.27,3.29,2.37,demand,NORMAL_DEMAND_BASE,False,15,False
,3147,1642129200,2022-01-14 03:00,1826.86,5.53,REFERENCE_ONLY,REFERENCE_ONLY,6.67,3.81,4.55,1.39,3.17,above,58.9,54.2,False,0.0,4.55,62.72,55.89,67.29,below,3.1,0,4,0.56,5.53,0.82,False,97.0,90.2,90.2,0,0,0,0,2.14,62.72,0,5,1,0,0,0,0,0,6,0,6,0,2,1,2.19,1.04,,1,1,1,1.5,1,5.52,0,0,0,0,1,1.37,0.54,False,0.3,0.72,0.91,,,,0.3,1.16,5.52,2.29,demand,NORMAL_DEMAND_BASE,False,3,False
,3162,1642518000,2022-01-18 15:00,1813.49,6.15,REFERENCE_ONLY,REFERENCE_ONLY,-1.07,1.27,-1.48,-1.01,0.33,above,56.6,53.4,False,2.17,0.56,39.53,39.53,55.72,below,16.2,1,0,1.59,6.15,0.92,True,34.1,65.7,63.0,0,0,0,0,0.51,50.5,0,0,0,0,1,0,0,0,0,1,0.0,0,0,1,3.76,1.27,,0,0,1,0.81,1,0.87,1,1,1,0,1,2.13,1.6,False,-0.76,0.45,1.5,,,,-0.77,2.49,0.87,3.86,demand,NORMAL_DEMAND_BASE,False,15,False
,3178,1642748400,2022-01-21 07:00,1834.02,7.55,REFERENCE_ONLY,REFERENCE_ONLY,1.37,1.9,1.62,0.61,1.36,above,62.8,54.1,False,1.61,3.17,61.87,61.87,69.83,below,8.0,2,0,2.09,7.55,1.11,True,67.0,78.7,78.7,0,0,0,0,2.67,61.87,0,2,2,0,0,0,0,0,4,0,4,0,4,1,3.15,0.59,,1,0,1,2.01,1,0.85,1,1,1,0,1,1.06,1.12,True,-0.82,-0.38,0.64,,10,CHOCH,-0.85,2.55,0.85,3.25,demand,NORMAL_DEMAND_BASE,False,7,False
,3190,1643094000,2022-01-25 07:00,1837.78,7.77,REFERENCE_ONLY,REFERENCE_ONLY,3.57,4.14,-0.29,-0.15,1.18,above,61.2,56.7,False,1.08,0.72,56.85,51.48,57.56,above,0.7,1,0,1.12,7.77,1.11,False,75.9,78.0,84.4,0,0,0,0,1.73,56.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.04,0.97,,1,0,1,0.87,1,2.53,0,1,0,0,1,0.87,0.89,True,-0.37,-0.25,0.48,,,,-0.46,0.08,2.53,1.14,demand,V_REVERSAL_DEMAND,False,7,False
,3219,1643684400,2022-02-01 03:00,1801.52,6.76,REFERENCE_ONLY,REFERENCE_ONLY,-5.89,-0.99,-2.62,0.65,-3.14,below,43.4,53.2,True,2.62,2.23,40.7,23.62,40.71,above,0.0,0,2,1.18,6.76,0.92,False,28.9,28.9,28.9,0,0,1,0,,40.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.15,1.13,,1,0,1,0.15,1,6.72,0,0,0,0,1,1.78,1.41,False,0.55,0.66,0.25,,,,0.55,2.02,6.72,3.25,demand,NORMAL_DEMAND_BASE,False,3,False
,3238,1643958000,2022-02-04 07:00,1813.27,6.47,REFERENCE_ONLY,REFERENCE_ONLY,4.04,-1.61,2.39,1.48,0.6,above,47.4,51.6,True,0.0,3.38,53.11,48.27,53.11,above,0.0,0,3,1.35,6.47,0.91,False,96.6,44.9,44.9,1,1,0,0,,53.11,0,1,0,0,0,0,0,0,1,0,1,0,0,1,3.81,1.17,,1,0,1,0.69,1,5.21,0,0,0,1,1,1.07,0.86,False,1.0,1.11,0.22,,4,CHOCH,0.99,2.64,5.21,3.91,demand,NORMAL_DEMAND_BASE,False,7,False
,3252,1644332400,2022-02-08 15:00,1828.18,6.83,REFERENCE_ONLY,REFERENCE_ONLY,3.99,2.15,3.66,2.34,3.56,above,55.3,49.3,False,0.0,5.38,63.73,58.89,65.25,above,1.5,0,2,0.95,6.83,0.94,False,99.4,65.1,65.1,0,0,0,0,1.77,63.73,0,3,6,0,0,0,0,0,9,0,9,0,6,1,5.27,1.1,,0,0,1,1.53,1,2.75,0,1,0,1,1,0.36,0.9,False,0.86,1.39,0.89,,12,CHOCH,0.88,4.17,2.75,5.89,swing,LATE_WIDE,False,15,False
,3326,1645743600,2022-02-24 23:00,1913.3,18.5,REFERENCE_ONLY,REFERENCE_ONLY,1.21,5.79,0.46,0.05,1.14,above,71.7,65.6,False,3.27,1.0,48.77,48.77,83.61,below,34.8,0,1,0.97,18.5,2.19,False,36.6,60.2,66.5,0,0,0,0,0.71,48.77,0,3,2,2,0,0,0,0,7,0,7,0,4,1,1.28,0.42,,1,1,1,3.81,1,2.87,0,1,1,0,1,0.66,0.97,False,0.04,0.34,0.63,,,,0.47,0.85,2.87,1.38,demand,V_REVERSAL_DEMAND,False,23,False
,3443,1648116000,2022-03-24 10:00,1953.48,10.27,REFERENCE_ONLY,REFERENCE_ONLY,0.82,2.61,2.72,2.07,2.03,above,52.6,55.3,True,0.0,3.24,56.62,40.83,59.71,above,3.1,0,2,1.82,10.27,0.63,False,90.8,51.2,33.3,0,1,0,0,0.28,56.62,0,1,0,0,0,0,0,0,1,0,1,0,0,1,4.17,1.15,,1,0,1,0.83,1,4.37,0,0,0,0,1,2.24,1.36,False,1.02,1.49,0.92,,3,CHOCH,1.24,3.02,4.37,4.27,demand,NORMAL_DEMAND_BASE,False,10,False
,3474,1648735200,2022-03-31 14:00,1945.11,11.06,REFERENCE_ONLY,REFERENCE_ONLY,-1.79,-4.76,1.17,1.73,0.99,above,48.3,50.4,True,0.0,3.41,55.46,42.05,55.46,above,0.0,0,3,1.09,11.06,0.75,False,72.3,72.3,47.5,0,0,0,0,0.37,55.46,0,1,2,0,0,0,0,0,3,0,3,0,2,1,4.98,1.05,,0,0,1,0.28,1,4.82,0,0,0,1,1,3.06,0.97,False,0.64,1.64,1.32,,12,CHOCH,0.68,3.93,4.82,5.08,demand,NORMAL_DEMAND_BASE,False,14,False
,3491,1649152800,2022-04-05 10:00,1942.17,9.68,REFERENCE_ONLY,REFERENCE_ONLY,3.59,2.0,1.92,1.15,0.85,above,49.4,50.2,True,0.3,2.27,49.95,41.47,52.79,above,2.8,0,1,2.25,9.68,0.81,False,87.2,68.5,68.5,0,0,0,0,,49.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.76,0.8,,1,0,1,0.93,1,5.81,0,0,0,1,1,3.6,1.16,False,1.23,1.61,0.76,,,,1.3,1.96,5.81,2.86,demand,NORMAL_DEMAND_BASE,False,10,False
,3509,1649412000,2022-04-08 10:00,1939.54,9.03,REFERENCE_ONLY,REFERENCE_ONLY,0.89,0.66,0.99,1.2,1.29,above,50.5,50.1,False,0.29,2.06,53.45,46.25,56.2,above,2.8,0,2,1.4,9.03,0.83,False,82.9,68.9,65.0,0,0,0,0,0.25,53.45,0,5,0,1,0,0,0,0,6,0,6,0,1,1,2.71,1.27,,1,1,1,0.91,1,6.51,0,0,0,1,1,0.07,1.55,False,0.82,1.06,0.37,,,,0.82,1.44,6.51,2.81,demand,NORMAL_DEMAND_BASE,False,10,False
,3622,1651816800,2022-05-06 06:00,1883.1,12.87,REFERENCE_ONLY,REFERENCE_ONLY,-2.46,-6.68,1.79,0.6,-0.15,below,39.2,40.7,True,1.36,1.98,46.02,43.58,61.74,below,14.6,0,2,0.94,12.87,1.17,False,47.1,31.1,22.1,0,0,0,0,,46.02,0,0,0,0,3,0,0,0,0,3,0.0,0,0,1,1.68,0.82,,1,1,1,2.86,1,1.21,1,1,1,0,1,0.4,1.01,False,0.71,0.97,0.52,,8,CHOCH,0.7,0.86,1.21,1.78,demand,V_REVERSAL_DEMAND,False,6,False
,3678,1652968800,2022-05-19 14:00,1841.51,9.92,REFERENCE_ONLY,REFERENCE_ONLY,1.86,-4.78,4.13,2.08,1.05,above,35.8,37.2,True,0.0,4.13,61.18,39.73,61.18,above,0.0,0,3,1.01,9.92,0.87,False,87.7,50.4,41.1,0,0,0,0,0.6,61.18,1,2,0,0,0,0,0,0,2,0,2,0,0,1,5.51,0.99,,0,0,1,1.32,1,0.94,1,1,0,0,1,1.34,1.51,False,2.52,3.08,2.9,,0,CHOCH,0.21,4.53,0.94,3.54,swing,LATE_WIDE,False,14,False
,3773,1654855200,2022-06-10 10:00,1833.71,7.09,REFERENCE_ONLY,REFERENCE_ONLY,-4.16,-0.37,-0.72,-2.09,-2.25,below,46.3,46.9,True,2.94,0.0,39.37,39.37,50.25,below,8.2,5,0,3.49,7.09,0.89,True,20.1,17.6,17.6,0,0,0,0,,39.37,0,0,0,0,1,1,0,0,0,2,0.0,1,0,1,3.21,1.56,,0,1,1,0.99,1,2.59,0,1,1,0,1,0.69,2.86,True,-1.59,-0.43,1.64,,,,-1.29,1.65,2.59,3.31,demand,NORMAL_DEMAND_BASE,False,10,False
,3799,1655402400,2022-06-16 18:00,1856.59,11.85,REFERENCE_ONLY,REFERENCE_ONLY,0.71,0.5,2.19,2.57,1.38,above,44.5,47.2,True,0.0,4.09,60.0,42.2,60.0,above,0.0,0,2,0.9,11.85,1.38,False,69.8,69.8,69.8,0,0,0,0,0.9,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.63,0.85,,1,0,1,1.58,1,0.97,1,1,0,0,1,0.99,0.69,False,2.06,2.9,1.17,,,,0.71,2.78,0.97,3.73,demand,NORMAL_DEMAND_BASE,False,18,True
,3825,1655949600,2022-06-23 02:00,1834.79,7.82,REFERENCE_ONLY,REFERENCE_ONLY,0.43,-1.72,-0.69,-0.19,0.05,above,45.8,46.9,True,1.25,1.26,47.42,39.53,56.65,below,9.2,0,1,0.51,7.82,0.86,False,45.2,40.2,40.2,0,0,0,0,,47.42,0,0,0,0,1,0,0,0,0,1,0.0,0,0,1,1.46,0.89,,1,1,1,0.16,1,0.39,1,1,1,0,1,0.7,0.51,False,0.0,0.43,0.45,,,,0.22,0.57,0.39,1.56,demand,V_REVERSAL_DEMAND,False,2,True
,3836,1656280800,2022-06-26 22:00,1834.73,8.96,REFERENCE_ONLY,REFERENCE_ONLY,-0.23,-2.05,0.14,0.41,0.15,above,44.3,46.2,True,1.09,1.35,52.34,41.7,52.34,above,0.0,0,3,1.07,8.96,0.97,False,57.6,40.1,40.1,0,0,0,0,0.06,52.34,0,0,0,0,2,0,0,0,0,2,0.0,0,0,1,3.31,0.79,,0,0,1,0.16,1,0.16,1,1,1,1,1,0.7,0.59,False,0.26,0.56,0.66,,,,-0.0,2.52,0.16,3.41,demand,NORMAL_DEMAND_BASE,False,22,False
,3929,1658138400,2022-07-18 10:00,1718.96,10.16,REFERENCE_ONLY,REFERENCE_ONLY,-2.2,-10.78,-0.66,0.24,-1.08,below,24.6,27.7,True,2.05,1.63,51.02,33.05,51.02,above,0.0,1,0,1.08,10.16,1.1,False,44.8,18.7,15.1,0,0,0,0,,51.02,1,0,0,0,1,3,2,0,0,6,0.0,7,0,1,1.96,0.92,,1,1,1,0.61,1,1.64,1,1,0,0,1,5.58,0.94,False,-0.3,0.48,0.89,,0,CHOCH,-0.31,1.04,1.64,2.06,demand,V_REVERSAL_DEMAND,False,10,False
,3949,1658426400,2022-07-21 18:00,1718.18,9.04,REFERENCE_ONLY,REFERENCE_ONLY,0.94,-9.85,-0.09,1.31,0.33,above,22.0,24.2,True,0.09,3.73,54.01,27.92,54.01,above,0.0,0,3,0.7,9.04,0.99,False,86.8,48.4,28.0,0,0,1,0,,54.01,1,0,0,0,3,2,0,0,0,5,0.0,2,0,0,,,,0,0,1,5.09,1,1.93,1,1,0,1,1,5.3,1.71,False,2.83,4.13,2.76,,6,CHOCH,0.48,,1.93,1.53,swing,LATE_WIDE,False,18,True
,4095,1661392800,2022-08-25 02:00,1757.06,7.11,REFERENCE_ONLY,REFERENCE_ONLY,-0.87,-1.8,1.43,1.76,-0.34,below,46.4,50.5,True,0.0,3.36,56.34,43.1,56.34,above,0.0,0,4,0.65,7.11,0.9,False,65.7,39.3,36.6,0,0,0,0,,56.34,0,0,0,0,4,0,0,0,0,4,0.0,0,0,1,2.06,0.97,,1,1,1,1.1,1,0.88,1,1,0,0,1,1.65,0.44,False,0.35,0.43,0.64,,0,CHOCH,0.25,1.09,0.88,2.16,demand,NORMAL_DEMAND_BASE,False,2,True
,4243,1664388000,2022-09-28 18:00,1659.92,12.02,REFERENCE_ONLY,REFERENCE_ONLY,-1.15,-4.85,1.24,1.93,0.37,above,27.3,34.0,True,0.06,3.6,58.53,30.98,58.53,above,0.0,1,0,0.29,12.02,1.26,False,61.6,54.0,37.5,0,0,0,0,0.41,58.53,1,0,0,0,1,0,0,0,0,1,0.0,0,0,1,3.75,0.8,,1,0,1,2.55,1,1.62,1,1,0,0,1,0.12,0.47,False,3.0,3.75,2.83,,0,CHOCH,-0.06,2.96,1.62,3.85,demand,NORMAL_DEMAND_BASE,False,18,True
,4309,1665684000,2022-10-13 18:00,1666.08,12.56,REFERENCE_ONLY,REFERENCE_ONLY,-3.69,-0.41,-0.87,-0.18,-2.02,below,45.9,48.1,True,0.97,1.39,47.74,30.92,47.74,above,0.0,1,0,0.63,12.56,1.18,False,32.5,27.2,44.7,0,0,0,0,,47.74,0,0,0,0,0,1,0,0,0,1,0.0,1,0,1,1.96,0.75,,1,1,1,0.94,1,0.34,1,1,1,0,1,1.36,0.44,False,-0.31,0.82,1.6,,,,-0.43,1.21,0.34,2.06,demand,V_REVERSAL_DEMAND,False,18,True
,4346,1666562400,2022-10-23 22:00,1653.73,10.76,REFERENCE_ONLY,REFERENCE_ONLY,0.17,-1.4,0.17,1.52,0.24,above,46.8,44.2,False,0.31,3.01,62.43,30.18,62.43,above,0.0,1,0,1.67,10.76,1.06,False,68.2,44.2,32.6,0,0,0,0,0.89,62.43,0,0,0,0,1,4,0,0,0,5,0.0,6,0,1,3.4,0.88,,1,0,1,0.54,1,0.53,1,1,1,0,1,1.92,0.75,True,-0.54,-0.54,0.0,,1,CHOCH,-0.54,2.51,0.53,3.5,demand,NORMAL_DEMAND_BASE,False,22,False
,4372,1666936800,2022-10-28 06:00,1649.7,9.0,REFERENCE_ONLY,REFERENCE_ONLY,2.7,-7.01,-0.05,-1.08,0.07,above,50.7,43.4,False,2.23,1.08,52.1,51.97,62.34,below,10.2,2,0,1.81,9.0,0.9,True,56.3,56.3,33.3,0,0,0,0,0.45,52.1,0,0,0,0,0,1,0,0,0,1,0.0,1,0,1,1.27,1.06,,1,0,1,0.29,1,1.74,1,1,1,0,1,2.12,1.08,True,-1.22,-0.51,1.34,,,,-1.13,0.21,1.74,1.37,demand,V_REVERSAL_DEMAND,False,6,False
,4384,1667282400,2022-11-01 06:00,1650.45,8.13,REFERENCE_ONLY,REFERENCE_ONLY,1.29,-1.5,-2.06,0.18,0.25,above,41.0,43.1,True,2.27,2.08,44.4,33.76,44.4,above,0.0,0,3,1.19,8.13,0.83,False,44.5,57.6,49.9,0,0,0,0,,44.4,0,0,0,0,1,5,2,0,0,8,0.0,9,0,1,4.09,1.17,,0,0,1,0.32,1,1.11,1,1,1,0,1,2.09,0.92,False,1.02,1.49,1.45,,4,CHOCH,1.06,2.92,1.11,4.19,demand,NORMAL_DEMAND_BASE,False,6,False
,4401,1667527200,2022-11-04 02:00,1647.09,10.17,REFERENCE_ONLY,REFERENCE_ONLY,-1.25,-2.09,1.33,0.56,-0.15,below,41.2,43.6,True,0.74,2.73,44.1,29.39,44.1,above,0.0,0,4,1.65,10.17,1.06,False,57.6,52.2,52.2,1,0,0,0,,44.1,0,0,0,0,1,1,0,0,0,2,0.0,1,0,1,2.99,0.83,,1,0,1,0.18,1,0.27,1,1,1,0,1,0.11,0.58,False,1.31,1.59,0.29,,,,1.3,2.17,0.27,3.09,demand,NORMAL_DEMAND_BASE,False,2,True
,4429,1668106800,2022-11-10 19:00,1755.45,12.6,REFERENCE_ONLY,REFERENCE_ONLY,9.99,10.11,6.01,4.01,6.68,above,63.4,49.7,False,0.0,6.75,81.07,67.18,81.07,above,0.0,0,3,0.55,12.6,1.34,False,98.6,98.7,98.7,1,0,0,1,6.28,81.07,0,2,1,2,0,0,0,0,5,0,5,0,3,1,4.23,0.42,,1,0,1,3.89,1,0.04,1,1,1,0,1,1.09,0.58,False,3.83,4.1,3.19,,1,CHOCH,0.39,3.81,0.04,4.33,demand,TOP_EXHAUSTION,True,19,False
,4483,1669230000,2022-11-23 19:00,1749.4,8.33,REFERENCE_ONLY,REFERENCE_ONLY,-2.92,13.73,-0.5,0.82,-1.05,below,59.3,65.9,True,0.5,1.47,46.77,38.03,46.77,above,0.0,0,3,1.33,8.33,0.88,False,46.0,56.0,78.2,0,0,0,0,0.01,46.77,0,0,0,0,2,0,0,0,0,2,0.0,0,0,1,5.67,0.63,,0,0,1,4.11,1,1.36,1,1,0,0,1,0.67,0.46,False,0.68,1.47,1.06,,,,0.68,5.04,1.36,2.13,swing,LATE_WIDE,False,19,False
,4513,1669849200,2022-11-30 23:00,1773.42,8.78,REFERENCE_ONLY,REFERENCE_ONLY,2.73,7.58,2.47,2.23,2.71,above,60.3,63.7,True,0.0,3.75,65.28,48.67,65.28,above,0.0,0,3,1.37,8.78,0.97,False,83.8,87.7,84.5,0,0,0,0,2.04,65.28,0,1,1,0,0,0,0,0,2,0,2,0,1,1,3.87,0.91,,1,0,1,1.06,1,0.41,1,1,1,0,1,0.69,1.18,False,0.58,0.58,0.0,,,,0.58,2.96,0.41,3.97,demand,NORMAL_DEMAND_BASE,False,23,False
,4530,1670266800,2022-12-05 19:00,1768.61,10.29,REFERENCE_ONLY,REFERENCE_ONLY,2.64,-0.45,1.14,-1.93,0.19,above,73.5,63.8,False,3.72,1.14,41.85,41.85,68.77,below,26.9,0,1,0.26,10.29,1.13,False,41.4,50.4,50.4,0,0,0,1,,41.85,0,1,0,0,1,1,0,0,1,2,0.5,1,0,1,2.31,0.9,,0,1,1,0.75,1,3.29,0,0,1,0,1,0.84,0.49,True,-2.68,-1.16,2.68,,0,CHOCH,0.18,1.41,3.29,2.41,demand,NORMAL_DEMAND_BASE,False,19,False
,4574,1671073200,2022-12-15 03:00,1795.44,10.52,REFERENCE_ONLY,REFERENCE_ONLY,0.88,3.84,-0.14,-0.27,0.53,above,59.0,63.7,True,2.53,1.42,46.8,46.8,63.1,below,16.3,0,1,0.67,10.52,1.2,False,38.0,50.5,65.8,0,0,0,0,0.31,46.8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.7,0.4,,1,1,1,1.42,1,1.89,1,1,1,0,1,2.27,0.85,False,0.13,0.15,0.83,,,,0.15,1.3,1.89,1.8,demand,V_REVERSAL_DEMAND,False,3,False
,4609,1671750000,2022-12-22 23:00,1792.87,7.99,REFERENCE_ONLY,REFERENCE_ONLY,1.39,-0.65,0.48,-1.74,-0.81,below,63.8,60.4,False,3.24,0.91,41.91,35.56,64.84,below,22.3,0,2,0.52,7.99,0.87,False,37.6,37.7,46.1,0,0,0,0,,41.91,0,5,0,0,0,0,0,0,5,0,5,0,1,1,2.33,1.17,,0,1,1,1.5,1,2.73,0,1,1,0,1,0.3,0.44,False,0.02,0.02,0.0,,2,CHOCH,0.02,1.16,2.73,1.24,demand,NORMAL_DEMAND_BASE,False,23,False
